start_code,end_code,day,rush,count
S0308,S0362,2021-02-15,am,3
S0310,S0161,2021-02-15,am,4
S0314,S0168,2021-02-15,am,2
S0316,S0197,2021-02-15,am,5
S0321,S0189,2021-02-15,am,5
S0333,S0100,2021-02-15,am,4
S0336,S0012,2021-02-15,am,6
S0340,S0136,2021-02-15,am,5
S0343,S0204,2021-02-15,am,3
S0343,S0455,2021-02-15,am,5
S0345,S0367,2021-02-15,am,6
S0346,S0380,2021-02-15,am,4
S0348,S0146,2021-02-15,am,6
S0352,S0441,2021-02-15,am,4
S0353,S0360,2021-02-15,am,1
S0353,S0366,2021-02-15,am,5
S0356,S0272,2021-02-15,am,4
S0356,S0404,2021-02-15,am,4
S0358,S0340,2021-02-15,am,5
S0364,S0119,2021-02-15,am,1
S0364,S0216,2021-02-15,am,6
S0370,S0402,2021-02-15,am,7
S0374,S0420,2021-02-15,am,4
S0375,S0022,2021-02-15,am,5
S0375,S0122,2021-02-15,am,6
S0383,S0193,2021-02-15,am,5
S0390,S0445,2021-02-15,am,1
S0393,S0016,2021-02-15,am,2
S0393,S0020,2021-02-15,am,7
S0404,S0217,2021-02-15,am,2
S0410,S0006,2021-02-15,am,1
S0425,S0282,2021-02-15,am,6
S0427,S0180,2021-02-15,am,4
S0428,S0438,2021-02-15,am,2
S0430,S0453,2021-02-15,am,1
S0432,S0005,2021-02-15,am,1
S0434,S0162,2021-02-15,am,3
S0445,S0211,2021-02-15,am,5
S0446,S0198,2021-02-15,am,2
S0447,S0094,2021-02-15,am,4
S0452,S0163,2021-02-15,am,2
S0452,S0179,2021-02-15,am,7
S0455,S0143,2021-02-15,am,2
S0464,S0117,2021-02-15,am,4
S0464,S0430,2021-02-15,am,3
S0467,S0316,2021-02-15,am,7
S0469,S0102,2021-02-15,am,5
S0469,S0117,2021-02-15,am,1
S0471,S0363,2021-02-15,am,2
S0495,S0029,2021-02-15,am,7
S0499,S0455,2021-02-15,am,7
S0001,S0214,2021-02-16,am,4
S0003,S0247,2021-02-16,am,2
S0009,S0073,2021-02-16,am,4
S0012,S0422,2021-02-16,am,7
S0016,S0114,2021-02-16,am,1
S0016,S0241,2021-02-16,am,2
S0017,S0468,2021-02-16,am,4
S0018,S0060,2021-02-16,am,3
S0018,S0336,2021-02-16,am,3
S0025,S0401,2021-02-16,am,2
S0033,S0003,2021-02-16,am,7
S0035,S0442,2021-02-16,am,6
S0039,S0400,2021-02-16,am,3
S0040,S0407,2021-02-16,am,7
S0043,S0441,2021-02-16,am,7
S0045,S0231,2021-02-16,am,2
S0047,S0432,2021-02-16,am,6
S0051,S0403,2021-02-16,am,5
S0052,S0196,2021-02-16,am,1
S0058,S0359,2021-02-16,am,1
S0062,S0412,2021-02-16,am,3
S0064,S0081,2021-02-16,am,3
S0069,S0484,2021-02-16,am,6
S0071,S0278,2021-02-16,am,5
S0073,S0258,2021-02-16,am,7
S0073,S0261,2021-02-16,am,5
S0073,S0272,2021-02-16,am,7
S0075,S0234,2021-02-16,am,6
S0078,S0304,2021-02-16,am,5
S0080,S0199,2021-02-16,am,2
S0084,S0377,2021-02-16,am,4
S0085,S0377,2021-02-16,am,2
S0087,S0208,2021-02-16,am,3
S0088,S0001,2021-02-16,am,2
S0090,S0123,2021-02-16,am,5
S0092,S0018,2021-02-16,am,3
S0097,S0470,2021-02-16,am,6
S0102,S0355,2021-02-16,am,6
S0104,S0127,2021-02-16,am,3
S0108,S0288,2021-02-16,am,5
S0113,S0301,2021-02-16,am,1
S0113,S0393,2021-02-16,am,6
S0113,S0405,2021-02-16,am,1
S0115,S0287,2021-02-16,am,3
S0116,S0461,2021-02-16,am,3
S0118,S0166,2021-02-16,am,2
S0119,S0348,2021-02-16,am,2
S0125,S0353,2021-02-16,am,2
S0127,S0148,2021-02-16,am,3
S0133,S0448,2021-02-16,am,5
S0136,S0495,2021-02-16,am,1
S0138,S0052,2021-02-16,am,3
S0147,S0267,2021-02-16,am,5
S0148,S0450,2021-02-16,am,1
S0152,S0152,2021-02-16,am,7
S0160,S0121,2021-02-16,am,6
S0170,S0223,2021-02-16,am,7
S0171,S0459,2021-02-16,am,3
S0185,S0424,2021-02-16,am,6
S0198,S0104,2021-02-16,am,7
S0201,S0440,2021-02-16,am,1
S0205,S0439,2021-02-16,am,6
S0206,S0460,2021-02-16,am,3
S0219,S0451,2021-02-16,am,4
S0225,S0093,2021-02-16,am,5
S0225,S0306,2021-02-16,am,2
S0239,S0025,2021-02-16,am,6
S0244,S0317,2021-02-16,am,2
S0245,S0006,2021-02-16,am,6
S0250,S0158,2021-02-16,am,3
S0250,S0181,2021-02-16,am,5
S0253,S0497,2021-02-16,am,1
S0260,S0098,2021-02-16,am,5
S0262,S0262,2021-02-16,am,1
S0265,S0251,2021-02-16,am,6
S0265,S0297,2021-02-16,am,6
S0277,S0194,2021-02-16,am,5
S0278,S0040,2021-02-16,am,5
S0278,S0216,2021-02-16,am,2
S0280,S0110,2021-02-16,am,7
S0282,S0368,2021-02-16,am,5
S0284,S0294,2021-02-16,am,2
S0284,S0405,2021-02-16,am,4
S0285,S0296,2021-02-16,am,4
S0289,S0419,2021-02-16,am,7
S0290,S0292,2021-02-16,am,1
S0291,S0308,2021-02-16,am,5
S0291,S0412,2021-02-16,am,2
S0293,S0147,2021-02-16,am,3
S0296,S0470,2021-02-16,am,3
S0298,S0270,2021-02-16,am,4
S0301,S0420,2021-02-16,am,6
S0307,S0164,2021-02-16,am,4
S0309,S0348,2021-02-16,am,2
S0309,S0405,2021-02-16,am,4
S0313,S0267,2021-02-16,am,1
S0315,S0424,2021-02-16,am,5
S0318,S0396,2021-02-16,am,5
S0319,S0034,2021-02-16,am,3
S0320,S0087,2021-02-16,am,4
S0320,S0262,2021-02-16,am,1
S0321,S0478,2021-02-16,am,7
S0322,S0394,2021-02-16,am,5
S0322,S0462,2021-02-16,am,7
S0333,S0160,2021-02-16,am,2
S0341,S0143,2021-02-16,am,5
S0341,S0187,2021-02-16,am,1
S0343,S0158,2021-02-16,am,5
S0360,S0451,2021-02-16,am,4
S0363,S0399,2021-02-16,am,5
S0369,S0088,2021-02-16,am,6
S0370,S0185,2021-02-16,am,5
S0371,S0157,2021-02-16,am,7
S0375,S0375,2021-02-16,am,4
S0375,S0481,2021-02-16,am,6
S0377,S0431,2021-02-16,am,2
S0380,S0286,2021-02-16,am,6
S0381,S0416,2021-02-16,am,4
S0382,S0476,2021-02-16,am,5
S0383,S0461,2021-02-16,am,1
S0385,S0186,2021-02-16,am,7
S0385,S0310,2021-02-16,am,5
S0385,S0358,2021-02-16,am,5
S0386,S0022,2021-02-16,am,1
S0388,S0148,2021-02-16,am,6
S0395,S0207,2021-02-16,am,1
S0399,S0280,2021-02-16,am,7
S0400,S0047,2021-02-16,am,1
S0401,S0460,2021-02-16,am,2
S0406,S0482,2021-02-16,am,2
S0414,S0396,2021-02-16,am,1
S0420,S0152,2021-02-16,am,4
S0421,S0439,2021-02-16,am,4
S0421,S0492,2021-02-16,am,1
S0422,S0059,2021-02-16,am,6
S0424,S0083,2021-02-16,am,4
S0426,S0221,2021-02-16,am,1
S0431,S0109,2021-02-16,am,5
S0431,S0371,2021-02-16,am,7
S0435,S0035,2021-02-16,am,2
S0435,S0496,2021-02-16,am,3
S0436,S0213,2021-02-16,am,5
S0438,S0338,2021-02-16,am,1
S0439,S0215,2021-02-16,am,3
S0441,S0052,2021-02-16,am,4
S0443,S0204,2021-02-16,am,5
S0445,S0155,2021-02-16,am,5
S0445,S0342,2021-02-16,am,2
S0449,S0291,2021-02-16,am,7
S0457,S0310,2021-02-16,am,1
S0464,S0008,2021-02-16,am,3
S0466,S0185,2021-02-16,am,1
S0466,S0332,2021-02-16,am,5
S0467,S0228,2021-02-16,am,3
S0476,S0164,2021-02-16,am,4
S0479,S0105,2021-02-16,am,1
S0480,S0227,2021-02-16,am,5
S0489,S0483,2021-02-16,am,1
S0490,S0395,2021-02-16,am,7
S0491,S0273,2021-02-16,am,3
S0494,S0367,2021-02-16,am,3
S0499,S0251,2021-02-16,am,3
S0001,S0191,2021-02-17,am,2
S0004,S0070,2021-02-17,am,7
S0007,S0381,2021-02-17,am,7
S0008,S0187,2021-02-17,am,3
S0008,S0362,2021-02-17,am,4
S0015,S0001,2021-02-17,am,3
S0015,S0463,2021-02-17,am,1
S0019,S0090,2021-02-17,am,7
S0020,S0004,2021-02-17,am,2
S0024,S0147,2021-02-17,am,3
S0024,S0422,2021-02-17,am,1
S0025,S0123,2021-02-17,am,5
S0033,S0499,2021-02-17,am,6
S0034,S0066,2021-02-17,am,7
S0037,S0148,2021-02-17,am,2
S0042,S0243,2021-02-17,am,1
S0049,S0322,2021-02-17,am,6
S0052,S0475,2021-02-17,am,1
S0057,S0146,2021-02-17,am,7
S0058,S0070,2021-02-17,am,6
S0059,S0049,2021-02-17,am,3
S0062,S0331,2021-02-17,am,5
S0063,S0036,2021-02-17,am,7
S0072,S0120,2021-02-17,am,7
S0075,S0182,2021-02-17,am,5
S0076,S0074,2021-02-17,am,2
S0077,S0341,2021-02-17,am,5
S0077,S0418,2021-02-17,am,3
S0080,S0273,2021-02-17,am,5
S0081,S0202,2021-02-17,am,5
S0084,S0127,2021-02-17,am,7
S0085,S0109,2021-02-17,am,2
S0093,S0370,2021-02-17,am,4
S0095,S0196,2021-02-17,am,5
S0096,S0193,2021-02-17,am,1
S0105,S0166,2021-02-17,am,3
S0105,S0457,2021-02-17,am,1
S0106,S0359,2021-02-17,am,7
S0109,S0172,2021-02-17,am,6
S0115,S0143,2021-02-17,am,4
S0115,S0343,2021-02-17,am,4
S0119,S0022,2021-02-17,am,2
S0126,S0021,2021-02-17,am,6
S0126,S0170,2021-02-17,am,3
S0128,S0334,2021-02-17,am,5
S0131,S0226,2021-02-17,am,7
S0142,S0320,2021-02-17,am,3
S0144,S0156,2021-02-17,am,6
S0149,S0016,2021-02-17,am,7
S0156,S0217,2021-02-17,am,7
S0157,S0259,2021-02-17,am,2
S0158,S0093,2021-02-17,am,1
S0161,S0430,2021-02-17,am,7
S0162,S0112,2021-02-17,am,6
S0165,S0231,2021-02-17,am,6
S0166,S0103,2021-02-17,am,6
S0167,S0033,2021-02-17,am,4
S0167,S0250,2021-02-17,am,2
S0169,S0321,2021-02-17,am,3
S0169,S0335,2021-02-17,am,6
S0174,S0370,2021-02-17,am,2
S0174,S0475,2021-02-17,am,4
S0175,S0452,2021-02-17,am,3
S0182,S0293,2021-02-17,am,3
S0185,S0293,2021-02-17,am,3
S0185,S0452,2021-02-17,am,3
S0187,S0166,2021-02-17,am,4
S0187,S0270,2021-02-17,am,4
S0189,S0326,2021-02-17,am,3
S0189,S0494,2021-02-17,am,2
S0196,S0314,2021-02-17,am,6
S0197,S0380,2021-02-17,am,5
S0203,S0383,2021-02-17,am,7
S0206,S0310,2021-02-17,am,5
S0207,S0052,2021-02-17,am,6
S0208,S0223,2021-02-17,am,5
S0209,S0206,2021-02-17,am,3
S0212,S0044,2021-02-17,am,1
S0212,S0311,2021-02-17,am,7
S0212,S0319,2021-02-17,am,6
S0214,S0457,2021-02-17,am,7
S0215,S0334,2021-02-17,am,7
S0217,S0397,2021-02-17,am,2
S0218,S0287,2021-02-17,am,2
S0221,S0182,2021-02-17,am,7
S0227,S0344,2021-02-17,am,1
S0228,S0133,2021-02-17,am,7
S0230,S0463,2021-02-17,am,5
S0235,S0263,2021-02-17,am,7
S0237,S0443,2021-02-17,am,1
S0239,S0101,2021-02-17,am,2
S0246,S0007,2021-02-17,am,7
S0247,S0426,2021-02-17,am,3
S0247,S0434,2021-02-17,am,7
S0254,S0377,2021-02-17,am,6
S0256,S0122,2021-02-17,am,5
S0262,S0238,2021-02-17,am,2
S0274,S0409,2021-02-17,am,6
S0276,S0182,2021-02-17,am,7
S0276,S0423,2021-02-17,am,2
S0277,S0029,2021-02-17,am,1
S0279,S0410,2021-02-17,am,7
S0280,S0325,2021-02-17,am,6
S0283,S0174,2021-02-17,am,5
S0284,S0266,2021-02-17,am,1
S0285,S0194,2021-02-17,am,4
S0285,S0469,2021-02-17,am,7
S0287,S0350,2021-02-17,am,2
S0289,S0090,2021-02-17,am,7
S0298,S0337,2021-02-17,am,4
S0313,S0274,2021-02-17,am,4
S0315,S0353,2021-02-17,am,6
S0316,S0268,2021-02-17,am,7
S0326,S0370,2021-02-17,am,6
S0328,S0047,2021-02-17,am,5
S0342,S0322,2021-02-17,am,4
S0345,S0153,2021-02-17,am,2
S0345,S0439,2021-02-17,am,1
S0350,S0112,2021-02-17,am,1
S0356,S0103,2021-02-17,am,2
S0359,S0323,2021-02-17,am,6
S0363,S0010,2021-02-17,am,1
S0364,S0325,2021-02-17,am,6
S0367,S0298,2021-02-17,am,4
S0372,S0221,2021-02-17,am,7
S0373,S0038,2021-02-17,am,7
S0380,S0316,2021-02-17,am,6
S0381,S0234,2021-02-17,am,3
S0383,S0223,2021-02-17,am,3
S0388,S0063,2021-02-17,am,3
S0390,S0059,2021-02-17,am,1
S0390,S0104,2021-02-17,am,6
S0392,S0111,2021-02-17,am,3
S0398,S0067,2021-02-17,am,4
S0400,S0102,2021-02-17,am,7
S0407,S0453,2021-02-17,am,6
S0414,S0195,2021-02-17,am,3
S0422,S0107,2021-02-17,am,2
S0427,S0017,2021-02-17,am,6
S0437,S0201,2021-02-17,am,4
S0442,S0442,2021-02-17,am,6
S0446,S0187,2021-02-17,am,1
S0447,S0354,2021-02-17,am,6
S0453,S0064,2021-02-17,am,2
S0455,S0162,2021-02-17,am,5
S0457,S0233,2021-02-17,am,1
S0462,S0422,2021-02-17,am,6
S0463,S0487,2021-02-17,am,2
S0470,S0214,2021-02-17,am,5
S0472,S0349,2021-02-17,am,1
S0474,S0190,2021-02-17,am,1
S0475,S0007,2021-02-17,am,3
S0476,S0485,2021-02-17,am,2
S0480,S0411,2021-02-17,am,5
S0487,S0266,2021-02-17,am,2
S0488,S0041,2021-02-17,am,6
S0489,S0033,2021-02-17,am,4
S0001,S0401,2021-02-18,am,4
S0002,S0190,2021-02-18,am,4
S0020,S0100,2021-02-18,am,3
S0020,S0368,2021-02-18,am,2
S0020,S0455,2021-02-18,am,6
S0025,S0049,2021-02-18,am,5
S0028,S0185,2021-02-18,am,6
S0031,S0294,2021-02-18,am,4
S0031,S0482,2021-02-18,am,1
S0034,S0025,2021-02-18,am,5
S0034,S0027,2021-02-18,am,2
S0035,S0380,2021-02-18,am,2
S0039,S0024,2021-02-18,am,6
S0043,S0077,2021-02-18,am,1
S0043,S0402,2021-02-18,am,1
S0049,S0492,2021-02-18,am,5
S0052,S0076,2021-02-18,am,6
S0057,S0375,2021-02-18,am,4
S0066,S0458,2021-02-18,am,7
S0068,S0053,2021-02-18,am,1
S0068,S0430,2021-02-18,am,6
S0069,S0056,2021-02-18,am,7
S0070,S0106,2021-02-18,am,5
S0092,S0168,2021-02-18,am,6
S0094,S0498,2021-02-18,am,3
S0095,S0446,2021-02-18,am,2
S0096,S0360,2021-02-18,am,3
S0097,S0391,2021-02-18,am,1
S0099,S0205,2021-02-18,am,2
S0099,S0262,2021-02-18,am,2
S0100,S0219,2021-02-18,am,1
S0101,S0380,2021-02-18,am,1
S0102,S0491,2021-02-18,am,3
S0109,S0235,2021-02-18,am,6
S0110,S0031,2021-02-18,am,3
S0116,S0473,2021-02-18,am,6
S0121,S0121,2021-02-18,am,4
S0125,S0247,2021-02-18,am,1
S0125,S0353,2021-02-18,am,3
S0158,S0058,2021-02-18,am,7
S0162,S0184,2021-02-18,am,2
S0163,S0019,2021-02-18,am,3
S0163,S0304,2021-02-18,am,2
S0165,S0170,2021-02-18,am,1
S0180,S0073,2021-02-18,am,1
S0180,S0080,2021-02-18,am,7
S0181,S0384,2021-02-18,am,6
S0187,S0133,2021-02-18,am,5
S0187,S0463,2021-02-18,am,3
S0194,S0292,2021-02-18,am,1
S0200,S0449,2021-02-18,am,5
S0201,S0324,2021-02-18,am,1
S0202,S0240,2021-02-18,am,6
S0203,S0457,2021-02-18,am,1
S0207,S0366,2021-02-18,am,1
S0215,S0008,2021-02-18,am,7
S0225,S0060,2021-02-18,am,4
S0228,S0237,2021-02-18,am,6
S0232,S0417,2021-02-18,am,5
S0234,S0325,2021-02-18,am,5
S0235,S0013,2021-02-18,am,3
S0253,S0345,2021-02-18,am,1
S0258,S0371,2021-02-18,am,5
S0267,S0449,2021-02-18,am,4
S0270,S0485,2021-02-18,am,3
S0275,S0237,2021-02-18,am,7
S0280,S0189,2021-02-18,am,5
S0281,S0120,2021-02-18,am,2
S0283,S0097,2021-02-18,am,4
S0288,S0289,2021-02-18,am,1
S0292,S0100,2021-02-18,am,6
S0293,S0168,2021-02-18,am,4
S0298,S0270,2021-02-18,am,6
S0305,S0383,2021-02-18,am,7
S0308,S0278,2021-02-18,am,6
S0314,S0232,2021-02-18,am,4
S0317,S0014,2021-02-18,am,1
S0318,S0323,2021-02-18,am,5
S0325,S0196,2021-02-18,am,2
S0335,S0091,2021-02-18,am,7
S0335,S0451,2021-02-18,am,4
S0337,S0337,2021-02-18,am,1
S0343,S0354,2021-02-18,am,1
S0349,S0368,2021-02-18,am,1
S0352,S0031,2021-02-18,am,2
S0355,S0037,2021-02-18,am,6
S0361,S0476,2021-02-18,am,3
S0364,S0240,2021-02-18,am,3
S0367,S0067,2021-02-18,am,1
S0367,S0485,2021-02-18,am,4
S0368,S0078,2021-02-18,am,1
S0368,S0132,2021-02-18,am,3
S0372,S0123,2021-02-18,am,7
S0387,S0070,2021-02-18,am,1
S0387,S0420,2021-02-18,am,5
S0389,S0229,2021-02-18,am,1
S0402,S0067,2021-02-18,am,1
S0408,S0400,2021-02-18,am,3
S0411,S0278,2021-02-18,am,1
S0413,S0286,2021-02-18,am,4
S0417,S0407,2021-02-18,am,3
S0419,S0295,2021-02-18,am,6
S0432,S0451,2021-02-18,am,6
S0438,S0082,2021-02-18,am,7
S0443,S0484,2021-02-18,am,2
S0445,S0001,2021-02-18,am,2
S0449,S0341,2021-02-18,am,3
S0452,S0463,2021-02-18,am,4
S0467,S0436,2021-02-18,am,2
S0471,S0178,2021-02-18,am,4
S0475,S0382,2021-02-18,am,1
S0476,S0019,2021-02-18,am,6
S0477,S0278,2021-02-18,am,1
S0477,S0410,2021-02-18,am,6
S0477,S0447,2021-02-18,am,7
S0480,S0306,2021-02-18,am,4
S0486,S0262,2021-02-18,am,1
S0492,S0190,2021-02-18,am,3
S0494,S0188,2021-02-18,am,6
S0496,S0425,2021-02-18,am,5
S0000,S0487,2021-02-19,am,2
S0007,S0214,2021-02-19,am,5
S0007,S0250,2021-02-19,am,6
S0018,S0346,2021-02-19,am,1
S0021,S0449,2021-02-19,am,5
S0022,S0197,2021-02-19,am,7
S0029,S0405,2021-02-19,am,3
S0044,S0385,2021-02-19,am,5
S0054,S0020,2021-02-19,am,1
S0059,S0260,2021-02-19,am,3
S0062,S0210,2021-02-19,am,3
S0068,S0073,2021-02-19,am,5
S0069,S0283,2021-02-19,am,6
S0073,S0348,2021-02-19,am,4
S0085,S0001,2021-02-19,am,7
S0090,S0133,2021-02-19,am,3
S0096,S0368,2021-02-19,am,2
S0097,S0457,2021-02-19,am,4
S0098,S0401,2021-02-19,am,2
S0099,S0006,2021-02-19,am,5
S0100,S0382,2021-02-19,am,1
S0104,S0409,2021-02-19,am,1
S0109,S0096,2021-02-19,am,3
S0110,S0138,2021-02-19,am,6
S0119,S0289,2021-02-19,am,2
S0139,S0473,2021-02-19,am,4
S0139,S0484,2021-02-19,am,3
S0141,S0352,2021-02-19,am,3
S0142,S0188,2021-02-19,am,1
S0144,S0355,2021-02-19,am,6
S0150,S0363,2021-02-19,am,6
S0155,S0211,2021-02-19,am,3
S0156,S0261,2021-02-19,am,4
S0161,S0316,2021-02-19,am,4
S0173,S0109,2021-02-19,am,7
S0173,S0209,2021-02-19,am,4
S0176,S0061,2021-02-19,am,6
S0176,S0474,2021-02-19,am,6
S0177,S0193,2021-02-19,am,2
S0179,S0053,2021-02-19,am,2
S0180,S0066,2021-02-19,am,7
S0186,S0229,2021-02-19,am,1
S0188,S0404,2021-02-19,am,7
S0192,S0270,2021-02-19,am,5
S0199,S0035,2021-02-19,am,5
S0200,S0076,2021-02-19,am,6
S0209,S0268,2021-02-19,am,1
S0213,S0265,2021-02-19,am,2
S0213,S0366,2021-02-19,am,3
S0228,S0121,2021-02-19,am,4
S0229,S0375,2021-02-19,am,5
S0236,S0097,2021-02-19,am,6
S0238,S0196,2021-02-19,am,7
S0239,S0319,2021-02-19,am,1
S0241,S0034,2021-02-19,am,1
S0241,S0053,2021-02-19,am,6
S0242,S0141,2021-02-19,am,6
S0242,S0433,2021-02-19,am,6
S0246,S0105,2021-02-19,am,1
S0250,S0232,2021-02-19,am,6
S0250,S0452,2021-02-19,am,6
S0252,S0106,2021-02-19,am,2
S0253,S0210,2021-02-19,am,5
S0265,S0016,2021-02-19,am,3
S0266,S0010,2021-02-19,am,6
S0266,S0405,2021-02-19,am,7
S0270,S0153,2021-02-19,am,4
S0277,S0236,2021-02-19,am,5
S0278,S0232,2021-02-19,am,6
S0279,S0351,2021-02-19,am,5
S0284,S0064,2021-02-19,am,3
S0286,S0348,2021-02-19,am,6
S0286,S0351,2021-02-19,am,7
S0289,S0281,2021-02-19,am,6
S0290,S0091,2021-02-19,am,5
S0292,S0339,2021-02-19,am,4
S0293,S0043,2021-02-19,am,1
S0295,S0440,2021-02-19,am,6
S0296,S0160,2021-02-19,am,3
S0296,S0429,2021-02-19,am,6
S0298,S0472,2021-02-19,am,5
S0302,S0425,2021-02-19,am,4
S0310,S0050,2021-02-19,am,5
S0317,S0013,2021-02-19,am,4
S0317,S0364,2021-02-19,am,4
S0334,S0143,2021-02-19,am,6
S0339,S0226,2021-02-19,am,6
S0340,S0239,2021-02-19,am,7
S0349,S0119,2021-02-19,am,6
S0349,S0371,2021-02-19,am,3
S0354,S0100,2021-02-19,am,6
S0360,S0273,2021-02-19,am,2
S0363,S0487,2021-02-19,am,2
S0364,S0073,2021-02-19,am,4
S0366,S0026,2021-02-19,am,4
S0367,S0067,2021-02-19,am,7
S0368,S0071,2021-02-19,am,7
S0369,S0445,2021-02-19,am,4
S0372,S0406,2021-02-19,am,1
S0374,S0264,2021-02-19,am,1
S0375,S0380,2021-02-19,am,3
S0386,S0252,2021-02-19,am,6
S0388,S0178,2021-02-19,am,4
S0388,S0411,2021-02-19,am,6
S0389,S0466,2021-02-19,am,4
S0393,S0261,2021-02-19,am,5
S0394,S0268,2021-02-19,am,2
S0395,S0333,2021-02-19,am,6
S0399,S0331,2021-02-19,am,2
S0400,S0333,2021-02-19,am,4
S0402,S0061,2021-02-19,am,3
S0405,S0053,2021-02-19,am,1
S0419,S0276,2021-02-19,am,4
S0423,S0266,2021-02-19,am,4
S0424,S0149,2021-02-19,am,5
S0427,S0471,2021-02-19,am,2
S0431,S0059,2021-02-19,am,7
S0440,S0355,2021-02-19,am,5
S0449,S0010,2021-02-19,am,5
S0450,S0020,2021-02-19,am,3
S0453,S0252,2021-02-19,am,4
S0454,S0170,2021-02-19,am,7
S0457,S0206,2021-02-19,am,3
S0459,S0136,2021-02-19,am,1
S0460,S0098,2021-02-19,am,3
S0463,S0319,2021-02-19,am,1
S0469,S0388,2021-02-19,am,3
S0471,S0240,2021-02-19,am,2
S0472,S0241,2021-02-19,am,2
S0474,S0161,2021-02-19,am,5
S0475,S0291,2021-02-19,am,4
S0480,S0080,2021-02-19,am,2
S0483,S0457,2021-02-19,am,3
S0490,S0165,2021-02-19,am,7
S0491,S0458,2021-02-19,am,3
S0495,S0114,2021-02-19,am,2
S0008,S0138,2021-02-20,am,2
S0011,S0014,2021-02-20,am,2
S0012,S0451,2021-02-20,am,2
S0013,S0172,2021-02-20,am,6
S0017,S0255,2021-02-20,am,3
S0020,S0424,2021-02-20,am,2
S0021,S0300,2021-02-20,am,4
S0026,S0115,2021-02-20,am,2
S0027,S0066,2021-02-20,am,3
S0034,S0005,2021-02-20,am,3
S0037,S0018,2021-02-20,am,2
S0039,S0007,2021-02-20,am,5
S0039,S0257,2021-02-20,am,3
S0048,S0421,2021-02-20,am,5
S0049,S0041,2021-02-20,am,5
S0052,S0188,2021-02-20,am,6
S0054,S0139,2021-02-20,am,6
S0055,S0040,2021-02-20,am,3
S0058,S0204,2021-02-20,am,7
S0061,S0041,2021-02-20,am,4
S0062,S0110,2021-02-20,am,7
S0065,S0345,2021-02-20,am,4
S0072,S0139,2021-02-20,am,1
S0076,S0038,2021-02-20,am,5
S0079,S0422,2021-02-20,am,4
S0087,S0067,2021-02-20,am,6
S0087,S0078,2021-02-20,am,3
S0093,S0208,2021-02-20,am,1
S0096,S0490,2021-02-20,am,4
S0097,S0127,2021-02-20,am,6
S0097,S0256,2021-02-20,am,3
S0099,S0384,2021-02-20,am,2
S0106,S0260,2021-02-20,am,5
S0112,S0350,2021-02-20,am,6
S0117,S0358,2021-02-20,am,4
S0125,S0232,2021-02-20,am,7
S0126,S0177,2021-02-20,am,7
S0130,S0284,2021-02-20,am,7
S0132,S0177,2021-02-20,am,1
S0133,S0035,2021-02-20,am,5
S0139,S0403,2021-02-20,am,6
S0140,S0219,2021-02-20,am,2
S0145,S0180,2021-02-20,am,6
S0146,S0237,2021-02-20,am,6
S0159,S0244,2021-02-20,am,1
S0161,S0122,2021-02-20,am,3
S0164,S0058,2021-02-20,am,4
S0164,S0488,2021-02-20,am,7
S0166,S0446,2021-02-20,am,6
S0167,S0386,2021-02-20,am,1
S0169,S0099,2021-02-20,am,5
S0171,S0385,2021-02-20,am,3
S0175,S0148,2021-02-20,am,1
S0177,S0169,2021-02-20,am,5
S0179,S0376,2021-02-20,am,1
S0181,S0489,2021-02-20,am,1
S0185,S0003,2021-02-20,am,2
S0190,S0317,2021-02-20,am,7
S0200,S0182,2021-02-20,am,7
S0203,S0211,2021-02-20,am,7
S0206,S0084,2021-02-20,am,4
S0207,S0416,2021-02-20,am,4
S0210,S0017,2021-02-20,am,5
S0217,S0415,2021-02-20,am,4
S0219,S0140,2021-02-20,am,5
S0220,S0032,2021-02-20,am,5
S0226,S0102,2021-02-20,am,7
S0229,S0258,2021-02-20,am,1
S0231,S0476,2021-02-20,am,5
S0235,S0419,2021-02-20,am,6
S0236,S0369,2021-02-20,am,3
S0237,S0487,2021-02-20,am,6
S0238,S0076,2021-02-20,am,6
S0239,S0390,2021-02-20,am,6
S0242,S0220,2021-02-20,am,5
S0252,S0261,2021-02-20,am,7
S0257,S0000,2021-02-20,am,2
S0259,S0112,2021-02-20,am,5
S0259,S0448,2021-02-20,am,3
S0261,S0348,2021-02-20,am,7
S0263,S0083,2021-02-20,am,4
S0265,S0434,2021-02-20,am,5
S0271,S0105,2021-02-20,am,6
S0272,S0071,2021-02-20,am,4
S0274,S0287,2021-02-20,am,3
S0277,S0322,2021-02-20,am,2
S0284,S0069,2021-02-20,am,7
S0285,S0092,2021-02-20,am,5
S0286,S0450,2021-02-20,am,1
S0288,S0030,2021-02-20,am,4
S0292,S0490,2021-02-20,am,6
S0295,S0472,2021-02-20,am,3
S0303,S0377,2021-02-20,am,3
S0306,S0320,2021-02-20,am,6
S0314,S0178,2021-02-20,am,4
S0315,S0244,2021-02-20,am,7
S0316,S0243,2021-02-20,am,3
S0319,S0401,2021-02-20,am,3
S0326,S0298,2021-02-20,am,5
S0328,S0368,2021-02-20,am,2
S0331,S0472,2021-02-20,am,1
S0337,S0189,2021-02-20,am,3
S0343,S0374,2021-02-20,am,5
S0345,S0431,2021-02-20,am,5
S0354,S0053,2021-02-20,am,7
S0355,S0427,2021-02-20,am,3
S0359,S0429,2021-02-20,am,3
S0360,S0471,2021-02-20,am,3
S0361,S0273,2021-02-20,am,3
S0364,S0348,2021-02-20,am,5
