from_id,to_id,day,packages,on_time_rate,distance_km,service
S08,Z207,2,80,0.817,16.78,standard
S14,Z208,2,189,0.92,12.95,standard
S13,Z209,2,127,0.829,0.48,standard
S24,Z210,2,106,0.824,9.86,standard
S22,Z211,2,245,0.892,5.06,standard
S08,Z212,2,137,0.754,12.05,standard
S05,Z213,2,142,0.856,6.28,standard
S24,Z214,2,177,0.927,6.44,same_day
S24,Z215,2,83,0.845,10.22,standard
S11,Z216,2,61,0.89,3.43,standard
S08,Z217,2,309,0.736,29.39,standard
S16,Z218,2,62,0.894,6.92,standard
S01,Z219,2,152,0.933,7.52,same_day
S09,Z220,2,207,0.861,3.22,standard
S10,Z221,2,92,0.935,19.1,same_day
S14,Z222,2,244,0.888,20.41,standard
S03,Z223,2,264,0.909,12.68,same_day
S15,Z224,2,250,0.964,9.71,same_day
S10,Z225,2,130,0.913,21.43,same_day
S08,Z226,2,27,0.752,16.32,standard
S10,Z227,2,295,0.916,6.57,standard
S14,Z228,2,168,0.941,11.04,same_day
S07,Z229,2,271,0.868,13.13,standard
S08,Z230,2,84,0.767,7.96,standard
S23,Z231,2,100,0.892,4.26,standard
S24,Z232,2,359,0.968,9.82,same_day
S21,Z233,2,316,0.913,24.03,standard
S08,Z234,2,293,0.756,21.03,standard
S10,Z235,2,293,0.955,15.58,same_day
S08,Z236,2,73,0.689,36.71,standard
S11,Z237,2,264,0.881,12.39,standard
S14,Z238,2,286,0.937,3.53,same_day
S09,Z239,2,96,0.858,7.02,standard
S08,Z240,2,52,0.771,18.78,standard
S09,Z241,2,304,0.88,5.51,standard
S01,Z242,2,102,0.927,18.37,standard
S21,Z243,2,232,0.908,23.01,standard
S12,Z244,2,70,0.881,10.66,standard
S08,Z245,2,129,0.775,28.29,standard
S21,Z246,2,115,0.871,21.34,standard
S05,Z247,2,62,0.865,4.71,standard
S23,Z248,2,224,0.912,8.08,standard
S08,Z249,2,273,0.722,15.08,standard
S24,Z250,2,306,0.902,8.91,standard
S01,Z251,2,301,0.939,5.41,same_day
S16,Z252,2,91,0.893,4.48,standard
S08,Z253,2,250,0.716,26.77,standard
S05,Z254,2,98,0.821,10.7,standard
S08,Z255,2,145,0.749,13.73,standard
S24,Z256,2,243,0.889,4.23,standard
S14,Z257,2,245,0.892,9.08,standard
S05,Z258,2,246,0.881,11.08,standard
S14,Z259,2,183,0.904,12.57,standard
S21,Z260,2,160,0.879,4.48,standard
S08,Z261,2,163,0.701,25.62,standard
S15,Z262,2,100,0.9,6.85,standard
S14,Z263,2,141,0.878,23.04,same_day
S22,Z264,2,220,0.873,5.14,standard
S05,Z265,2,37,0.827,16.83,standard
S16,Z266,2,103,0.926,4.59,standard
S18,Z267,2,209,0.892,10.55,standard
S07,Z268,2,291,0.851,7.38,standard
S08,Z269,2,81,0.714,14.47,standard
S08,Z270,2,98,0.734,19.41,standard
S24,Z271,2,146,0.876,11.6,standard
S07,Z272,2,241,0.865,12.48,standard
S15,Z273,2,193,0.927,7.9,standard
S08,Z274,2,29,0.719,10.92,standard
S21,Z275,2,209,0.868,9.65,standard
S08,Z276,2,120,0.723,23.93,standard
S08,Z277,2,178,0.72,30.22,standard
S08,Z278,2,257,0.728,26.46,standard
S08,Z279,2,190,0.717,13.22,standard
S02,Z280,2,209,0.899,6.74,standard
S07,Z281,2,127,0.869,2.81,standard
S14,Z282,2,177,0.921,15.06,standard
S21,Z283,2,83,0.898,16.98,standard
S23,Z284,2,240,0.886,3.64,standard
S11,Z285,2,237,0.855,6.92,standard
S14,Z001,3,263,0.894,7.59,standard
S08,Z002,3,133,0.758,9.29,standard
S14,Z003,3,62,0.9,20.23,same_day
S15,Z004,3,280,0.905,3.64,standard
S02,Z005,3,40,0.893,6.55,standard
S08,Z006,3,163,0.717,18.06,standard
S08,Z007,3,31,0.77,7.75,standard
S21,Z008,3,109,0.92,18.89,same_day
S08,Z009,3,150,0.72,21.45,standard
S14,Z010,3,343,0.917,2.12,same_day
S10,Z011,3,152,0.918,4.35,standard
S19,Z012,3,73,0.89,7.72,standard
S15,Z013,3,103,0.931,4.72,same_day
S09,Z014,3,322,0.875,9.74,standard
S01,Z015,3,241,0.895,24.92,standard
S18,Z016,3,60,0.875,11.93,standard
S01,Z017,3,218,0.963,13.08,same_day
S18,Z018,3,89,0.884,5.48,standard
S03,Z019,3,85,0.834,1.6,standard
S10,Z020,3,348,0.933,22.97,same_day
S13,Z021,3,204,0.888,2.23,standard
S15,Z022,3,113,0.902,8.1,same_day
S10,Z023,3,219,0.878,17.3,standard
S18,Z024,3,168,0.883,6.14,standard
S24,Z025,3,34,0.894,6.51,standard
S23,Z026,3,146,0.87,12.94,standard
S14,Z027,3,100,0.908,9.3,standard
S14,Z028,3,139,0.959,11.37,same_day
S21,Z029,3,320,0.883,11.98,standard
S10,Z030,3,290,0.907,10.36,standard
S01,Z031,3,74,0.915,19.53,same_day
S08,Z032,3,226,0.768,18.78,standard
S08,Z033,3,145,0.696,23.2,standard
S08,Z034,3,153,0.722,29.77,standard
S08,Z035,3,161,0.731,13.14,standard
S24,Z036,3,138,0.896,6.75,same_day
S05,Z037,3,180,0.834,13.54,standard
S03,Z038,3,274,0.914,2.47,same_day
S12,Z039,3,232,0.871,12.4,standard
S09,Z040,3,120,0.856,6.72,standard
S07,Z041,3,119,0.856,9.55,standard
S14,Z042,3,105,0.919,7.24,standard
S10,Z043,3,138,0.931,7.26,same_day
S15,Z044,3,109,0.93,2.5,same_day
S23,Z045,3,44,0.862,4.07,standard
S10,Z046,3,330,0.893,23.76,standard
S21,Z047,3,50,0.895,1.73,standard
S08,Z048,3,226,0.747,21.96,standard
S18,Z049,3,38,0.875,4.12,standard
S01,Z050,3,276,0.927,8.62,standard
S14,Z051,3,115,0.875,11.64,standard
S01,Z052,3,200,0.944,12.41,standard
S21,Z053,3,137,0.912,5.97,standard
S01,Z054,3,211,0.888,10.79,standard
S18,Z055,3,97,0.827,8.65,standard
S07,Z056,3,201,0.919,4.63,standard
S08,Z057,3,156,0.758,22.39,standard
S22,Z058,3,152,0.862,1.72,standard
S09,Z059,3,256,0.856,8.69,standard
S08,Z060,3,158,0.801,3.37,standard
S08,Z061,3,133,0.717,16.82,standard
S10,Z062,3,85,0.962,16.11,same_day
S21,Z063,3,153,0.881,13.02,same_day
S02,Z064,3,70,0.911,8.04,standard
S12,Z065,3,80,0.89,14.76,standard
S11,Z066,3,323,0.882,6.9,standard
S08,Z067,3,59,0.757,23.64,standard
S21,Z068,3,195,0.908,24.91,standard
S10,Z069,3,356,0.941,5.26,same_day
S14,Z070,3,379,0.92,4.79,same_day
S22,Z071,3,66,0.852,8.35,standard
S10,Z072,3,87,0.958,12.58,same_day
S23,Z073,3,120,0.926,3.03,standard
S21,Z074,3,199,0.887,10.75,standard
S08,Z075,3,253,0.702,22.24,standard
S12,Z076,3,95,0.904,10.2,standard
S11,Z077,3,82,0.88,6.05,standard
S01,Z078,3,133,0.932,9.49,same_day
S14,Z079,3,295,0.889,14.55,standard
S08,Z080,3,28,0.723,15.01,standard
S14,Z081,3,143,0.93,5.83,standard
S05,Z082,3,49,0.783,15.55,standard
S07,Z083,3,69,0.851,4.53,standard
S16,Z084,3,279,0.905,2.53,standard
S21,Z085,3,30,0.881,19.66,standard
S18,Z086,3,125,0.894,3.41,standard
S14,Z087,3,375,0.9,7.58,same_day
S02,Z088,3,199,0.871,7.27,standard
S08,Z089,3,41,0.753,21.46,standard
S12,Z090,3,135,0.924,4.73,standard
S02,Z091,3,247,0.881,7.22,standard
S03,Z092,3,122,0.894,0.74,standard
S10,Z093,3,217,0.914,8.49,standard
S08,Z094,3,160,0.741,12.32,standard
S10,Z095,3,233,0.934,12.7,same_day
S10,Z096,3,89,0.932,14.9,same_day
S21,Z097,3,303,0.874,10.68,standard
S08,Z098,3,218,0.708,16.25,standard
S21,Z099,3,68,0.917,10.03,standard
S21,Z100,3,273,0.879,10.78,standard
S21,Z101,3,326,0.899,18.96,standard
S10,Z102,3,206,0.895,13.88,standard
S08,Z103,3,109,0.758,16.41,standard
S12,Z104,3,161,0.909,11.13,standard
S07,Z105,3,227,0.883,4.38,standard
S21,Z106,3,83,0.871,20.2,same_day
S12,Z107,3,279,0.906,15.41,same_day
S08,Z108,3,221,0.714,23.58,standard
S14,Z109,3,277,0.904,14.17,standard
S04,Z110,3,127,0.863,2.34,standard
S08,Z111,3,162,0.737,17.28,standard
S08,Z112,3,44,0.719,19.36,standard
S07,Z113,3,324,0.899,8.44,standard
S07,Z114,3,96,0.842,6.86,standard
S22,Z115,3,52,0.88,1.98,standard
S08,Z116,3,208,0.749,8.55,standard
S24,Z117,3,243,0.864,7.85,standard
S08,Z118,3,219,0.764,23.46,standard
S24,Z119,3,33,0.904,9.9,standard
S21,Z120,3,211,0.903,8.17,standard
S08,Z121,3,202,0.79,30.0,standard
S12,Z122,3,286,0.914,10.06,standard
S19,Z123,3,264,0.914,3.33,standard
S15,Z124,3,75,0.879,11.65,standard
S01,Z125,3,83,0.894,9.75,standard
S08,Z126,3,228,0.75,27.43,standard
S24,Z127,3,225,0.927,12.35,same_day
S05,Z128,3,169,0.842,5.72,standard
S05,Z129,3,87,0.827,7.77,standard
S08,Z130,3,199,0.801,12.01,standard
S08,Z131,3,202,0.771,2.49,standard
S11,Z132,3,44,0.939,5.87,standard
S10,Z133,3,248,0.933,6.83,same_day
S10,Z134,3,365,0.926,10.07,standard
S10,Z135,3,124,0.9,26.15,same_day
S01,Z136,3,112,0.923,23.17,standard
S05,Z137,3,229,0.864,2.3,standard
S18,Z138,3,50,0.867,2.39,standard
S08,Z139,3,129,0.762,17.78,standard
S08,Z140,3,151,0.774,18.59,standard
S08,Z141,3,240,0.785,13.03,standard
S24,Z142,3,58,0.873,9.22,standard
S24,Z143,3,149,0.914,3.54,standard
S18,Z144,3,73,0.937,3.88,standard
S24,Z145,3,279,0.898,4.29,standard
S08,Z146,3,149,0.712,18.83,standard
S21,Z147,3,207,0.917,10.53,standard
S08,Z148,3,147,0.742,19.3,standard
S22,Z149,3,71,0.908,2.52,standard
S01,Z150,3,322,0.929,4.69,same_day
S08,Z151,3,198,0.727,4.22,standard
S19,Z152,3,143,0.871,3.14,standard
S21,Z153,3,138,0.893,10.47,standard
S08,Z154,3,189,0.722,25.41,standard
S16,Z155,3,309,0.949,8.29,same_day
S02,Z156,3,231,0.904,14.81,same_day
S08,Z157,3,95,0.751,23.03,standard
S01,Z158,3,234,0.898,9.25,standard
S11,Z159,3,269,0.905,2.75,same_day
S10,Z160,3,199,0.91,17.88,standard
S08,Z161,3,37,0.779,13.81,standard
S02,Z162,3,154,0.867,10.1,standard
S14,Z163,3,281,0.923,14.08,same_day
S08,Z164,3,256,0.752,9.23,standard
S24,Z165,3,175,0.852,10.77,standard
S01,Z166,3,135,0.932,7.98,standard
S08,Z167,3,124,0.73,10.68,standard
S07,Z168,3,75,0.886,6.99,standard
S01,Z169,3,90,0.939,9.94,same_day
S01,Z170,3,301,0.94,27.02,same_day
S22,Z171,3,355,0.881,8.33,standard
S10,Z172,3,308,0.94,22.71,same_day
S21,Z173,3,219,0.876,24.53,standard
S10,Z174,3,53,0.911,10.89,standard
S01,Z175,3,268,0.927,16.87,standard
S08,Z176,3,115,0.72,19.01,standard
S21,Z177,3,94,0.873,20.21,standard
S02,Z178,3,223,0.907,2.34,standard
S01,Z179,3,258,0.916,13.43,standard
S10,Z180,3,283,0.884,17.05,same_day
S07,Z181,3,87,0.834,7.36,standard
S02,Z182,3,338,0.897,7.51,standard
S21,Z183,3,189,0.924,21.5,same_day
S14,Z184,3,241,0.916,4.46,same_day
S22,Z185,3,185,0.889,2.03,standard
S08,Z186,3,156,0.715,11.03,standard
S08,Z187,3,64,0.746,3.23,standard
S15,Z188,3,124,0.908,5.35,standard
S05,Z189,3,110,0.867,16.69,standard
S10,Z190,3,358,0.936,12.85,same_day
S10,Z191,3,271,0.94,23.74,same_day
S08,Z192,3,82,0.734,5.96,standard
S21,Z193,3,198,0.862,16.89,standard
S08,Z194,3,180,0.691,29.46,standard
S05,Z195,3,135,0.89,1.88,standard
S08,Z196,3,108,0.724,17.58,standard
S08,Z197,3,214,0.7,18.88,standard
S02,Z198,3,215,0.914,9.39,standard
S11,Z199,3,71,0.871,6.64,standard
S14,Z200,3,291,0.911,3.19,same_day
S24,Z201,3,237,0.904,9.51,standard
S21,Z202,3,187,0.875,12.16,standard
S12,Z203,3,290,0.913,9.2,standard
S24,Z204,3,262,0.886,5.43,standard
S08,Z205,3,109,0.751,19.77,standard
S03,Z206,3,147,0.896,4.92,standard
S08,Z207,3,97,0.804,16.78,standard
S14,Z208,3,196,0.888,12.95,standard
S13,Z209,3,110,0.852,0.48,standard
S24,Z210,3,101,0.853,9.86,standard
S22,Z211,3,239,0.875,5.06,standard
S08,Z212,3,146,0.73,12.05,standard
S05,Z213,3,158,0.855,6.28,standard
S24,Z214,3,177,0.941,6.44,same_day
S24,Z215,3,79,0.853,10.22,standard
S11,Z216,3,69,0.883,3.43,standard
S08,Z217,3,247,0.752,29.39,standard
S16,Z218,3,60,0.89,6.92,standard
S01,Z219,3,154,0.928,7.52,same_day
S09,Z220,3,166,0.859,3.22,standard
S10,Z221,3,91,0.904,19.1,same_day
S14,Z222,3,236,0.902,20.41,standard
S03,Z223,3,287,0.906,12.68,same_day
S15,Z224,3,287,0.933,9.71,same_day
S10,Z225,3,121,0.941,21.43,same_day
S08,Z226,3,29,0.782,16.32,standard
S10,Z227,3,303,0.948,6.57,standard
S14,Z228,3,178,0.945,11.04,same_day
S07,Z229,3,259,0.87,13.13,standard
S08,Z230,3,67,0.782,7.96,standard
S23,Z231,3,104,0.914,4.26,standard
S24,Z232,3,374,0.952,9.82,same_day
S21,Z233,3,349,0.89,24.03,standard
S08,Z234,3,270,0.727,21.03,standard
S10,Z235,3,312,0.922,15.58,same_day
S08,Z236,3,71,0.715,36.71,standard
S11,Z237,3,267,0.859,12.39,standard
S14,Z238,3,294,0.934,3.53,same_day
S09,Z239,3,79,0.863,7.02,standard
S08,Z240,3,67,0.744,18.78,standard
S09,Z241,3,291,0.882,5.51,standard
S01,Z242,3,115,0.935,18.37,standard
S21,Z243,3,218,0.916,23.01,standard
S12,Z244,3,72,0.871,10.66,standard
S08,Z245,3,128,0.755,28.29,standard
S21,Z246,3,107,0.886,21.34,standard
S05,Z247,3,86,0.844,4.71,standard
S23,Z248,3,204,0.88,8.08,standard
S08,Z249,3,296,0.716,15.08,standard
S24,Z250,3,304,0.882,8.91,standard
S01,Z251,3,295,0.951,5.41,same_day
S16,Z252,3,70,0.861,4.48,standard
S08,Z253,3,270,0.761,26.77,standard
S05,Z254,3,100,0.826,10.7,standard
S08,Z255,3,138,0.749,13.73,standard
S24,Z256,3,271,0.895,4.23,standard
S14,Z257,3,202,0.889,9.08,standard
S05,Z258,3,232,0.876,11.08,standard
S14,Z259,3,169,0.926,12.57,standard
S21,Z260,3,171,0.874,4.48,standard
S08,Z261,3,171,0.683,25.62,standard
S15,Z262,3,86,0.926,6.85,standard
S14,Z263,3,141,0.889,23.04,same_day
S22,Z264,3,220,0.877,5.14,standard
S05,Z265,3,37,0.836,16.83,standard
S16,Z266,3,113,0.899,4.59,standard
S18,Z267,3,202,0.859,10.55,standard
S07,Z268,3,303,0.849,7.38,standard
S08,Z269,3,74,0.706,14.47,standard
S08,Z270,3,120,0.754,19.41,standard
S24,Z271,3,140,0.921,11.6,standard
S07,Z272,3,233,0.879,12.48,standard
S15,Z273,3,176,0.9,7.9,standard
S08,Z274,3,22,0.721,10.92,standard
S21,Z275,3,197,0.876,9.65,standard
S08,Z276,3,147,0.738,23.93,standard
S08,Z277,3,165,0.691,30.22,standard
S08,Z278,3,228,0.728,26.46,standard
S08,Z279,3,212,0.723,13.22,standard
S02,Z280,3,251,0.901,6.74,standard
S07,Z281,3,117,0.877,2.81,standard
S14,Z282,3,170,0.882,15.06,standard
S21,Z283,3,86,0.889,16.98,standard
S23,Z284,3,233,0.885,3.64,standard
S11,Z285,3,217,0.845,6.92,standard
S14,Z001,4,250,0.893,7.59,standard
S09,Z002,4,140,0.823,36.87,standard
S14,Z003,4,81,0.913,20.23,same_day
S15,Z004,4,272,0.905,3.64,standard
S02,Z005,4,45,0.93,6.55,standard
S09,Z006,4,194,0.831,33.46,standard
S09,Z007,4,32,0.822,31.73,standard
S21,Z008,4,109,0.89,18.89,same_day
S09,Z009,4,161,0.846,40.49,standard
S14,Z010,4,325,0.951,2.12,same_day
S10,Z011,4,127,0.928,4.35,standard
S19,Z012,4,63,0.881,7.72,standard
S15,Z013,4,103,0.924,4.72,same_day
S09,Z014,4,346,0.864,9.74,standard
S01,Z015,4,243,0.91,24.92,standard
S18,Z016,4,73,0.889,11.93,standard
S01,Z017,4,185,0.983,13.08,same_day
S18,Z018,4,95,0.875,5.48,standard
S03,Z019,4,60,0.848,1.6,standard
S10,Z020,4,322,0.927,22.97,same_day
S13,Z021,4,173,0.86,2.23,standard
S15,Z022,4,104,0.934,8.1,same_day
S10,Z023,4,220,0.918,17.3,standard
S18,Z024,4,167,0.873,6.14,standard
S24,Z025,4,50,0.922,6.51,standard
S23,Z026,4,138,0.884,12.94,standard
S14,Z027,4,93,0.928,9.3,standard
S14,Z028,4,137,0.932,11.37,same_day
S21,Z029,4,321,0.884,11.98,standard
S10,Z030,4,248,0.91,10.36,standard
S01,Z031,4,90,0.916,19.53,same_day
S09,Z032,4,237,0.852,25.23,standard
S09,Z033,4,140,0.827,12.42,standard
S09,Z034,4,187,0.754,56.42,standard
S09,Z035,4,155,0.811,28.15,standard
S24,Z036,4,148,0.91,6.75,same_day
S05,Z037,4,186,0.832,13.54,standard
S03,Z038,4,243,0.912,2.47,same_day
S12,Z039,4,211,0.897,12.4,standard
S09,Z040,4,130,0.853,6.72,standard
S07,Z041,4,131,0.905,9.55,standard
S14,Z042,4,101,0.897,7.24,standard
S10,Z043,4,113,0.936,7.26,same_day
S15,Z044,4,109,0.958,2.5,same_day
S23,Z045,4,39,0.873,4.07,standard
S10,Z046,4,334,0.882,23.76,standard
S21,Z047,4,37,0.88,1.73,standard
S09,Z048,4,228,0.834,26.46,standard
S18,Z049,4,26,0.868,4.12,standard
S01,Z050,4,273,0.923,8.62,standard
S14,Z051,4,119,0.853,11.64,standard
S01,Z052,4,201,0.928,12.41,standard
S21,Z053,4,127,0.897,5.97,standard
S01,Z054,4,181,0.912,10.79,standard
S18,Z055,4,119,0.836,8.65,standard
S07,Z056,4,206,0.899,4.63,standard
S09,Z057,4,155,0.849,20.85,standard
S22,Z058,4,174,0.872,1.72,standard
S09,Z059,4,268,0.856,8.69,standard
S09,Z060,4,159,0.863,29.37,standard
S09,Z061,4,134,0.789,44.17,standard
S10,Z062,4,99,0.94,16.11,same_day
S21,Z063,4,137,0.914,13.02,same_day
S02,Z064,4,71,0.891,8.04,standard
S12,Z065,4,65,0.9,14.76,standard
S11,Z066,4,363,0.913,6.9,standard
S09,Z067,4,52,0.867,5.63,standard
S21,Z068,4,192,0.895,24.91,standard
S10,Z069,4,352,0.924,5.26,same_day
S14,Z070,4,334,0.925,4.79,same_day
S22,Z071,4,75,0.86,8.35,standard
S10,Z072,4,90,0.904,12.58,same_day
S23,Z073,4,123,0.912,3.03,standard
S21,Z074,4,165,0.891,10.75,standard
S09,Z075,4,256,0.775,49.65,standard
S12,Z076,4,109,0.913,10.2,standard
S11,Z077,4,82,0.887,6.05,standard
S01,Z078,4,111,0.941,9.49,same_day
S14,Z079,4,308,0.89,14.55,standard
S09,Z080,4,23,0.822,14.83,standard
S14,Z081,4,144,0.933,5.83,standard
S05,Z082,4,46,0.814,15.55,standard
S07,Z083,4,66,0.865,4.53,standard
S16,Z084,4,300,0.897,2.53,standard
S21,Z085,4,44,0.894,19.66,standard
S18,Z086,4,113,0.881,3.41,standard
S14,Z087,4,354,0.936,7.58,same_day
S02,Z088,4,196,0.868,7.27,standard
S09,Z089,4,46,0.837,31.45,standard
S12,Z090,4,153,0.932,4.73,standard
S02,Z091,4,255,0.868,7.22,standard
S03,Z092,4,143,0.859,0.74,standard
S10,Z093,4,203,0.928,8.49,standard
S09,Z094,4,154,0.796,31.22,standard
S10,Z095,4,266,0.948,12.7,same_day
S10,Z096,4,118,0.901,14.9,same_day
S21,Z097,4,291,0.878,10.68,standard
S09,Z098,4,211,0.778,41.16,standard
S21,Z099,4,71,0.883,10.03,standard
S21,Z100,4,281,0.912,10.78,standard
S21,Z101,4,327,0.905,18.96,standard
S10,Z102,4,194,0.906,13.88,standard
S09,Z103,4,77,0.829,33.3,standard
S12,Z104,4,186,0.899,11.13,standard
S07,Z105,4,237,0.869,4.38,standard
S21,Z106,4,75,0.891,20.2,same_day
S12,Z107,4,336,0.894,15.41,same_day
S09,Z108,4,232,0.804,30.79,standard
S14,Z109,4,287,0.915,14.17,standard
S04,Z110,4,126,0.87,2.34,standard
S09,Z111,4,166,0.822,32.88,standard
S09,Z112,4,33,0.798,40.94,standard
S07,Z113,4,298,0.891,8.44,standard
S07,Z114,4,85,0.854,6.86,standard
S22,Z115,4,42,0.867,1.98,standard
S08,Z116,4,242,0.737,8.55,standard
S24,Z117,4,207,0.898,7.85,standard
S08,Z118,4,216,0.746,23.46,standard
S24,Z119,4,38,0.907,9.9,standard
S21,Z120,4,211,0.891,8.17,standard
S08,Z121,4,181,0.765,30.0,standard
S12,Z122,4,262,0.92,10.06,standard
S19,Z123,4,266,0.904,3.33,standard
S15,Z124,4,78,0.907,11.65,standard
S01,Z125,4,88,0.891,9.75,standard
S08,Z126,4,241,0.744,27.43,standard
S24,Z127,4,261,0.901,12.35,same_day
S05,Z128,4,173,0.881,5.72,standard
S05,Z129,4,82,0.826,7.77,standard
S08,Z130,4,182,0.747,12.01,standard
S08,Z131,4,208,0.756,2.49,standard
S11,Z132,4,23,0.932,5.87,standard
S10,Z133,4,211,0.928,6.83,same_day
S10,Z134,4,305,0.912,10.07,standard
S10,Z135,4,136,0.898,26.15,same_day
S01,Z136,4,109,0.907,23.17,standard
S05,Z137,4,230,0.861,2.3,standard
S18,Z138,4,45,0.856,2.39,standard
S08,Z139,4,139,0.757,17.78,standard
S08,Z140,4,175,0.788,18.59,standard
S08,Z141,4,225,0.774,13.03,standard
S24,Z142,4,68,0.865,9.22,standard
S24,Z143,4,160,0.948,3.54,standard
S18,Z144,4,96,0.906,3.88,standard
S24,Z145,4,292,0.867,4.29,standard
S08,Z146,4,157,0.738,18.83,standard
S21,Z147,4,177,0.893,10.53,standard
S08,Z148,4,145,0.769,19.3,standard
S22,Z149,4,77,0.879,2.52,standard
S01,Z150,4,339,0.91,4.69,same_day
S08,Z151,4,192,0.746,4.22,standard
S19,Z152,4,140,0.886,3.14,standard
S21,Z153,4,149,0.899,10.47,standard
S08,Z154,4,198,0.697,25.41,standard
S16,Z155,4,343,0.946,8.29,same_day
S02,Z156,4,235,0.919,14.81,same_day
S08,Z157,4,91,0.771,23.03,standard
S01,Z158,4,261,0.913,9.25,standard
S11,Z159,4,284,0.932,2.75,same_day
S10,Z160,4,241,0.93,17.88,standard
S08,Z161,4,31,0.751,13.81,standard
S02,Z162,4,146,0.887,10.1,standard
S14,Z163,4,252,0.932,14.08,same_day
S08,Z164,4,261,0.743,9.23,standard
S24,Z165,4,144,0.859,10.77,standard
S01,Z166,4,126,0.94,7.98,standard
S08,Z167,4,140,0.734,10.68,standard
S07,Z168,4,70,0.891,6.99,standard
S01,Z169,4,77,0.947,9.94,same_day
S01,Z170,4,265,0.899,27.02,same_day
S22,Z171,4,335,0.892,8.33,standard
S10,Z172,4,311,0.918,22.71,same_day
S21,Z173,4,217,0.878,24.53,standard
S10,Z174,4,49,0.956,10.89,standard
S01,Z175,4,269,0.941,16.87,standard
S08,Z176,4,101,0.741,19.01,standard
S21,Z177,4,81,0.878,20.21,standard
S02,Z178,4,228,0.905,2.34,standard
S01,Z179,4,273,0.909,13.43,standard
S10,Z180,4,307,0.899,17.05,same_day
S07,Z181,4,99,0.867,7.36,standard
S02,Z182,4,403,0.884,7.51,standard
S21,Z183,4,215,0.922,21.5,same_day
S14,Z184,4,222,0.953,4.46,same_day
S22,Z185,4,205,0.867,2.03,standard
S08,Z186,4,191,0.729,11.03,standard
S08,Z187,4,84,0.74,3.23,standard
S15,Z188,4,121,0.942,5.35,standard
S05,Z189,4,121,0.875,16.69,standard
S10,Z190,4,414,0.946,12.85,same_day
S10,Z191,4,304,0.946,23.74,same_day
S08,Z192,4,104,0.717,5.96,standard
S21,Z193,4,224,0.886,16.89,standard
S08,Z194,4,214,0.702,29.46,standard
S05,Z195,4,152,0.873,1.88,standard
S08,Z196,4,124,0.72,17.58,standard
S08,Z197,4,231,0.699,18.88,standard
S02,Z198,4,197,0.882,9.39,standard
S11,Z199,4,73,0.909,6.64,standard
S14,Z200,4,277,0.901,3.19,same_day
S24,Z201,4,224,0.897,9.51,standard
S21,Z202,4,161,0.901,12.16,standard
S12,Z203,4,299,0.895,9.2,standard
S24,Z204,4,286,0.881,5.43,standard
S08,Z205,4,119,0.717,19.77,standard
S03,Z206,4,164,0.887,4.92,standard
S08,Z207,4,74,0.769,16.78,standard
S14,Z208,4,200,0.896,12.95,standard
S13,Z209,4,102,0.835,0.48,standard
S24,Z210,4,99,0.836,9.86,standard
S22,Z211,4,231,0.895,5.06,standard
S08,Z212,4,152,0.744,12.05,standard
S05,Z213,4,141,0.855,6.28,standard
S24,Z214,4,150,0.916,6.44,same_day
S24,Z215,4,90,0.854,10.22,standard
S11,Z216,4,58,0.876,3.43,standard
S08,Z217,4,287,0.735,29.39,standard
S16,Z218,4,57,0.904,6.92,standard
S01,Z219,4,159,0.885,7.52,same_day
S09,Z220,4,203,0.865,3.22,standard
S10,Z221,4,91,0.928,19.1,same_day
S14,Z222,4,247,0.894,20.41,standard
S03,Z223,4,301,0.907,12.68,same_day
S15,Z224,4,269,0.945,9.71,same_day
S10,Z225,4,133,0.93,21.43,same_day
S08,Z226,4,31,0.781,16.32,standard
S10,Z227,4,299,0.905,6.57,standard
S14,Z228,4,151,0.943,11.04,same_day
S07,Z229,4,258,0.891,13.13,standard
S08,Z230,4,92,0.746,7.96,standard
S23,Z231,4,92,0.902,4.26,standard
S24,Z232,4,340,0.944,9.82,same_day
S21,Z233,4,341,0.931,24.03,standard
S08,Z234,4,244,0.754,21.03,standard
S10,Z235,4,286,0.939,15.58,same_day
S08,Z236,4,83,0.674,36.71,standard
S11,Z237,4,271,0.86,12.39,standard
S14,Z238,4,295,0.929,3.53,same_day
S09,Z239,4,78,0.871,7.02,standard
S08,Z240,4,77,0.758,18.78,standard
S09,Z241,4,312,0.891,5.51,standard
S01,Z242,4,117,0.938,18.37,standard
S21,Z243,4,253,0.912,23.01,standard
S12,Z244,4,83,0.879,10.66,standard
S08,Z245,4,107,0.758,28.29,standard
S21,Z246,4,108,0.879,21.34,standard
S05,Z247,4,93,0.852,4.71,standard
S23,Z248,4,224,0.894,8.08,standard
S08,Z249,4,300,0.73,15.08,standard
S24,Z250,4,317,0.896,8.91,standard
S01,Z251,4,250,0.911,5.41,same_day
S16,Z252,4,78,0.868,4.48,standard
S08,Z253,4,247,0.727,26.77,standard
S05,Z254,4,93,0.829,10.7,standard
S08,Z255,4,177,0.754,13.73,standard
S24,Z256,4,250,0.892,4.23,standard
S14,Z257,4,226,0.898,9.08,standard
S05,Z258,4,268,0.882,11.08,standard
S14,Z259,4,180,0.903,12.57,standard
S21,Z260,4,158,0.877,4.48,standard
S08,Z261,4,203,0.683,25.62,standard
S15,Z262,4,96,0.879,6.85,standard
S14,Z263,4,151,0.883,23.04,same_day
S22,Z264,4,226,0.894,5.14,standard
S05,Z265,4,26,0.856,16.83,standard
