from_id,to_id,quarter,instrument,invested_usd,pledged_usd
I010,P046,2026Q3,equity,69537000,19462000
I010,P046,2026Q4,equity,76577000,12422000
B05,P046,2025Q2,mezzanine,5258000,27331000
B05,P046,2025Q3,mezzanine,9775000,22813000
B05,P046,2025Q4,mezzanine,13218000,19371000
B05,P046,2026Q1,mezzanine,15747000,16842000
B05,P046,2026Q2,mezzanine,18156000,14432000
B05,P046,2026Q3,mezzanine,19495000,13094000
B05,P046,2026Q4,mezzanine,20824000,11765000
B14,P046,2025Q2,debt,16103000,50696000
B14,P046,2025Q3,debt,26666000,40133000
B14,P046,2025Q4,debt,36285000,30514000
B14,P046,2026Q1,debt,42018000,24781000
B14,P046,2026Q2,debt,46026000,20773000
B14,P046,2026Q3,debt,51917000,14882000
B14,P046,2026Q4,debt,53430000,13369000
I032,P047,2024Q1,equity,2337000,5333000
I032,P047,2024Q2,equity,3894000,3776000
I032,P047,2024Q3,equity,4928000,2743000
I032,P047,2024Q4,equity,5354000,2316000
I032,P047,2025Q1,equity,5835000,1835000
I032,P047,2025Q2,equity,6190000,1480000
I032,P047,2025Q3,equity,6001000,1669000
I032,P047,2025Q4,equity,6337000,1333000
I032,P047,2026Q1,equity,6354000,1316000
I032,P047,2026Q2,equity,6433000,1237000
I032,P047,2026Q3,equity,6411000,1259000
I032,P047,2026Q4,equity,6511000,1159000
B15,P047,2024Q2,debt,1976000,2690000
B15,P047,2024Q3,debt,2829000,1837000
B15,P047,2024Q4,debt,3336000,1330000
B15,P047,2025Q1,debt,3692000,975000
B15,P047,2025Q2,debt,2964000,1702000
B15,P047,2025Q3,debt,3325000,1341000
B15,P047,2025Q4,debt,3363000,1303000
B15,P047,2026Q1,debt,3600000,1067000
B15,P047,2026Q2,debt,3611000,1055000
B15,P047,2026Q3,debt,3640000,1026000
B15,P047,2026Q4,debt,3657000,1010000
B14,P047,2025Q3,debt,1890000,6733000
B14,P047,2025Q4,debt,3323000,5300000
B14,P047,2026Q1,debt,4269000,4354000
B14,P047,2026Q2,debt,4972000,3651000
B14,P047,2026Q3,debt,5511000,3112000
B14,P047,2026Q4,debt,6047000,2576000
I031,P048,2024Q2,equity,3202000,7363000
I031,P048,2024Q3,equity,5050000,5515000
I031,P048,2024Q4,equity,6304000,4261000
I031,P048,2025Q1,equity,7254000,3311000
I031,P048,2025Q2,equity,7952000,2613000
I031,P048,2025Q3,equity,8230000,2335000
I031,P048,2025Q4,equity,8049000,2516000
I031,P048,2026Q1,equity,8345000,2220000
I031,P048,2026Q2,equity,8317000,2248000
I031,P048,2026Q3,equity,8484000,2081000
I031,P048,2026Q4,equity,8839000,1726000
I036,P048,2025Q2,equity,741000,1848000
I036,P048,2025Q3,equity,1234000,1356000
I036,P048,2025Q4,equity,1575000,1014000
I036,P048,2026Q1,equity,1786000,803000
I036,P048,2026Q2,equity,1908000,682000
I036,P048,2026Q3,equity,2018000,571000
I036,P048,2026Q4,equity,1952000,637000
B08,P048,2024Q4,mezzanine,14512000,23905000
B08,P048,2025Q1,mezzanine,22462000,15955000
B08,P048,2025Q2,mezzanine,17892000,20526000
B08,P048,2025Q3,mezzanine,20687000,17731000
B08,P048,2025Q4,mezzanine,24112000,14306000
B08,P048,2026Q1,mezzanine,26498000,11920000
B08,P048,2026Q2,mezzanine,28816000,9602000
B08,P048,2026Q3,mezzanine,28645000,9773000
B08,P048,2026Q4,mezzanine,30723000,7694000
I028,P049,2024Q1,equity,3153000,6790000
I028,P049,2024Q2,equity,5192000,4752000
I028,P049,2024Q3,equity,6546000,3398000
I028,P049,2024Q4,equity,7114000,2829000
I028,P049,2025Q1,equity,7850000,2094000
I028,P049,2025Q2,equity,8255000,1689000
I028,P049,2025Q3,equity,7975000,1969000
I028,P049,2025Q4,equity,8482000,1461000
I028,P049,2026Q1,equity,8627000,1316000
I028,P049,2026Q2,equity,8475000,1468000
I028,P049,2026Q3,equity,8347000,1597000
I028,P049,2026Q4,equity,8738000,1206000
I030,P049,2025Q4,equity,889000,2011000
I030,P049,2026Q1,equity,1486000,1414000
I030,P049,2026Q2,equity,1860000,1040000
I030,P049,2026Q3,equity,2127000,773000
I030,P049,2026Q4,equity,2220000,680000
B12,P049,2024Q3,debt,1414000,1980000
B12,P049,2024Q4,debt,2155000,1240000
B12,P049,2025Q1,debt,2573000,822000
B12,P049,2025Q2,debt,1948000,1447000
B12,P049,2025Q3,debt,2238000,1157000
B12,P049,2025Q4,debt,2329000,1066000
B12,P049,2026Q1,debt,2546000,849000
B12,P049,2026Q2,debt,2530000,865000
B12,P049,2026Q3,debt,2604000,791000
B12,P049,2026Q4,debt,2652000,743000
B09,P049,2025Q2,debt,2948000,12101000
B09,P049,2025Q3,debt,5140000,9909000
B09,P049,2025Q4,debt,6744000,8305000
B09,P049,2026Q1,debt,7825000,7223000
B09,P049,2026Q2,debt,8433000,6615000
B09,P049,2026Q3,debt,9410000,5639000
B09,P049,2026Q4,debt,9711000,5338000
I048,P050,2024Q1,equity,9775000,22939000
I048,P050,2024Q2,equity,15717000,16997000
I048,P050,2024Q3,equity,20255000,12459000
I048,P050,2024Q4,equity,23431000,9283000
I048,P050,2025Q1,equity,24557000,8157000
I048,P050,2025Q2,equity,25421000,7293000
I048,P050,2025Q3,equity,25734000,6980000
I048,P050,2025Q4,equity,27550000,5164000
I048,P050,2026Q1,equity,26332000,6382000
I048,P050,2026Q2,equity,26666000,6049000
I048,P050,2026Q3,equity,27478000,5236000
I048,P050,2026Q4,equity,26227000,6487000
I042,P050,2025Q4,equity,12266000,27199000
I042,P050,2026Q1,equity,19833000,19632000
I042,P050,2026Q2,equity,24891000,14574000
I042,P050,2026Q3,equity,27860000,11605000
I042,P050,2026Q4,equity,29435000,10031000
B07,P050,2025Q4,debt,35037000,96305000
B07,P050,2026Q1,debt,59591000,71751000
B07,P050,2026Q2,debt,80262000,51080000
B07,P050,2026Q3,debt,94648000,36694000
B07,P050,2026Q4,debt,106157000,25185000
B15,P050,2025Q1,debt,13406000,13295000
B15,P050,2025Q2,debt,12584000,14117000
B15,P050,2025Q3,debt,16064000,10637000
B15,P050,2025Q4,debt,18755000,7946000
B15,P050,2026Q1,debt,21161000,5540000
B15,P050,2026Q2,debt,22267000,4434000
B15,P050,2026Q3,debt,23646000,3055000
B15,P050,2026Q4,debt,23791000,2910000
I051,P051,2025Q1,equity,9723000,21803000
I051,P051,2025Q2,equity,16002000,15525000
I051,P051,2025Q3,equity,19239000,12287000
I051,P051,2025Q4,equity,22412000,9115000
I051,P051,2026Q1,equity,23450000,8077000
I051,P051,2026Q2,equity,24722000,6804000
I051,P051,2026Q3,equity,26078000,5448000
I051,P051,2026Q4,equity,26187000,5339000
B08,P051,2024Q4,mezzanine,18187000,29082000
B08,P051,2025Q1,mezzanine,29634000,17635000
B08,P051,2025Q2,mezzanine,21956000,25313000
B08,P051,2025Q3,mezzanine,26305000,20964000
B08,P051,2025Q4,mezzanine,30007000,17262000
B08,P051,2026Q1,mezzanine,33136000,14133000
B08,P051,2026Q2,mezzanine,33893000,13376000
B08,P051,2026Q3,mezzanine,37203000,10066000
B08,P051,2026Q4,mezzanine,38353000,8916000
I036,P052,2024Q3,equity,3291000,7389000
I036,P052,2024Q4,equity,5287000,5393000
I036,P052,2025Q1,equity,6759000,3921000
I036,P052,2025Q2,equity,7636000,3044000
I036,P052,2025Q3,equity,7944000,2736000
I036,P052,2025Q4,equity,8329000,2351000
I036,P052,2026Q1,equity,8248000,2432000
I036,P052,2026Q2,equity,8581000,2100000
I036,P052,2026Q3,equity,8730000,1951000
I036,P052,2026Q4,equity,8931000,1749000
B05,P052,2025Q2,mezzanine,4051000,17046000
B05,P052,2025Q3,mezzanine,7320000,13777000
B05,P052,2025Q4,mezzanine,9737000,11360000
B05,P052,2026Q1,mezzanine,12069000,9028000
B05,P052,2026Q2,mezzanine,13763000,7333000
B05,P052,2026Q3,mezzanine,15048000,6048000
B05,P052,2026Q4,mezzanine,15946000,5150000
I031,P053,2024Q3,equity,5077000,14530000
I031,P053,2024Q4,equity,7853000,11754000
I031,P053,2025Q1,equity,9989000,9618000
I031,P053,2025Q2,equity,11305000,8303000
I031,P053,2025Q3,equity,12117000,7491000
I031,P053,2025Q4,equity,12756000,6851000
I031,P053,2026Q1,equity,13442000,6165000
I031,P053,2026Q2,equity,13497000,6110000
I031,P053,2026Q3,equity,13152000,6456000
I031,P053,2026Q4,equity,13686000,5921000
I052,P053,2025Q1,equity,6159000,11879000
I052,P053,2025Q2,equity,9799000,8239000
I052,P053,2025Q3,equity,12643000,5395000
I052,P053,2025Q4,equity,13964000,4075000
I052,P053,2026Q1,equity,14590000,3448000
I052,P053,2026Q2,equity,15797000,2241000
I052,P053,2026Q3,equity,16133000,1905000
I052,P053,2026Q4,equity,16250000,1788000
B03,P053,2024Q2,debt,9557000,14824000
B03,P053,2024Q3,debt,14688000,9693000
B03,P053,2024Q4,debt,16888000,7493000
B03,P053,2025Q1,debt,18150000,6231000
B03,P053,2025Q2,debt,15383000,8998000
B03,P053,2025Q3,debt,15974000,8407000
B03,P053,2025Q4,debt,16831000,7550000
B03,P053,2026Q1,debt,16928000,7453000
B03,P053,2026Q2,debt,18335000,6046000
B03,P053,2026Q3,debt,17989000,6392000
B03,P053,2026Q4,debt,18708000,5673000
B09,P053,2024Q2,debt,8828000,13206000
B09,P053,2024Q3,debt,13273000,8762000
B09,P053,2024Q4,debt,14908000,7127000
B09,P053,2025Q1,debt,16327000,5707000
B09,P053,2025Q2,debt,14265000,7770000
B09,P053,2025Q3,debt,15284000,6750000
B09,P053,2025Q4,debt,15794000,6241000
B09,P053,2026Q1,debt,16115000,5920000
B09,P053,2026Q2,debt,16056000,5979000
B09,P053,2026Q3,debt,16901000,5134000
B09,P053,2026Q4,debt,16810000,5225000
I019,P054,2025Q3,equity,767000,2179000
I019,P054,2025Q4,equity,774000,2174000
I019,P054,2026Q1,equity,779000,2170000
I019,P054,2026Q2,equity,780000,2170000
I019,P054,2026Q3,equity,784000,2167000
I019,P054,2026Q4,equity,768000,2179000
I032,P054,2024Q1,equity,1913000,4986000
I032,P054,2024Q2,equity,3324000,3575000
I032,P054,2024Q3,equity,4219000,2680000
I032,P054,2024Q4,equity,4569000,2330000
I032,P054,2025Q1,equity,4725000,2174000
I032,P054,2025Q2,equity,4779000,1484000
I032,P054,2025Q3,equity,4903000,1397000
I032,P054,2025Q4,equity,4984000,1341000
I032,P054,2026Q1,equity,4736000,1514000
I032,P054,2026Q2,equity,4842000,1440000
I032,P054,2026Q3,equity,4873000,1419000
I032,P054,2026Q4,equity,4938000,1373000
B15,P054,2025Q3,debt,141000,408000
B15,P054,2025Q4,debt,148000,403000
B15,P054,2026Q1,debt,149000,402000
B15,P054,2026Q2,debt,146000,405000
B15,P054,2026Q3,debt,147000,404000
B15,P054,2026Q4,debt,145000,406000
B03,P054,2025Q4,debt,4641000,15684000
B03,P054,2026Q1,debt,4818000,15560000
B03,P054,2026Q2,debt,4758000,15603000
B03,P054,2026Q3,debt,4768000,15596000
B03,P054,2026Q4,debt,4863000,15529000
I045,P055,2024Q2,equity,657000,2243000
I045,P055,2024Q3,equity,1092000,1808000
I045,P055,2024Q4,equity,1343000,1557000
I045,P055,2025Q1,equity,1555000,1345000
I045,P055,2025Q2,equity,1634000,1265000
I045,P055,2025Q3,equity,1677000,1223000
I045,P055,2025Q4,equity,1757000,1142000
I045,P055,2026Q1,equity,1790000,1110000
I045,P055,2026Q2,equity,1835000,1064000
I045,P055,2026Q3,equity,1828000,1072000
I045,P055,2026Q4,equity,1838000,1062000
I035,P055,2024Q1,equity,601000,2005000
I035,P055,2024Q2,equity,974000,1632000
I035,P055,2024Q3,equity,1203000,1403000
I035,P055,2024Q4,equity,1383000,1222000
I035,P055,2025Q1,equity,1464000,1141000
I035,P055,2025Q2,equity,1589000,1017000
I035,P055,2025Q3,equity,1620000,986000
I035,P055,2025Q4,equity,1623000,983000
I035,P055,2026Q1,equity,1631000,974000
I035,P055,2026Q2,equity,1627000,979000
I035,P055,2026Q3,equity,1595000,1011000
I035,P055,2026Q4,equity,1633000,972000
I025,P055,2025Q3,equity,1786000,3876000
I025,P055,2025Q4,equity,2938000,2724000
I025,P055,2026Q1,equity,3701000,1961000
I025,P055,2026Q2,equity,4038000,1624000
I025,P055,2026Q3,equity,4328000,1333000
I025,P055,2026Q4,equity,4709000,953000
B03,P055,2025Q3,debt,5058000,20333000
B03,P055,2025Q4,debt,8549000,16842000
B03,P055,2026Q1,debt,11245000,14146000
B03,P055,2026Q2,debt,13178000,12213000
B03,P055,2026Q3,debt,14627000,10764000
B03,P055,2026Q4,debt,15797000,9594000
I016,P056,2024Q3,equity,3951000,11647000
I016,P056,2024Q4,equity,6531000,9066000
I016,P056,2025Q1,equity,7775000,7823000
I016,P056,2025Q2,equity,8979000,6619000
I016,P056,2025Q3,equity,9956000,5642000
I016,P056,2025Q4,equity,10214000,5384000
I016,P056,2026Q1,equity,9484000,6114000
I016,P056,2026Q2,equity,10708000,4890000
I016,P056,2026Q3,equity,11083000,4515000
I016,P056,2026Q4,equity,10313000,5285000
B08,P056,2025Q1,mezzanine,7817000,15866000
B08,P056,2025Q2,mezzanine,6605000,17077000
B08,P056,2025Q3,mezzanine,9614000,14068000
B08,P056,2025Q4,mezzanine,11369000,12313000
B08,P056,2026Q1,mezzanine,12296000,11386000
B08,P056,2026Q2,mezzanine,14240000,9442000
B08,P056,2026Q3,mezzanine,15419000,8263000
B08,P056,2026Q4,mezzanine,15946000,7736000
I034,P057,2025Q2,equity,7945000,20239000
I034,P057,2025Q3,equity,12631000,15553000
I034,P057,2025Q4,equity,16603000,11581000
I034,P057,2026Q1,equity,19099000,9085000
I034,P057,2026Q2,equity,20224000,7960000
I034,P057,2026Q3,equity,19802000,8382000
I034,P057,2026Q4,equity,20519000,7665000
I049,P057,2025Q2,equity,3420000,6277000
I049,P057,2025Q3,equity,5516000,4182000
I049,P057,2025Q4,equity,7118000,2580000
I049,P057,2026Q1,equity,8077000,1621000
I049,P057,2026Q2,equity,8343000,1355000
I049,P057,2026Q3,equity,9095000,603000
I049,P057,2026Q4,equity,9300000,398000
B12,P057,2024Q1,debt,38573000,40044000
B12,P057,2024Q2,debt,55668000,22949000
B12,P057,2024Q3,debt,67023000,11593000
B12,P057,2024Q4,debt,72222000,6394000
B12,P057,2025Q1,debt,74817000,3800000
B12,P057,2025Q2,debt,65766000,12850000
B12,P057,2025Q3,debt,68744000,9872000
B12,P057,2025Q4,debt,70327000,8290000
B12,P057,2026Q1,debt,72787000,5830000
B12,P057,2026Q2,debt,75067000,3550000
B12,P057,2026Q3,debt,74340000,4276000
B12,P057,2026Q4,debt,75610000,3007000
B03,P057,2025Q2,debt,15000,48000
B03,P057,2025Q3,debt,25000,37000
B03,P057,2025Q4,debt,34000,29000
B03,P057,2026Q1,debt,39000,24000
B03,P057,2026Q2,debt,44000,19000
B03,P057,2026Q3,debt,47000,16000
B03,P057,2026Q4,debt,49000,14000
I001,P058,2025Q3,equity,5246000,9833000
I001,P058,2025Q4,equity,5125000,9918000
I001,P058,2026Q1,equity,5340000,9767000
I001,P058,2026Q2,equity,5324000,9779000
I001,P058,2026Q3,equity,5390000,9733000
I001,P058,2026Q4,equity,5243000,9835000
B03,P058,2024Q1,debt,10525000,16050000
B03,P058,2024Q2,debt,15061000,11514000
B03,P058,2024Q3,debt,17368000,9207000
B03,P058,2024Q4,debt,18543000,8032000
B03,P058,2025Q1,debt,18858000,7717000
B03,P058,2025Q2,debt,16464000,7078000
B03,P058,2025Q3,debt,16412000,7114000
B03,P058,2025Q4,debt,16166000,7287000
B03,P058,2026Q1,debt,15688000,7621000
B03,P058,2026Q2,debt,16553000,7016000
B03,P058,2026Q3,debt,15862000,7500000
B03,P058,2026Q4,debt,15888000,7481000
I006,P059,2024Q4,equity,6206000,14003000
I006,P059,2025Q1,equity,10472000,9737000
I006,P059,2025Q2,equity,12583000,7626000
I006,P059,2025Q3,equity,13996000,6212000
I006,P059,2025Q4,equity,14936000,5273000
I006,P059,2026Q1,equity,15184000,5024000
I006,P059,2026Q2,equity,16088000,4121000
I006,P059,2026Q3,equity,16817000,3392000
I006,P059,2026Q4,equity,16807000,3402000
I051,P059,2025Q2,equity,3361000,7724000
I051,P059,2025Q3,equity,5392000,5692000
I051,P059,2025Q4,equity,6899000,4186000
I051,P059,2026Q1,equity,7895000,3189000
I051,P059,2026Q2,equity,8366000,2719000
I051,P059,2026Q3,equity,8677000,2408000
I051,P059,2026Q4,equity,8733000,2352000
B03,P059,2025Q4,debt,2568000,8332000
B03,P059,2026Q1,debt,4774000,6126000
B03,P059,2026Q2,debt,6516000,4384000
B03,P059,2026Q3,debt,7043000,3857000
B03,P059,2026Q4,debt,8000000,2900000
B08,P059,2024Q2,mezzanine,11305000,18679000
B08,P059,2024Q3,mezzanine,17862000,12122000
B08,P059,2024Q4,mezzanine,22482000,7502000
B08,P059,2025Q1,mezzanine,24632000,5352000
B08,P059,2025Q2,mezzanine,19289000,10695000
B08,P059,2025Q3,mezzanine,21371000,8612000
B08,P059,2025Q4,mezzanine,22472000,7511000
B08,P059,2026Q1,mezzanine,25096000,4887000
B08,P059,2026Q2,mezzanine,24565000,5419000
B08,P059,2026Q3,mezzanine,25297000,4687000
B08,P059,2026Q4,mezzanine,24878000,5106000
I006,P060,2025Q4,equity,11285000,25466000
I006,P060,2026Q1,equity,17584000,19167000
I006,P060,2026Q2,equity,21579000,15172000
I006,P060,2026Q3,equity,25429000,11323000
I006,P060,2026Q4,equity,27983000,8769000
I054,P060,2025Q2,equity,3967000,7081000
I054,P060,2025Q3,equity,6447000,4601000
I054,P060,2025Q4,equity,7801000,3247000
I054,P060,2026Q1,equity,9212000,1836000
I054,P060,2026Q2,equity,9914000,1134000
I054,P060,2026Q3,equity,9838000,1209000
I054,P060,2026Q4,equity,10706000,342000
B08,P060,2024Q4,mezzanine,2768000,4472000
B08,P060,2025Q1,mezzanine,4366000,2874000
B08,P060,2025Q2,mezzanine,3411000,3829000
B08,P060,2025Q3,mezzanine,4099000,3140000
B08,P060,2025Q4,mezzanine,4683000,2556000
B08,P060,2026Q1,mezzanine,4852000,2387000
B08,P060,2026Q2,mezzanine,5216000,2024000
B08,P060,2026Q3,mezzanine,5565000,1675000
B08,P060,2026Q4,mezzanine,5847000,1392000
B09,P060,2024Q2,debt,33146000,37716000
B09,P060,2024Q3,debt,49543000,21319000
B09,P060,2024Q4,debt,58615000,12247000
B09,P060,2025Q1,debt,62771000,8091000
B09,P060,2025Q2,debt,50906000,19956000
B09,P060,2025Q3,debt,55729000,15133000
B09,P060,2025Q4,debt,57146000,13716000
B09,P060,2026Q1,debt,59852000,11010000
B09,P060,2026Q2,debt,61894000,8968000
B09,P060,2026Q3,debt,58272000,12590000
B09,P060,2026Q4,debt,66344000,4518000
I062,P061,2024Q4,equity,754000,2506000
I062,P061,2025Q1,equity,1298000,1962000
I062,P061,2025Q2,equity,1241000,1414000
I062,P061,2025Q3,equity,1253000,1405000
I062,P061,2025Q4,equity,1238000,1416000
I062,P061,2026Q1,equity,1291000,1379000
I062,P061,2026Q2,equity,1247000,1409000
I062,P061,2026Q3,equity,1254000,1405000
I062,P061,2026Q4,equity,1280000,1386000
B16,P061,2025Q1,debt,1906000,3111000
B16,P061,2025Q2,debt,1010000,2805000
B16,P061,2025Q3,debt,1034000,2788000
B16,P061,2025Q4,debt,1063000,2768000
B16,P061,2026Q1,debt,1018000,2800000
B16,P061,2026Q2,debt,1014000,2802000
B16,P061,2026Q3,debt,1015000,2802000
B16,P061,2026Q4,debt,1038000,2786000
B03,P061,2025Q2,debt,44000,145000
B03,P061,2025Q3,debt,43000,146000
B03,P061,2025Q4,debt,43000,146000
B03,P061,2026Q1,debt,43000,146000
B03,P061,2026Q2,debt,44000,145000
B03,P061,2026Q3,debt,45000,144000
B03,P061,2026Q4,debt,44000,145000
I022,P062,2025Q3,equity,5943000,10931000
I022,P062,2025Q4,equity,9769000,7105000
I022,P062,2026Q1,equity,12714000,4159000
I022,P062,2026Q2,equity,14258000,2616000
I022,P062,2026Q3,equity,14953000,1921000
I022,P062,2026Q4,equity,15444000,1429000
I042,P062,2024Q1,equity,8218000,21280000
I042,P062,2024Q2,equity,13838000,15659000
I042,P062,2024Q3,equity,17919000,11579000
I042,P062,2024Q4,equity,19393000,10105000
I042,P062,2025Q1,equity,20378000,9120000
I042,P062,2025Q2,equity,21760000,7738000
I042,P062,2025Q3,equity,21938000,7559000
I042,P062,2025Q4,equity,21878000,7619000
I042,P062,2026Q1,equity,23054000,6444000
I042,P062,2026Q2,equity,23393000,6105000
I042,P062,2026Q3,equity,22831000,6666000
I042,P062,2026Q4,equity,22860000,6638000
B02,P062,2025Q4,debt,20877000,59671000
B02,P062,2026Q1,debt,36710000,43837000
B02,P062,2026Q2,debt,47615000,32932000
B02,P062,2026Q3,debt,55289000,25258000
B02,P062,2026Q4,debt,64832000,15715000
I001,P063,2025Q3,equity,5961000,10847000
I001,P063,2025Q4,equity,5998000,10821000
I001,P063,2026Q1,equity,5985000,10831000
I001,P063,2026Q2,equity,5845000,10928000
I001,P063,2026Q3,equity,5926000,10872000
I001,P063,2026Q4,equity,5862000,10916000
B06,P063,2025Q2,debt,6079000,12938000
B06,P063,2025Q3,debt,6067000,12946000
B06,P063,2025Q4,debt,5980000,13007000
B06,P063,2026Q1,debt,5866000,13087000
B06,P063,2026Q2,debt,6044000,12962000
B06,P063,2026Q3,debt,6002000,12992000
B06,P063,2026Q4,debt,5798000,13134000
B13,P063,2024Q2,debt,4383000,5572000
B13,P063,2024Q3,debt,6761000,3195000
B13,P063,2024Q4,debt,7437000,2518000
B13,P063,2025Q1,debt,7936000,2019000
B13,P063,2025Q2,debt,5983000,2781000
B13,P063,2025Q3,debt,6144000,2668000
B13,P063,2025Q4,debt,6143000,2668000
B13,P063,2026Q1,debt,6019000,2755000
B13,P063,2026Q2,debt,6097000,2700000
B13,P063,2026Q3,debt,5876000,2855000
B13,P063,2026Q4,debt,6232000,2606000
I023,P064,2024Q3,equity,518000,966000
I023,P064,2024Q4,equity,861000,623000
I023,P064,2025Q1,equity,1045000,439000
I023,P064,2025Q2,equity,1198000,286000
I023,P064,2025Q3,equity,1292000,192000
I023,P064,2025Q4,equity,1354000,130000
I023,P064,2026Q1,equity,1403000,81000
I023,P064,2026Q2,equity,1453000,31000
I023,P064,2026Q3,equity,1448000,36000
I023,P064,2026Q4,equity,1464000,21000
I043,P064,2025Q2,equity,2787000,7427000
I043,P064,2025Q3,equity,4509000,5705000
I043,P064,2025Q4,equity,5746000,4468000
I043,P064,2026Q1,equity,6483000,3731000
I043,P064,2026Q2,equity,6890000,3324000
I043,P064,2026Q3,equity,6886000,3328000
I043,P064,2026Q4,equity,7155000,3059000
B04,P064,2024Q3,debt,10212000,14129000
B04,P064,2024Q4,debt,15607000,8733000
B04,P064,2025Q1,debt,17892000,6449000
B04,P064,2025Q2,debt,14944000,9397000
B04,P064,2025Q3,debt,16600000,7740000
B04,P064,2025Q4,debt,17731000,6609000
B04,P064,2026Q1,debt,18586000,5754000
B04,P064,2026Q2,debt,18367000,5973000
B04,P064,2026Q3,debt,19385000,4956000
B04,P064,2026Q4,debt,19286000,5054000
I001,P065,2024Q2,equity,3116000,8415000
I001,P065,2024Q3,equity,5268000,6263000
I001,P065,2024Q4,equity,6466000,5066000
I001,P065,2025Q1,equity,7510000,4021000
I001,P065,2025Q2,equity,7245000,3001000
I001,P065,2025Q3,equity,7572000,2771000
I001,P065,2025Q4,equity,7245000,3001000
I001,P065,2026Q1,equity,7222000,3016000
I001,P065,2026Q2,equity,7034000,3148000
I001,P065,2026Q3,equity,7379000,2906000
I001,P065,2026Q4,equity,7146000,3069000
B09,P065,2024Q4,debt,7793000,13118000
B09,P065,2025Q1,debt,12118000,8792000
B09,P065,2025Q2,debt,7500000,9387000
B09,P065,2025Q3,debt,7496000,9390000
B09,P065,2025Q4,debt,7277000,9543000
B09,P065,2026Q1,debt,7323000,9511000
B09,P065,2026Q2,debt,7322000,9512000
B09,P065,2026Q3,debt,7445000,9426000
B09,P065,2026Q4,debt,7558000,9347000
I001,P066,2025Q3,equity,8284000,14509000
I001,P066,2025Q4,equity,8112000,14630000
I001,P066,2026Q1,equity,7931000,14756000
I001,P066,2026Q2,equity,8101000,14637000
I001,P066,2026Q3,equity,8241000,14539000
I001,P066,2026Q4,equity,8287000,14507000
B16,P066,2024Q2,debt,15723000,19834000
B16,P066,2024Q3,debt,22997000,12560000
B16,P066,2024Q4,debt,26656000,8901000
B16,P066,2025Q1,debt,28983000,6574000
B16,P066,2025Q2,debt,22586000,9080000
B16,P066,2025Q3,debt,22044000,9459000
B16,P066,2025Q4,debt,22053000,9453000
B16,P066,2026Q1,debt,21877000,9576000
B16,P066,2026Q2,debt,21711000,9692000
B16,P066,2026Q3,debt,21783000,9642000
B16,P066,2026Q4,debt,21913000,9551000
I001,P067,2025Q1,equity,939000,2495000
I001,P067,2025Q2,equity,944000,1743000
I001,P067,2025Q3,equity,927000,1755000
I001,P067,2025Q4,equity,957000,1734000
I001,P067,2026Q1,equity,969000,1726000
I001,P067,2026Q2,equity,974000,1722000
I001,P067,2026Q3,equity,947000,1741000
I001,P067,2026Q4,equity,954000,1736000
I052,P067,2024Q1,equity,7926000,16495000
I052,P067,2024Q2,equity,13157000,11264000
I052,P067,2024Q3,equity,16354000,8067000
I052,P067,2024Q4,equity,18335000,6087000
I052,P067,2025Q1,equity,19682000,4740000
I052,P067,2025Q2,equity,19805000,3231000
I052,P067,2025Q3,equity,19512000,3436000
I052,P067,2025Q4,equity,19532000,3422000
I052,P067,2026Q1,equity,20298000,2886000
I052,P067,2026Q2,equity,20692000,2611000
I052,P067,2026Q3,equity,19155000,3687000
I052,P067,2026Q4,equity,19133000,3702000
B13,P067,2024Q1,debt,37182000,49079000
B13,P067,2024Q2,debt,56760000,29501000
B13,P067,2024Q3,debt,65717000,20544000
B13,P067,2024Q4,debt,69750000,16511000
B13,P067,2025Q1,debt,72536000,13725000
B13,P067,2025Q2,debt,57879000,19868000
B13,P067,2025Q3,debt,58404000,19500000
B13,P067,2025Q4,debt,58667000,19316000
B13,P067,2026Q1,debt,56831000,20601000
B13,P067,2026Q2,debt,57328000,20253000
B13,P067,2026Q3,debt,57374000,20221000
B13,P067,2026Q4,debt,59588000,18671000
I016,P068,2024Q3,equity,5814000,13744000
I016,P068,2024Q4,equity,9591000,9967000
I016,P068,2025Q1,equity,11393000,8165000
I016,P068,2025Q2,equity,12932000,6626000
I016,P068,2025Q3,equity,14474000,5084000
I016,P068,2025Q4,equity,14066000,5492000
I016,P068,2026Q1,equity,15657000,3901000
I016,P068,2026Q2,equity,14965000,4594000
I016,P068,2026Q3,equity,15954000,3604000
I016,P068,2026Q4,equity,15509000,4049000
I024,P068,2024Q1,equity,2589000,4193000
I024,P068,2024Q2,equity,3804000,2979000
I024,P068,2024Q3,equity,5043000,1739000
I024,P068,2024Q4,equity,5402000,1380000
I024,P068,2025Q1,equity,6058000,724000
I024,P068,2025Q2,equity,6238000,545000
I024,P068,2025Q3,equity,6444000,339000
I024,P068,2025Q4,equity,6412000,370000
I024,P068,2026Q1,equity,6701000,82000
I024,P068,2026Q2,equity,6448000,335000
I024,P068,2026Q3,equity,6833000,0
I024,P068,2026Q4,equity,6630000,153000
B04,P068,2024Q1,debt,16244000,20239000
B04,P068,2024Q2,debt,25811000,10673000
B04,P068,2024Q3,debt,29095000,7388000
B04,P068,2024Q4,debt,32370000,4113000
B04,P068,2025Q1,debt,32984000,3500000
B04,P068,2025Q2,debt,27734000,8749000
B04,P068,2025Q3,debt,29489000,6994000
B04,P068,2025Q4,debt,30602000,5881000
