driver_id,rider_id,hour,pickup_zone,dropoff_zone,wait_min,distance_km,fare,surge_mult,tip
D084,R150,15,Z12,Z01,4.4,4.95,9.91,1.0,0.7
D020,R190,7,Z18,Z01,4.0,6.65,13.75,1.0,2.72
D053,R248,16,Z02,ZJFK,4.1,13.8,40.68,1.14,9.76
D096,R198,11,Z16,Z12,6.5,2.48,5.94,1.0,1.3
D100,R242,17,Z17,Z11,3.1,2.46,7.63,1.0,1.72
D066,R071,14,Z11,Z22,5.6,5.09,12.6,1.0,2.62
D098,R175,14,Z09,Z04,5.6,2.18,6.71,1.0,1.81
D074,R105,7,Z21,Z10,6.5,3.97,8.78,1.0,3.09
D116,R162,13,Z12,Z07,5.5,3.67,7.46,1.0,2.78
D009,R112,9,Z23,Z21,5.7,1.71,5.43,1.0,2.57
D061,R136,1,Z15,Z14,8.2,2.25,7.13,1.18,1.13
D060,R242,17,Z12,ZJFK,6.6,15.1,47.67,1.26,7.39
D041,R179,21,Z15,Z14,7.2,2.25,6.74,1.4,0.72
D020,R223,19,Z17,Z24,7.0,5.66,15.66,1.14,2.95
D113,R029,17,Z10,Z01,5.5,3.7,6.89,1.0,1.31
D023,R125,18,Z02,Z22,4.7,8.5,19.9,1.0,3.71
D092,R005,9,Z05,Z12,7.9,3.74,8.37,1.0,1.59
D090,R150,16,Z12,Z10,5.7,2.99,7.86,1.0,1.61
D120,R157,17,Z10,Z22,6.6,4.16,10.08,1.0,2.89
D057,R098,17,Z19,Z06,4.0,6.2,15.37,1.0,4.21
D001,R022,8,Z04,Z07,8.0,2.8,6.91,1.0,1.13
D024,R126,23,Z06,Z14,12.4,4.17,13.05,1.56,1.16
D043,R004,11,Z22,Z11,6.6,5.09,10.41,1.0,2.75
D101,R040,20,Z18,Z13,6.7,2.26,7.8,1.29,1.29
D091,R229,19,Z16,Z14,9.8,1.69,5.15,1.1,0.58
D077,R242,17,Z06,Z07,10.4,2.29,7.53,1.0,0.71
D078,R070,16,Z17,ZJFK,5.2,16.96,55.13,1.36,9.08
D039,R098,1,Z13,Z14,6.1,4.17,19.58,2.21,2.59
D031,R056,15,Z06,Z06,12.1,0.4,3.43,1.0,0.68
D005,R105,14,Z06,Z21,9.5,6.01,13.66,1.0,2.99
D001,R087,7,Z05,Z22,8.5,5.02,9.75,1.0,2.4
D115,R043,21,Z15,Z14,7.1,2.25,9.99,1.54,0.12
D035,R156,12,Z03,Z24,2.9,6.6,14.26,1.0,2.6
D019,R075,8,Z13,Z02,3.5,5.07,12.37,1.0,2.84
D070,R221,19,Z18,Z23,7.5,4.24,11.67,1.06,3.41
D068,R189,15,Z21,Z04,4.2,5.79,13.0,1.0,4.18
D086,R129,14,Z15,Z06,5.0,4.53,10.21,1.0,1.98
D117,R113,16,Z16,Z14,7.3,1.69,7.45,1.0,1.72
D004,R199,20,Z11,Z13,7.9,1.27,4.32,1.2,0.83
D103,R215,9,Z18,Z14,4.1,4.59,9.2,1.0,2.4
D034,R022,10,Z04,Z12,7.9,4.16,10.98,1.0,0.6
D030,R070,21,Z10,Z07,6.2,1.25,7.64,2.14,0.44
D049,R056,19,Z16,Z09,9.7,1.75,9.02,1.01,2.7
D080,R171,16,Z20,ZJFK,3.5,15.3,48.69,1.34,6.2
D042,R022,19,Z13,Z04,5.0,4.36,16.14,1.6,1.57
D059,R207,15,Z04,Z14,8.0,4.4,10.56,1.0,1.74
D022,R195,23,Z02,Z14,6.1,7.11,20.57,1.34,4.75
D106,R155,8,Z23,Z21,5.8,1.71,6.53,1.0,1.54
D076,R142,15,Z07,Z04,8.6,2.8,7.24,1.0,1.23
D040,R193,8,Z07,Z07,6.8,0.4,4.1,1.0,2.34
D053,R197,8,Z13,Z10,5.1,3.69,9.08,1.0,1.53
D005,R110,15,Z07,Z13,8.4,4.47,9.34,1.0,1.73
D051,R240,23,Z02,Z14,6.3,7.11,19.76,1.31,3.31
D085,R066,15,Z08,Z06,3.8,3.62,7.68,1.0,1.87
D034,R222,11,Z17,Z14,3.5,5.05,9.68,1.0,2.26
D099,R141,8,Z11,Z04,2.7,3.62,8.9,1.0,2.34
D043,R030,12,Z10,Z20,4.5,3.35,9.67,1.0,1.14
D011,R180,19,Z23,Z14,7.5,3.13,10.44,1.42,1.35
D075,R213,19,Z21,Z23,7.6,1.71,5.9,1.08,1.73
D013,R108,13,Z04,Z06,6.9,2.15,5.69,1.0,1.16
D057,R094,7,Z04,Z13,8.6,4.36,10.6,1.0,1.57
D093,R045,15,Z08,Z10,3.2,2.11,5.34,1.0,2.41
D091,R108,14,Z14,Z08,7.3,3.65,8.96,1.0,1.78
D060,R208,14,Z17,Z01,3.7,6.0,10.91,1.0,1.69
D112,R102,19,Z12,Z14,5.3,3.12,8.53,1.1,2.2
D106,R047,1,Z18,Z07,6.7,5.58,13.22,1.17,3.0
D072,R188,5,Z18,ZJFK,6.0,17.07,50.18,1.21,7.42
D042,R133,19,Z10,Z04,7.3,2.36,7.31,1.39,1.84
D087,R158,23,Z23,Z17,8.8,5.21,14.33,1.31,2.64
D053,R050,14,Z09,Z03,5.5,2.98,6.42,1.0,0.0
D008,R055,22,Z02,Z07,5.1,5.88,20.51,1.61,3.57
D002,R248,20,Z01,Z14,8.8,5.73,11.29,1.0,2.31
D037,R162,10,Z18,Z10,3.0,4.96,9.09,1.0,2.22
D032,R135,21,Z06,Z10,12.3,2.55,8.49,1.33,0.87
D116,R064,22,Z14,Z17,8.0,5.05,14.13,1.33,2.62
D079,R022,12,Z07,Z23,9.8,5.01,12.43,1.0,2.03
D008,R046,8,Z09,Z20,7.4,3.15,9.92,1.0,2.05
D084,R099,16,Z10,Z13,4.2,3.69,12.28,1.0,3.15
D045,R034,21,Z09,Z14,8.0,3.04,9.4,1.0,1.13
D038,R123,10,Z11,Z05,3.7,3.73,8.54,1.0,1.62
D026,R239,14,Z13,Z11,4.0,1.27,5.22,1.0,1.86
D049,R030,12,Z10,Z19,5.7,4.07,11.06,1.0,2.52
D019,R162,7,Z11,Z14,3.3,4.26,9.14,1.0,2.64
D106,R074,23,Z18,Z13,5.6,2.26,8.29,1.19,0.78
D101,R231,23,Z18,Z10,6.6,4.96,12.85,1.0,2.22
D071,R038,10,Z15,Z11,4.2,2.51,8.63,1.0,2.03
D088,R165,19,Z24,Z10,8.7,3.4,12.47,1.28,3.51
D105,R223,10,Z19,Z08,3.1,4.06,9.04,1.0,1.77
D047,R148,12,Z15,Z22,3.9,3.04,7.67,1.0,1.58
D094,R202,16,Z12,Z16,4.0,2.48,6.98,1.0,1.17
D092,R157,15,Z03,ZJFK,3.3,13.41,38.95,1.13,9.57
D011,R178,10,Z14,Z11,8.0,4.26,10.94,1.0,2.82
D109,R173,12,Z02,Z01,4.8,2.31,6.1,1.0,0.9
D038,R167,1,Z13,Z13,3.6,0.4,3.71,1.86,0.58
D025,R100,19,Z11,Z22,5.5,5.09,11.54,1.0,2.69
D108,R177,15,Z23,Z16,6.6,4.14,10.24,1.0,1.66
D110,R087,8,Z12,Z16,3.9,2.48,5.77,1.0,1.25
D034,R034,18,Z15,Z21,4.9,2.39,7.71,1.0,1.34
D009,R169,20,Z05,Z10,12.4,1.29,6.76,1.0,1.44
D054,R202,23,Z17,Z07,4.8,5.66,24.05,2.12,2.1
D082,R066,8,Z08,Z03,5.0,2.48,5.99,1.0,1.47
D082,R118,16,Z05,ZJFK,8.1,11.8,37.28,1.12,6.97
D083,R241,2,Z14,Z10,9.7,2.44,12.47,2.45,1.8
D079,R009,15,Z12,Z13,4.3,1.47,7.03,1.0,0.37
D103,R116,12,Z19,Z13,4.3,3.0,9.9,1.0,2.8
D055,R069,20,Z09,Z07,9.8,2.23,9.41,1.52,1.21
D088,R133,19,Z10,Z14,5.8,2.44,10.51,2.02,1.71
D091,R222,7,Z14,Z20,6.6,2.59,6.49,1.0,0.72
D049,R024,15,Z06,ZJFK,11.2,10.48,31.67,1.03,4.13
D113,R033,2,Z15,Z07,6.3,2.94,11.56,1.18,2.84
D009,R040,20,Z07,Z07,9.7,0.4,4.72,2.41,0.0
D031,R044,13,Z15,Z20,7.2,1.41,6.87,1.0,1.29
D042,R179,20,Z10,Z13,7.0,3.69,14.97,1.76,3.2
D075,R059,12,Z04,Z07,8.5,2.8,8.35,1.0,2.78
D082,R189,15,Z10,Z01,4.2,3.7,9.95,1.0,2.83
D013,R015,19,Z06,Z23,13.4,6.9,17.6,1.06,3.96
D062,R065,16,Z01,ZJFK,3.5,12.27,36.44,1.15,4.89
D067,R249,17,Z19,Z11,6.1,3.65,9.04,1.0,1.19
D038,R046,13,Z21,Z23,3.7,1.71,7.11,1.0,2.4
D046,R189,16,Z14,Z24,6.8,1.39,4.59,1.0,0.71
D062,R119,22,Z22,Z07,7.0,4.11,10.68,1.0,3.35
D063,R183,19,Z09,Z05,7.8,1.79,8.17,1.17,0.07
D099,R128,20,Z22,Z13,7.4,4.66,12.01,1.11,3.25
D074,R181,12,Z20,Z14,4.3,2.59,7.93,1.0,1.9
D033,R046,14,Z13,Z01,4.9,4.82,10.65,1.0,1.88
D045,R119,13,Z13,Z10,4.1,3.69,6.57,1.0,1.58
D083,R157,7,Z07,Z23,9.2,5.01,11.21,1.0,2.35
D046,R128,21,Z09,Z13,8.9,2.89,6.82,1.0,1.51
D090,R241,11,Z08,Z03,3.1,2.48,9.02,1.0,2.96
D005,R144,22,Z09,Z14,8.8,3.04,8.81,1.16,0.06
D067,R227,10,Z12,Z11,5.0,1.88,5.0,1.0,0.0
D082,R152,11,Z16,Z06,5.8,3.36,7.58,1.0,1.52
D080,R038,11,Z14,Z09,7.8,3.04,7.77,1.0,1.27
D111,R044,18,Z19,Z03,4.5,6.06,14.69,1.0,2.15
D100,R070,15,Z22,Z06,3.9,6.0,11.88,1.0,2.42
D074,R218,1,Z19,Z14,6.0,3.0,10.89,1.34,1.18
D012,R071,16,Z06,Z24,11.3,4.94,10.45,1.0,1.64
D055,R055,15,Z20,Z21,3.2,1.65,4.14,1.0,0.84
D091,R115,12,Z16,Z10,8.5,1.28,4.33,1.0,1.27
D028,R215,19,Z22,Z13,7.4,4.66,14.47,1.4,2.72
D093,R076,2,Z14,Z13,10.6,4.17,22.36,2.44,0.94
D081,R242,23,Z17,Z17,5.4,0.4,1.8,1.34,0.2
D104,R193,22,Z01,Z10,8.3,3.7,12.46,1.29,1.41
D033,R104,13,Z02,Z24,1.5,8.1,17.54,1.0,3.07
D103,R116,7,Z07,ZJFK,8.6,11.92,40.66,1.36,9.11
D085,R130,7,Z18,ZJFK,4.0,17.07,44.38,1.06,11.43
D067,R141,15,Z11,Z16,4.9,3.24,9.23,1.0,2.39
D037,R207,9,Z04,Z21,9.1,5.79,14.38,1.0,1.89
D118,R206,16,Z23,Z21,6.0,1.71,6.03,1.0,1.24
D105,R107,10,Z22,Z21,5.1,1.42,5.74,1.0,0.73
D110,R125,9,Z12,Z06,5.0,5.07,10.34,1.0,1.37
D039,R083,16,Z09,Z17,7.8,4.17,8.74,1.0,2.31
D082,R027,7,Z15,Z24,4.2,3.05,8.97,1.0,1.28
D062,R146,15,Z17,Z04,4.5,5.65,14.02,1.0,2.85
D034,R231,23,Z22,Z10,8.4,4.16,10.44,1.04,1.68
D085,R213,10,Z03,Z13,2.8,3.91,11.55,1.0,3.55
D025,R163,23,Z24,Z14,9.2,1.39,4.71,1.25,1.06
D038,R143,16,Z15,Z24,3.2,3.05,7.08,1.0,1.83
D095,R114,22,Z04,Z10,8.5,2.36,9.37,1.28,0.86
D010,R218,9,Z10,Z11,5.3,3.3,9.26,1.0,1.96
D019,R235,15,Z08,Z09,3.5,1.13,5.08,1.0,0.93
D050,R010,19,Z16,Z07,9.7,1.64,6.66,1.38,2.49
D034,R034,10,Z01,Z01,5.4,0.4,3.78,1.0,0.07
D103,R114,1,Z11,Z10,6.7,3.3,9.99,1.18,2.21
D092,R060,12,Z13,Z24,3.3,4.94,12.75,1.0,4.24
D057,R086,11,Z13,Z02,4.5,5.07,13.01,1.0,3.17
D051,R199,11,Z01,Z21,4.4,6.91,15.32,1.0,3.55
D093,R148,14,Z24,Z24,5.7,0.4,2.82,1.0,0.51
D049,R018,11,Z04,Z04,9.0,0.4,-0.03,1.0,0.0
D017,R230,11,Z05,Z02,9.9,4.81,13.71,1.0,3.11
D060,R092,6,Z07,ZJFK,7.0,11.92,32.57,1.0,6.13
D111,R063,17,Z07,Z13,7.9,4.47,12.69,1.0,1.66
D100,R229,18,Z23,Z12,4.8,4.11,10.41,1.0,2.56
D032,R127,16,Z14,Z14,7.4,0.4,2.3,1.0,0.41
D016,R100,7,Z12,ZJFK,4.0,15.1,49.27,1.24,12.28
D039,R069,9,Z23,Z21,3.0,1.71,5.23,1.0,1.69
D061,R204,2,Z01,Z17,5.4,6.0,16.95,1.41,4.75
D038,R079,9,Z07,Z04,7.3,2.8,5.98,1.0,1.44
D022,R116,14,Z19,Z10,3.9,4.07,9.99,1.0,2.81
D087,R130,10,Z12,Z06,5.5,5.07,11.4,1.0,1.88
D085,R126,22,Z12,Z10,6.3,2.99,8.99,1.33,1.95
D005,R211,10,Z19,Z03,6.3,6.06,14.84,1.0,3.64
D115,R171,5,Z10,ZJFK,4.6,12.51,38.28,1.14,6.32
D015,R040,8,Z17,Z15,3.4,3.27,8.3,1.0,2.67
D011,R164,18,Z08,Z04,5.2,2.31,7.85,1.0,1.23
D015,R154,23,Z01,Z17,6.6,6.0,16.95,1.21,1.65
D054,R222,20,Z10,Z14,7.4,2.44,9.93,2.0,2.26
D069,R061,9,Z15,Z20,5.3,1.41,8.63,1.0,1.56
D104,R171,16,Z09,Z09,7.8,0.4,1.54,1.0,1.21
D034,R211,19,Z22,Z10,7.9,4.16,14.09,1.38,2.67
D076,R015,17,Z06,Z18,10.3,7.06,15.73,1.0,2.37
D082,R073,10,Z13,Z03,2.0,3.91,6.1,1.0,2.03
D098,R010,7,Z14,Z10,7.9,2.44,6.59,1.0,1.46
D069,R248,21,Z10,Z10,6.5,0.4,2.7,2.29,1.57
D104,R220,16,Z04,Z13,7.0,4.36,10.65,1.0,1.68
D087,R158,2,Z19,Z14,7.2,3.0,7.71,1.22,1.18
D006,R062,17,Z15,Z14,4.6,2.25,6.48,1.0,1.81
D029,R149,23,Z07,Z10,9.7,1.25,4.03,1.46,0.44
D008,R131,9,Z06,Z06,8.5,0.4,1.97,1.0,0.49
D075,R122,7,Z12,Z14,4.7,3.12,7.98,1.0,1.56
D056,R156,7,Z10,Z10,3.5,0.4,2.57,1.0,0.35
D096,R027,21,Z22,Z10,7.2,4.16,13.1,1.35,1.14
D042,R041,7,Z16,Z11,7.4,3.24,6.96,1.0,0.39
D057,R214,2,Z23,Z07,8.1,5.01,13.97,1.37,2.84
D079,R066,19,Z19,Z17,6.9,3.15,11.39,1.18,2.1
D025,R110,19,Z15,Z13,6.2,2.32,5.99,1.03,0.89
D111,R197,14,Z13,Z12,1.7,1.47,5.41,1.0,1.15
D039,R081,12,Z17,Z16,2.6,4.5,10.3,1.0,2.62
D013,R213,16,Z21,ZJFK,5.6,15.41,47.45,1.33,10.9
D022,R238,20,Z19,Z14,5.3,3.0,8.05,1.29,2.56
D097,R080,19,Z17,Z16,4.7,4.5,22.73,2.17,2.7
D066,R057,0,Z02,Z13,6.4,5.07,10.83,1.0,3.04
D035,R227,2,Z08,Z14,7.7,3.65,14.02,1.63,2.84
D055,R129,20,Z10,Z14,5.1,2.44,12.41,1.87,2.87
D050,R119,9,Z04,Z21,8.0,5.79,13.62,1.0,2.57
D113,R146,16,Z24,Z10,6.5,3.4,9.3,1.0,1.85
D002,R209,14,Z09,Z01,6.9,3.24,9.28,1.0,2.62
D106,R173,7,Z11,Z17,5.8,2.46,5.43,1.0,1.39
D101,R154,0,Z14,Z13,7.9,4.17,19.74,2.23,0.63
D114,R021,16,Z03,Z20,3.5,5.33,11.38,1.0,2.24
D006,R014,14,Z20,Z14,2.6,2.59,5.4,1.0,1.66
D080,R127,20,Z24,Z17,10.5,5.66,13.49,1.0,1.91
D075,R055,0,Z09,Z17,8.0,4.17,14.94,1.43,2.32
D108,R081,14,Z17,Z21,3.4,4.06,11.11,1.0,1.76
D043,R246,19,Z12,Z07,5.2,3.67,13.3,1.45,2.46
D050,R001,18,Z13,Z04,4.1,4.36,8.5,1.0,0.51
D077,R075,21,Z18,Z17,7.3,1.52,6.61,1.25,1.66
D060,R180,6,Z06,ZJFK,9.6,10.48,33.21,1.11,6.67
D089,R127,18,Z14,Z03,7.8,5.62,10.45,1.0,2.21
D015,R133,15,Z10,Z04,6.8,2.36,6.63,1.0,2.47
D021,R221,16,Z24,Z07,6.1,3.11,7.16,1.0,1.48
D029,R161,7,Z01,ZJFK,3.7,12.27,32.57,1.0,8.06
D046,R191,10,Z20,Z22,4.7,2.56,7.03,1.0,2.47
D013,R124,12,Z21,Z03,7.1,6.45,15.79,1.0,4.02
D117,R014,20,Z01,Z07,7.0,4.22,11.74,1.2,2.7
D085,R201,8,Z22,Z10,6.9,4.16,10.06,1.0,1.18
D056,R110,2,Z22,Z14,8.0,2.23,6.85,1.18,1.87
D031,R175,12,Z10,Z20,4.0,3.35,8.81,1.0,2.3
D024,R250,13,Z06,Z15,9.4,4.53,11.55,1.0,1.74
D040,R209,16,Z09,ZJFK,8.3,13.19,39.24,1.17,7.64
D091,R149,19,Z15,Z20,7.7,1.41,5.5,1.52,0.78
D022,R191,2,Z23,Z17,9.2,5.21,12.45,1.0,2.69
D040,R095,0,Z13,Z10,8.0,3.69,19.23,2.31,1.72
D032,R248,11,Z16,Z15,9.4,1.71,7.43,1.0,0.89
D044,R189,19,Z18,Z07,5.2,5.58,21.98,1.85,4.4
D077,R159,21,Z24,Z14,8.9,1.39,5.88,1.04,1.7
D096,R009,19,Z10,Z13,6.3,3.69,12.09,1.43,2.22
D042,R159,8,Z19,Z11,4.4,3.65,7.59,1.0,1.37
D087,R112,16,Z04,Z08,6.9,2.31,7.51,1.0,1.52
D115,R167,17,Z15,ZJFK,3.1,14.45,47.71,1.29,11.39
D091,R075,22,Z12,Z17,7.0,2.42,7.55,1.19,2.35
D099,R157,10,Z04,Z15,7.1,3.93,8.81,1.0,2.49
D047,R199,12,Z22,Z06,6.9,6.0,14.96,1.0,3.23
D009,R197,14,Z13,Z15,2.9,2.32,6.77,1.0,2.28
D027,R163,20,Z15,Z17,7.6,3.27,7.16,1.0,0.61
D049,R014,20,Z19,Z07,5.7,4.45,13.66,1.36,2.2
D038,R114,12,Z16,Z15,8.4,1.71,5.01,1.0,1.16
D015,R079,11,Z07,Z15,10.5,2.94,6.21,1.0,1.84
D033,R139,2,Z13,Z17,4.8,1.69,8.11,2.05,1.49
D029,R075,5,Z12,ZJFK,4.8,15.1,55.54,1.51,11.45
D036,R008,19,Z01,Z23,7.6,8.12,26.19,1.45,5.52
D032,R205,16,Z08,Z09,3.3,1.13,3.45,1.0,1.19
D098,R023,22,Z02,Z07,7.0,5.88,15.52,1.4,3.63
D008,R061,12,Z20,Z16,5.9,2.57,9.78,1.0,1.08
D079,R002,7,Z05,Z05,10.8,0.4,4.66,1.0,0.34
D098,R011,11,Z04,Z03,7.5,2.34,7.16,1.0,1.58
D114,R168,14,Z04,Z03,8.8,2.34,7.53,1.0,1.19
D010,R231,19,Z06,Z16,10.1,3.36,11.35,1.42,1.13
D076,R001,12,Z22,Z16,5.8,3.3,9.06,1.0,3.1
D031,R187,21,Z12,Z17,7.4,2.42,10.18,1.61,1.54
D076,R213,13,Z03,Z05,3.2,3.42,8.62,1.0,2.84
D011,R040,23,Z15,Z10,8.2,2.39,7.99,1.56,0.72
D069,R118,23,Z11,Z07,4.3,4.14,9.26,1.0,2.12
D016,R214,20,Z22,Z07,6.3,4.11,15.35,1.49,3.13
D036,R239,12,Z10,Z19,6.1,4.07,8.23,1.0,1.34
D005,R024,14,Z24,Z11,7.7,5.14,13.74,1.0,1.21
D040,R138,10,Z05,Z22,7.9,5.02,11.67,1.0,1.84
D081,R088,21,Z14,Z14,10.5,0.4,6.78,1.94,0.0
D080,R068,15,Z01,Z05,3.7,3.1,7.62,1.0,1.17
D061,R016,16,Z04,ZJFK,7.3,11.9,40.73,1.26,7.18
D072,R058,11,Z21,Z14,4.6,2.43,9.2,1.0,0.85
D113,R082,13,Z09,Z14,7.4,3.04,9.3,1.0,2.29
D103,R154,15,Z22,ZJFK,6.9,14.95,47.12,1.22,6.83
D064,R229,17,Z07,ZJFK,8.8,11.92,34.36,1.09,8.13
D111,R138,16,Z05,Z11,9.1,3.73,11.21,1.0,2.28
D054,R163,15,Z24,Z02,6.1,8.1,17.28,1.0,2.22
D010,R232,16,Z01,Z15,5.0,4.95,12.62,1.0,2.19
D051,R015,8,Z17,Z21,3.6,4.06,8.99,1.0,1.58
D076,R168,17,Z04,Z03,7.3,2.34,5.07,1.0,0.44
D016,R196,18,Z01,Z24,5.2,6.7,13.82,1.0,3.31
D096,R112,1,Z17,Z17,4.2,0.4,4.51,1.84,0.96
D120,R073,20,Z13,Z07,5.9,4.47,18.56,1.88,2.66
D066,R175,15,Z17,Z09,3.7,4.17,10.76,1.0,3.16
D105,R247,17,Z14,Z14,7.8,0.4,2.13,1.0,0.98
D063,R209,15,Z01,ZJFK,4.6,12.27,38.75,1.17,7.2
D015,R136,9,Z05,Z21,7.8,4.87,10.68,1.0,2.55
D016,R012,17,Z03,ZJFK,3.2,13.41,41.48,1.28,10.11
D116,R156,19,Z15,Z08,7.5,2.39,9.65,1.46,3.01
D092,R172,0,Z24,Z07,9.6,3.11,8.92,1.14,1.61
D109,R194,12,Z15,Z22,5.5,3.04,8.61,1.0,2.13
D115,R035,13,Z10,Z17,6.3,4.92,12.46,1.0,3.47
D037,R043,17,Z10,Z21,5.4,3.97,11.06,1.0,1.35
D005,R225,10,Z02,Z24,3.6,8.1,17.46,1.0,2.81
D060,R049,16,Z13,Z03,2.1,3.91,9.25,1.0,3.14
D083,R062,13,Z22,Z20,8.0,2.56,4.94,1.0,1.7
D030,R104,17,Z04,Z22,7.8,6.09,15.26,1.0,3.42
D046,R173,8,Z17,Z21,4.7,4.06,7.73,1.0,0.71
D106,R249,1,Z03,Z10,4.1,3.74,12.73,1.33,2.02
D108,R030,19,Z17,Z07,5.7,5.66,22.93,1.9,3.1
D089,R193,14,Z06,Z20,9.8,5.49,11.99,1.0,2.23
D094,R142,16,Z07,Z09,8.0,2.23,4.75,1.0,1.23
D041,R019,9,Z12,Z11,4.3,1.88,5.02,1.0,0.71
D057,R088,11,Z05,Z11,10.9,3.73,9.08,1.0,1.75
D041,R172,11,Z24,Z20,6.4,3.07,7.54,1.0,0.85
D113,R164,9,Z07,Z02,8.8,5.88,14.7,1.0,2.61
D013,R084,16,Z22,Z06,6.5,6.0,16.78,1.0,3.46
D075,R026,19,Z01,Z13,6.5,4.82,15.5,1.34,2.79
D084,R206,15,Z21,Z07,4.9,4.15,11.66,1.0,1.65
D073,R184,9,Z02,Z06,3.4,5.23,10.05,1.0,2.38
D073,R160,23,Z03,Z13,6.6,3.91,13.43,1.4,2.73
D046,R054,13,Z06,Z09,10.4,3.11,8.75,1.0,2.95
D102,R066,13,Z08,Z13,4.1,2.46,7.54,1.0,0.0
D100,R036,9,Z12,Z21,4.3,2.8,7.94,1.0,1.38
D070,R207,15,Z12,Z04,4.6,4.16,11.63,1.0,3.38
D067,R074,10,Z04,Z16,6.7,3.19,8.17,1.0,0.38
D002,R149,0,Z13,Z13,6.3,0.4,3.44,2.61,0.0
D014,R126,7,Z20,Z06,3.2,5.49,13.23,1.0,4.14
D117,R249,12,Z07,Z14,9.3,2.28,8.17,1.0,1.12
D066,R210,10,Z07,Z12,10.4,3.67,9.95,1.0,2.43
D064,R167,7,Z08,Z20,4.0,3.31,9.24,1.0,2.61
D119,R108,7,Z14,Z21,8.0,2.43,8.25,1.0,3.25
D073,R125,15,Z12,Z09,4.9,2.44,6.13,1.0,0.88
D091,R200,15,Z17,Z06,2.1,6.88,14.63,1.0,2.9
D075,R227,11,Z13,Z15,5.2,2.32,7.57,1.0,1.95
D058,R167,8,Z08,Z16,3.4,2.39,6.7,1.0,2.21
D104,R172,7,Z23,Z20,6.8,2.96,6.83,1.0,2.07
D046,R128,18,Z02,Z24,5.7,8.1,17.8,1.0,6.1
D016,R196,15,Z05,ZJFK,8.4,11.8,36.51,1.07,8.13
D106,R015,15,Z18,Z04,5.1,6.07,15.69,1.0,3.52
D045,R182,12,Z01,Z03,6.1,1.56,7.89,1.0,2.76
D027,R092,16,Z21,Z22,5.9,1.42,5.77,1.0,1.24
D100,R188,12,Z19,Z12,6.4,2.22,6.41,1.0,1.06
D028,R099,17,Z02,Z21,3.9,7.88,17.87,1.0,4.55
D034,R165,15,Z14,Z18,7.2,4.59,13.15,1.0,5.05
D040,R039,10,Z14,Z01,8.0,5.73,13.41,1.0,3.13
D043,R230,15,Z17,Z16,2.4,4.5,9.57,1.0,2.47
D012,R044,19,Z19,Z01,3.9,6.66,21.08,1.38,2.61
D063,R009,5,Z18,ZJFK,5.0,17.07,41.01,1.0,8.87
D090,R006,23,Z16,Z13,10.5,3.38,8.37,1.0,1.33
D113,R050,11,Z18,Z02,3.5,6.88,15.22,1.0,3.27
D057,R151,16,Z19,Z02,4.6,7.42,17.88,1.0,3.76
D063,R097,7,Z13,ZJFK,5.3,15.67,41.51,1.04,8.99
D077,R086,21,Z03,Z14,5.7,5.62,13.96,1.15,2.17
D020,R069,20,Z23,Z17,7.8,5.21,14.18,1.0,3.81
D040,R112,16,Z10,Z19,5.5,4.07,6.55,1.0,2.03
D051,R073,17,Z15,Z18,3.4,3.05,9.08,1.0,2.82
D111,R068,14,Z01,Z01,5.5,0.4,3.14,1.0,0.44
D002,R086,11,Z13,Z24,2.4,4.94,12.33,1.0,3.26
D064,R175,19,Z10,Z06,8.4,2.55,15.08,2.55,1.64
D024,R177,15,Z15,Z16,5.8,1.71,8.32,1.0,1.71
D106,R177,8,Z15,Z06,4.5,4.53,11.98,1.0,2.42
D116,R049,12,Z13,Z24,3.7,4.94,12.51,1.0,2.93
D111,R248,10,Z16,Z02,6.4,5.82,13.56,1.0,3.83
D065,R008,0,Z07,Z07,9.4,0.4,3.06,2.19,0.0
D062,R229,14,Z09,Z06,4.1,3.11,10.82,1.0,2.28
D116,R057,13,Z11,Z24,2.8,5.14,10.81,1.0,1.99
D068,R205,13,Z03,Z21,3.7,6.45,12.99,1.0,3.18
D031,R042,19,Z20,Z13,7.2,2.51,7.56,1.08,1.72
D043,R235,21,Z12,Z13,6.8,1.47,5.86,1.31,2.53
D054,R238,2,Z12,Z07,6.0,3.67,11.81,1.28,3.64
D063,R035,16,Z04,ZJFK,8.3,11.9,44.65,1.45,9.64
D103,R008,16,Z10,ZJFK,4.7,12.51,42.45,1.34,7.72
D068,R165,20,Z24,Z17,7.7,5.66,13.18,1.25,3.05
D078,R126,19,Z18,Z23,5.9,4.24,13.27,1.44,1.85
D102,R033,13,Z08,Z23,3.6,5.65,12.09,1.0,1.83
D086,R131,7,Z02,Z09,3.3,4.48,9.65,1.0,3.1
D043,R222,13,Z04,Z02,7.9,3.61,10.08,1.0,0.52
D072,R177,14,Z07,Z03,7.4,4.44,12.87,1.0,2.85
D101,R018,13,Z06,Z07,10.0,2.29,7.85,1.0,0.48
D105,R187,23,Z15,Z10,7.1,2.39,10.4,1.3,1.77
D089,R220,13,Z16,Z13,7.0,3.38,8.31,1.0,1.25
D042,R173,13,Z11,Z22,3.2,5.09,12.18,1.0,3.45
D016,R083,12,Z23,Z13,3.9,5.04,13.61,1.0,2.39
D038,R059,18,Z05,Z11,10.1,3.73,9.76,1.0,2.51
D035,R244,21,Z17,Z17,4.9,0.4,6.05,2.26,0.39
