from_id,to_id,link_type,capacity_gbps,latency_ms,band
GS022,SAT0068,feeder,11.9,33.94,optical
GS022,SAT0069,feeder,12.62,46.51,optical
GS022,SAT0070,feeder,11.96,58.59,optical
GS013,SAT0071,feeder,13.03,56.19,optical
GS013,SAT0072,feeder,12.58,42.42,optical
GS013,SAT0073,feeder,6.98,44.63,optical
GS001,SAT0074,feeder,11.85,31.81,optical
GS001,SAT0075,feeder,14.69,10.88,optical
GS003,SAT0075,feeder,14.69,14.53,optical
GS004,SAT0076,feeder,12.25,17.07,optical
GS002,SAT0076,feeder,12.25,22.56,optical
GS007,SAT0077,feeder,13.38,29.57,optical
GS022,SAT0078,feeder,12.73,27.98,optical
GS022,SAT0079,feeder,12.44,14.83,optical
GS022,SAT0080,feeder,13.06,31.93,optical
GS022,SAT0081,feeder,11.87,54.0,optical
GS013,SAT0082,feeder,14.02,67.1,optical
GS013,SAT0083,feeder,12.54,54.5,optical
GS013,SAT0084,feeder,12.19,47.08,optical
GS003,SAT0085,feeder,7.14,38.2,optical
GS003,SAT0086,feeder,6.22,13.15,optical
GS001,SAT0086,feeder,6.22,13.22,optical
GS004,SAT0087,feeder,12.47,10.27,optical
GS002,SAT0087,feeder,12.47,15.92,optical
GS010,SAT0088,feeder,12.1,29.31,optical
GS007,SAT0089,feeder,13.06,12.01,optical
GS022,SAT0090,feeder,8.07,8.91,optical
GS022,SAT0091,feeder,14.51,22.6,optical
GS022,SAT0092,feeder,15.3,45.17,optical
GS022,SAT0093,feeder,13.87,65.04,optical
GS013,SAT0094,feeder,5.97,66.27,optical
GS013,SAT0095,feeder,14.5,59.47,optical
GS001,SAT0096,feeder,13.75,54.58,optical
GS003,SAT0097,feeder,14.81,24.67,optical
GS004,SAT0098,feeder,15.31,11.64,optical
GS002,SAT0098,feeder,15.31,11.81,optical
GS004,SAT0099,feeder,12.9,28.3,optical
GS007,SAT0100,feeder,15.2,11.58,optical
GS007,SAT0101,feeder,11.98,20.11,optical
GS022,SAT0102,feeder,13.46,30.69,optical
GS022,SAT0103,feeder,14.3,45.12,optical
GS022,SAT0104,feeder,13.53,59.87,optical
GS013,SAT0105,feeder,15.6,67.23,optical
GS013,SAT0106,feeder,13.44,70.41,optical
GS003,SAT0107,feeder,15.03,61.13,optical
GS003,SAT0108,feeder,13.97,45.35,optical
GS004,SAT0109,feeder,12.67,28.99,optical
GS004,SAT0110,feeder,14.64,26.04,optical
GS010,SAT0111,feeder,15.42,19.45,optical
GS010,SAT0112,feeder,16.61,17.59,optical
GS010,SAT0113,feeder,13.7,38.98,optical
GS016,SAT0114,feeder,14.12,43.05,optical
GS013,SAT0115,feeder,15.29,48.62,optical
GS013,SAT0116,feeder,14.0,57.85,optical
GS013,SAT0117,feeder,14.58,69.83,optical
GS019,SAT0118,feeder,12.73,60.99,optical
GS019,SAT0119,feeder,13.79,47.21,optical
GS019,SAT0120,feeder,13.34,38.52,optical
GS019,SAT0121,feeder,15.02,33.78,optical
GS007,SAT0122,feeder,7.83,21.64,optical
GS010,SAT0123,feeder,14.38,10.96,optical
GS007,SAT0123,feeder,14.38,15.7,optical
GS010,SAT0124,feeder,16.43,32.55,optical
GS016,SAT0125,feeder,15.41,23.3,optical
GS013,SAT0126,feeder,14.25,30.37,optical
GS013,SAT0127,feeder,13.87,46.0,optical
GS013,SAT0128,feeder,14.14,61.02,optical
GS019,SAT0129,feeder,15.31,65.11,optical
GS019,SAT0130,feeder,16.17,48.44,optical
GS019,SAT0131,feeder,14.78,27.94,optical
GS019,SAT0132,feeder,14.65,15.63,optical
GS007,SAT0133,feeder,15.17,25.58,optical
GS007,SAT0134,feeder,15.98,7.29,optical
GS010,SAT0135,feeder,14.45,25.14,optical
GS016,SAT0136,feeder,15.04,16.78,optical
GS013,SAT0137,feeder,18.29,9.9,optical
GS013,SAT0138,feeder,16.6,33.11,optical
GS013,SAT0139,feeder,16.76,50.99,optical
GS019,SAT0140,feeder,15.77,68.34,optical
GS019,SAT0141,feeder,13.78,53.91,optical
GS019,SAT0142,feeder,15.77,33.98,optical
GS019,SAT0143,feeder,15.13,8.02,optical
GS019,SAT0144,feeder,16.67,23.54,optical
GS011,SAT0145,feeder,2.63,24.13,Ka
GS011,SAT0146,feeder,3.1,9.64,Ka
GS008,SAT0146,feeder,3.1,18.69,Ka
GS008,SAT0147,feeder,2.95,19.03,Ka
GS005,SAT0148,feeder,5.3,48.75,Ka
GS014,SAT0149,feeder,5.53,40.1,Ka
GS014,SAT0150,feeder,3.11,41.53,Ka
GS020,SAT0151,feeder,5.85,33.95,Ka
GS020,SAT0152,feeder,2.85,30.29,Ka
GS020,SAT0153,feeder,3.12,48.99,Ka
GS020,SAT0154,feeder,3.02,61.93,Ka
GS023,SAT0155,feeder,2.92,45.39,Ka
GS011,SAT0156,feeder,7.27,22.03,Ka
GS008,SAT0157,feeder,3.08,18.45,Ka
GS008,SAT0158,feeder,5.97,27.9,Ka
GS001,SAT0159,feeder,6.02,42.94,Ka
GS001,SAT0160,feeder,3.06,32.54,Ka
GS005,SAT0160,feeder,3.06,33.59,Ka
GS001,SAT0161,feeder,5.59,42.58,Ka
GS020,SAT0162,feeder,5.61,43.36,Ka
GS020,SAT0163,feeder,6.66,41.98,Ka
GS020,SAT0164,feeder,5.79,53.42,Ka
GS020,SAT0165,feeder,5.86,59.71,Ka
GS011,SAT0166,feeder,3.58,42.9,Ka
GS017,SAT0167,feeder,6.74,42.64,Ka
GS008,SAT0168,feeder,6.56,32.59,Ka
GS008,SAT0169,feeder,6.59,38.67,Ka
GS005,SAT0170,feeder,6.74,33.27,Ka
GS001,SAT0170,feeder,6.74,33.13,Ka
GS001,SAT0171,feeder,4.4,15.96,Ka
GS003,SAT0171,feeder,4.4,16.35,Ka
GS003,SAT0172,feeder,7.22,35.85,Ka
GS020,SAT0173,feeder,4.18,54.17,Ka
GS020,SAT0174,feeder,3.74,51.06,Ka
GS020,SAT0175,feeder,3.4,55.12,Ka
GS020,SAT0176,feeder,3.47,53.76,Ka
GS011,SAT0177,feeder,3.7,53.77,Ka
GS017,SAT0178,feeder,8.62,27.09,Ka
GS017,SAT0179,feeder,4.4,20.69,Ka
GS008,SAT0180,feeder,7.19,46.24,Ka
GS004,SAT0181,feeder,7.14,23.69,Ka
GS002,SAT0181,feeder,7.14,24.41,Ka
GS003,SAT0182,feeder,7.49,11.22,Ka
GS002,SAT0182,feeder,7.49,11.62,Ka
GS003,SAT0183,feeder,4.04,37.52,Ka
GS023,SAT0184,feeder,4.19,49.14,Ka
GS020,SAT0185,feeder,8.86,57.7,Ka
GS020,SAT0186,feeder,3.88,51.7,Ka
GS020,SAT0187,feeder,8.08,44.26,Ka
GS014,SAT0188,feeder,4.61,46.7,Ka
GS014,SAT0189,feeder,8.26,8.71,Ka
GS017,SAT0190,feeder,9.35,21.25,Ka
GS014,SAT0190,feeder,9.35,26.52,Ka
GS004,SAT0191,feeder,9.06,47.62,Ka
GS004,SAT0192,feeder,7.64,20.91,Ka
GS002,SAT0192,feeder,7.64,26.29,Ka
GS023,SAT0193,feeder,8.62,24.68,Ka
GS004,SAT0193,feeder,8.62,26.58,Ka
GS023,SAT0194,feeder,8.95,18.62,Ka
GS023,SAT0195,feeder,8.74,40.79,Ka
GS020,SAT0196,feeder,8.82,59.36,Ka
GS020,SAT0197,feeder,8.7,45.94,Ka
GS020,SAT0198,feeder,8.06,31.84,Ka
GS014,SAT0199,feeder,4.47,36.19,Ka
GS014,SAT0200,feeder,10.46,20.4,Ka
GS017,SAT0201,feeder,10.04,36.2,Ka
GS004,SAT0202,feeder,9.18,43.04,Ka
GS008,SAT0203,feeder,9.98,29.08,Ka
GS004,SAT0203,feeder,9.98,29.29,Ka
GS023,SAT0204,feeder,10.43,18.75,Ka
GS023,SAT0205,feeder,9.63,23.11,Ka
GS023,SAT0206,feeder,9.78,48.19,Ka
GS020,SAT0207,feeder,7.72,58.23,Ka
GS020,SAT0208,feeder,9.72,39.05,Ka
GS020,SAT0209,feeder,10.17,19.25,Ka
GS020,SAT0210,feeder,10.16,34.84,Ka
GS024,SAT0211,feeder,1.87,30.54,Ku
GS012,SAT0212,feeder,3.48,7.83,Ku
GS009,SAT0212,feeder,3.48,10.19,Ku
GS009,SAT0213,feeder,1.95,46.08,Ku
GS001,SAT0214,feeder,2.1,41.75,Ku
GS021,SAT0215,feeder,3.3,41.44,Ku
GS021,SAT0216,feeder,3.29,34.87,Ku
GS021,SAT0217,feeder,2.09,58.81,Ku
GS018,SAT0218,feeder,2.18,50.02,Ku
GS009,SAT0219,feeder,3.66,28.6,Ku
GS009,SAT0220,feeder,4.0,11.63,Ku
GS012,SAT0220,feeder,4.0,16.97,Ku
GS004,SAT0221,feeder,3.98,47.14,Ku
GS001,SAT0222,feeder,2.35,35.84,Ku
GS021,SAT0223,feeder,2.3,48.6,Ku
GS021,SAT0224,feeder,2.4,44.63,Ku
GS021,SAT0225,feeder,2.21,60.14,Ku
GS018,SAT0226,feeder,2.26,54.7,Ku
GS009,SAT0227,feeder,4.41,36.0,Ku
GS009,SAT0228,feeder,4.24,24.62,Ku
GS001,SAT0229,feeder,2.66,41.59,Ku
GS004,SAT0229,feeder,2.66,42.76,Ku
GS002,SAT0229,feeder,2.66,43.43,Ku
GS001,SAT0230,feeder,4.94,24.34,Ku
GS003,SAT0230,feeder,4.94,25.52,Ku
GS002,SAT0230,feeder,4.94,29.13,Ku
GS003,SAT0231,feeder,4.17,48.91,Ku
GS021,SAT0232,feeder,4.53,53.16,Ku
GS021,SAT0233,feeder,2.22,58.24,Ku
GS021,SAT0234,feeder,2.04,57.52,Ku
GS015,SAT0235,feeder,4.25,42.07,Ku
GS009,SAT0236,feeder,2.3,35.22,Ku
GS001,SAT0237,feeder,4.05,33.95,Ku
GS004,SAT0237,feeder,4.05,34.58,Ku
GS002,SAT0237,feeder,4.05,35.01,Ku
GS003,SAT0238,feeder,4.57,16.05,Ku
GS001,SAT0238,feeder,4.57,18.03,Ku
GS002,SAT0238,feeder,4.57,19.46,Ku
GS003,SAT0239,feeder,4.55,48.44,Ku
GS021,SAT0240,feeder,5.42,59.18,Ku
GS021,SAT0241,feeder,3.05,54.62,Ku
GS021,SAT0242,feeder,2.51,51.4,Ku
GS015,SAT0243,feeder,4.76,25.27,Ku
GS009,SAT0244,feeder,5.73,41.94,Ku
GS004,SAT0245,feeder,2.5,25.2,Ku
GS002,SAT0245,feeder,2.5,27.02,Ku
GS006,SAT0245,feeder,2.5,27.09,Ku
GS003,SAT0246,feeder,4.94,19.85,Ku
GS006,SAT0246,feeder,4.94,20.17,Ku
GS002,SAT0246,feeder,4.94,21.06,Ku
GS018,SAT0247,feeder,3.09,35.26,Ku
GS018,SAT0248,feeder,5.26,59.91,Ku
GS021,SAT0249,feeder,4.73,48.37,Ku
GS021,SAT0250,feeder,3.22,41.68,Ku
GS015,SAT0251,feeder,5.46,7.42,Ku
GS015,SAT0252,feeder,5.75,46.08,Ku
GS004,SAT0253,feeder,5.23,21.21,Ku
GS006,SAT0253,feeder,5.23,25.11,Ku
GS002,SAT0253,feeder,5.23,25.92,Ku
GS024,SAT0254,feeder,6.27,25.34,Ku
GS018,SAT0254,feeder,6.27,25.09,Ku
GS006,SAT0254,feeder,6.27,30.2,Ku
GS018,SAT0255,feeder,5.4,23.49,Ku
GS018,SAT0256,feeder,6.46,61.62,Ku
GS021,SAT0257,feeder,5.45,40.78,Ku
GS021,SAT0258,feeder,5.83,32.59,Ku
GS015,SAT0259,feeder,6.01,12.58,Ku
GS001,SAT0260,feeder,6.46,49.04,Ku
GS004,SAT0261,feeder,5.71,27.4,Ku
GS006,SAT0261,feeder,5.71,31.04,Ku
GS012,SAT0261,feeder,5.71,31.5,Ku
GS024,SAT0262,feeder,5.94,11.21,Ku
GS018,SAT0262,feeder,5.94,16.37,Ku
GS018,SAT0263,feeder,5.04,26.47,Ku
GS021,SAT0264,feeder,5.06,62.16,Ku
GS021,SAT0265,feeder,6.58,32.88,Ku
GS021,SAT0266,feeder,5.65,27.9,Ku
GS015,SAT0267,feeder,3.45,29.65,Ku
GS004,SAT0268,feeder,5.68,47.04,Ku
GS012,SAT0269,feeder,7.11,19.05,Ku
GS009,SAT0269,feeder,7.11,23.78,Ku
GS004,SAT0269,feeder,7.11,30.72,Ku
GS024,SAT0270,feeder,6.1,22.34,Ku
GS018,SAT0271,feeder,7.29,40.0,Ku
GS021,SAT0272,feeder,6.3,60.13,Ku
GS021,SAT0273,feeder,6.58,29.47,Ku
GS021,SAT0274,feeder,6.26,31.33,Ku
