node_id,kind,operator,plane,slot,altitude_km,inclination_deg,raan_deg,region,lat,lon,x,y,band,isl_capable,launch_year,status,capacity_gbps,label
SAT0183,satellite,Nimbus,3,5,784.8,86.39,90.0,,0.0,-90.0,-90.0,0.0,Ka,1,2022,degraded,5.05,Nimbus 03-05
SAT0184,satellite,Nimbus,3,6,780.2,86.34,90.0,,-32.652,-87.6483,-87.6483,-32.652,Ka,1,2022,degraded,5.24,Nimbus 03-06
SAT0185,satellite,Nimbus,3,7,778.1,86.43,90.0,,-65.2119,-82.231,-82.231,-65.2119,Ka,1,2023,active,11.08,Nimbus 03-07
SAT0186,satellite,Nimbus,3,8,784.1,86.43,90.0,,-81.0767,66.5628,66.5628,-81.0767,Ka,1,2022,degraded,4.85,Nimbus 03-08
SAT0187,satellite,Nimbus,3,9,778.3,86.41,90.0,,-48.961,85.8622,85.8622,-48.961,Ka,1,2023,active,10.1,Nimbus 03-09
SAT0188,satellite,Nimbus,3,10,779.3,86.42,90.0,,-16.3308,88.9498,88.9498,-16.3308,Ka,1,2023,degraded,5.76,Nimbus 03-10
SAT0189,satellite,Nimbus,4,0,784.9,86.46,120.0,,21.7744,121.4167,121.4167,21.7744,Ka,1,2024,active,10.33,Nimbus 04-00
SAT0190,satellite,Nimbus,4,1,782.8,86.4,120.0,,54.3866,125.0452,125.0452,54.3866,Ka,1,2024,active,11.69,Nimbus 04-01
SAT0191,satellite,Nimbus,4,2,783.6,86.42,120.0,,85.5042,172.6257,172.6257,85.5042,Ka,1,2024,active,11.32,Nimbus 04-02
SAT0192,satellite,Nimbus,4,3,781.1,86.25,120.0,,59.7886,-66.4571,-66.4571,59.7886,Ka,1,2022,active,9.55,Nimbus 04-03
SAT0193,satellite,Nimbus,4,4,776.5,86.42,120.0,,27.2152,-61.8418,-61.8418,27.2152,Ka,1,2024,active,10.78,Nimbus 04-04
SAT0194,satellite,Nimbus,4,5,780.0,86.51,120.0,,-5.4444,-59.6672,-59.6672,-5.4444,Ka,1,2024,active,11.19,Nimbus 04-05
SAT0195,satellite,Nimbus,4,6,779.7,86.35,120.0,,-38.0905,-57.1339,-57.1339,-38.0905,Ka,1,2024,active,10.93,Nimbus 04-06
SAT0196,satellite,Nimbus,4,7,782.8,86.36,120.0,,-70.5784,-49.6136,-49.6136,-70.5784,Ka,1,2024,active,11.03,Nimbus 04-07
SAT0197,satellite,Nimbus,4,8,781.9,86.41,120.0,,-75.9079,105.5318,105.5318,-75.9079,Ka,1,2023,active,10.88,Nimbus 04-08
SAT0198,satellite,Nimbus,4,9,775.7,86.38,120.0,,-43.5274,116.5542,116.5542,-43.5274,Ka,1,2024,active,10.08,Nimbus 04-09
SAT0199,satellite,Nimbus,4,10,782.2,86.41,120.0,,-10.8874,119.3089,119.3089,-10.8874,Ka,1,2024,degraded,5.59,Nimbus 04-10
SAT0200,satellite,Nimbus,5,0,779.1,86.42,150.0,,27.215,151.8456,151.8456,27.215,Ka,1,2025,active,13.07,Nimbus 05-00
SAT0201,satellite,Nimbus,5,1,783.9,86.49,150.0,,59.8143,156.0536,156.0536,59.8143,Ka,1,2025,active,12.55,Nimbus 05-01
SAT0202,satellite,Nimbus,5,2,780.4,86.41,150.0,,85.4895,-82.7679,-82.7679,85.4895,Ka,1,2025,active,11.47,Nimbus 05-02
SAT0203,satellite,Nimbus,5,3,781.9,86.38,150.0,,54.3852,-35.068,-35.068,54.3852,Ka,1,2025,active,12.48,Nimbus 05-03
SAT0204,satellite,Nimbus,5,4,782.3,86.38,150.0,,21.7725,-31.4475,-31.4475,21.7725,Ka,1,2025,active,13.04,Nimbus 05-04
SAT0205,satellite,Nimbus,5,5,775.0,86.37,150.0,,-10.887,-29.3018,-29.3018,-10.887,Ka,1,2025,active,12.04,Nimbus 05-05
SAT0206,satellite,Nimbus,5,6,779.0,86.39,150.0,,-43.5278,-26.5608,-26.5608,-43.5278,Ka,1,2025,active,12.23,Nimbus 05-06
SAT0207,satellite,Nimbus,5,7,781.8,86.42,150.0,,-75.9103,-15.5678,-15.5678,-75.9103,Ka,1,2024,active,9.65,Nimbus 05-07
SAT0208,satellite,Nimbus,5,8,780.0,86.4,150.0,,-70.5854,139.7222,139.7222,-70.5854,Ka,1,2025,active,12.15,Nimbus 05-08
SAT0209,satellite,Nimbus,5,9,781.5,86.37,150.0,,-38.0917,147.1535,147.1535,-38.0917,Ka,1,2025,active,12.71,Nimbus 05-09
SAT0210,satellite,Nimbus,5,10,782.4,86.37,150.0,,-5.4436,149.6538,149.6538,-5.4436,Ka,1,2025,active,12.7,Nimbus 05-10
SAT0211,satellite,Polaris,0,0,1200.3,88.03,0.0,,0.0,0.0,0.0,0.0,Ku,0,2019,degraded,2.34,Polaris 00-00
SAT0212,satellite,Polaris,0,1,1197.1,88.03,0.0,,44.966,1.9717,1.9717,44.966,Ku,0,2019,active,4.35,Polaris 00-01
SAT0213,satellite,Polaris,0,2,1207.3,88.01,0.0,,88.0055,90.0,90.0,88.0055,Ku,0,2019,degraded,2.44,Polaris 00-02
SAT0214,satellite,Polaris,0,3,1200.4,88.02,0.0,,44.9658,178.0217,178.0217,44.9658,Ku,0,2019,degraded,2.63,Polaris 00-03
SAT0215,satellite,Polaris,0,4,1203.4,87.98,0.0,,0.0,-180.0,-180.0,0.0,Ku,0,2019,spare,4.12,Polaris 00-04
SAT0216,satellite,Polaris,0,5,1204.3,88.02,0.0,,-44.9659,-178.0239,-178.0239,-44.9659,Ku,0,2019,active,4.11,Polaris 00-05
SAT0217,satellite,Polaris,0,6,1195.2,87.99,0.0,,-87.9885,-90.0,-90.0,-87.9885,Ku,0,2019,degraded,2.61,Polaris 00-06
SAT0218,satellite,Polaris,0,7,1198.2,88.14,0.0,,-44.9698,-1.8586,-1.8586,-44.9698,Ku,0,2020,degraded,2.73,Polaris 00-07
SAT0219,satellite,Polaris,1,0,1200.2,88.02,22.5,,5.6216,22.6948,22.6948,5.6216,Ku,0,2020,active,4.58,Polaris 01-00
SAT0220,satellite,Polaris,1,1,1202.0,87.92,22.5,,50.5791,25.0289,25.0289,50.5791,Ku,0,2020,active,5.0,Polaris 01-01
SAT0221,satellite,Polaris,1,2,1200.5,88.04,22.5,,84.0443,-176.6522,-176.6522,84.0443,Ku,0,2020,active,4.98,Polaris 01-02
SAT0222,satellite,Polaris,1,3,1201.5,88.08,22.5,,39.3486,-159.0759,-159.0759,39.3486,Ku,0,2020,degraded,2.94,Polaris 01-03
SAT0223,satellite,Polaris,1,4,1201.8,88.03,22.5,,-5.6217,-157.3061,-157.3061,-5.6217,Ku,0,2020,degraded,2.87,Polaris 01-04
SAT0224,satellite,Polaris,1,5,1197.6,87.93,22.5,,-50.5796,-154.9826,-154.9826,-50.5796,Ku,0,2020,degraded,3.0,Polaris 01-05
SAT0225,satellite,Polaris,1,6,1196.5,87.99,22.5,,-84.0265,2.8663,2.8663,-84.0265,Ku,0,2020,degraded,2.76,Polaris 01-06
SAT0226,satellite,Polaris,1,7,1198.9,88.06,22.5,,-39.348,20.9059,20.9059,-39.348,Ku,0,2020,degraded,2.82,Polaris 01-07
SAT0227,satellite,Polaris,2,0,1197.8,88.0,45.0,,11.2431,45.3977,45.3977,11.2431,Ku,0,2021,spare,5.51,Polaris 02-00
SAT0228,satellite,Polaris,2,1,1199.7,88.09,45.0,,56.2023,47.8578,47.8578,56.2023,Ku,0,2021,active,5.3,Polaris 02-01
SAT0229,satellite,Polaris,2,2,1197.9,87.99,45.0,,78.5736,-145.0155,-145.0155,78.5736,Ku,0,2021,degraded,3.32,Polaris 02-02
SAT0230,satellite,Polaris,2,3,1200.1,88.0,45.0,,33.7268,-136.3338,-136.3338,33.7268,Ku,0,2021,active,6.18,Polaris 02-03
SAT0231,satellite,Polaris,2,4,1194.0,87.88,45.0,,-11.2422,-134.5792,-134.5792,-11.2422,Ku,0,2020,active,5.21,Polaris 02-04
SAT0232,satellite,Polaris,2,5,1198.8,88.02,45.0,,-56.199,-132.0454,-132.0454,-56.199,Ku,0,2021,active,5.66,Polaris 02-05
SAT0233,satellite,Polaris,2,6,1200.8,88.05,45.0,,-78.5841,35.2834,35.2834,-78.5841,Ku,0,2020,degraded,2.77,Polaris 02-06
SAT0234,satellite,Polaris,2,7,1204.4,88.0,45.0,,-33.7267,43.6642,43.6642,-33.7267,Ku,0,2020,degraded,2.55,Polaris 02-07
SAT0235,satellite,Polaris,3,0,1199.2,87.98,67.5,,16.8642,68.1121,68.1121,16.8642,Ku,0,2021,active,5.31,Polaris 03-00
SAT0236,satellite,Polaris,3,1,1205.4,88.12,67.5,,61.8175,71.0068,71.0068,61.8175,Ku,0,2021,degraded,2.87,Polaris 03-01
SAT0237,satellite,Polaris,3,2,1199.6,87.9,67.5,,72.9992,-119.3729,-119.3729,72.9992,Ku,0,2021,active,5.06,Polaris 03-02
SAT0238,satellite,Polaris,3,3,1200.4,87.96,67.5,,28.1056,-113.589,-113.589,28.1056,Ku,0,2022,active,5.71,Polaris 03-03
SAT0239,satellite,Polaris,3,4,1197.6,88.04,67.5,,-16.8649,-111.9064,-111.9064,-16.8649,Ku,0,2022,spare,5.69,Polaris 03-04
SAT0240,satellite,Polaris,3,5,1201.1,87.98,67.5,,-61.8087,-108.7349,-108.7349,-61.8087,Ku,0,2022,active,6.77,Polaris 03-05
SAT0241,satellite,Polaris,3,6,1199.2,88.05,67.5,,-73.016,61.1009,61.1009,-73.016,Ku,0,2022,degraded,3.81,Polaris 03-06
SAT0242,satellite,Polaris,3,7,1197.2,87.94,67.5,,-28.1052,66.3985,66.3985,-28.1052,Ku,0,2022,degraded,3.14,Polaris 03-07
SAT0243,satellite,Polaris,4,0,1201.3,87.98,90.0,,22.4852,90.8383,90.8383,22.4852,Ku,0,2022,active,5.95,Polaris 04-00
SAT0244,satellite,Polaris,4,1,1197.4,87.96,90.0,,67.4129,94.9014,94.9014,67.4129,Ku,0,2023,active,7.16,Polaris 04-01
SAT0245,satellite,Polaris,4,2,1199.4,87.98,90.0,,67.4138,-94.8747,-94.8747,67.4138,Ku,0,2022,degraded,3.13,Polaris 04-02
SAT0246,satellite,Polaris,4,3,1193.3,87.91,90.0,,22.4842,-90.8657,-90.8657,22.4842,Ku,0,2022,active,6.18,Polaris 04-03
SAT0247,satellite,Polaris,4,4,1201.2,88.06,90.0,,-22.4865,-89.1985,-89.1985,-22.4865,Ku,0,2023,degraded,3.86,Polaris 04-04
SAT0248,satellite,Polaris,4,5,1198.3,88.04,90.0,,-67.4189,-85.2712,-85.2712,-67.4189,Ku,0,2023,active,6.58,Polaris 04-05
SAT0249,satellite,Polaris,4,6,1196.4,87.94,90.0,,-67.4111,85.0495,85.0495,-67.4111,Ku,0,2022,active,5.91,Polaris 04-06
SAT0250,satellite,Polaris,4,7,1201.7,88.0,90.0,,-22.4856,89.1723,89.1723,-22.4856,Ku,0,2023,degraded,4.03,Polaris 04-07
SAT0251,satellite,Polaris,5,0,1205.1,87.95,112.5,,28.1054,113.5954,113.5954,28.1054,Ku,0,2023,active,6.83,Polaris 05-00
SAT0252,satellite,Polaris,5,1,1194.6,87.98,112.5,,73.008,119.1299,119.1299,73.008,Ku,0,2023,active,7.19,Polaris 05-01
SAT0253,satellite,Polaris,5,2,1197.6,88.08,112.5,,61.8146,-71.0945,-71.0945,61.8146,Ku,0,2023,active,6.54,Polaris 05-02
SAT0254,satellite,Polaris,5,3,1199.9,88.04,112.5,,16.8648,-68.0948,-68.0948,16.8648,Ku,0,2024,active,7.84,Polaris 05-03
SAT0255,satellite,Polaris,5,4,1202.4,88.0,112.5,,-28.1064,-66.4339,-66.4339,-28.1064,Ku,0,2023,active,6.75,Polaris 05-04
SAT0256,satellite,Polaris,5,5,1202.0,87.96,112.5,,-73.0055,-60.8012,-60.8012,-73.0055,Ku,0,2024,active,8.08,Polaris 05-05
SAT0257,satellite,Polaris,5,6,1198.9,88.07,112.5,,-61.8144,108.8993,108.8993,-61.8144,Ku,0,2023,active,6.81,Polaris 05-06
SAT0258,satellite,Polaris,5,7,1204.9,87.97,112.5,,-16.8641,111.8844,111.8844,-16.8641,Ku,0,2023,spare,7.29,Polaris 05-07
SAT0259,satellite,Polaris,6,0,1194.0,87.89,135.0,,33.7241,136.4083,136.4083,33.7241,Ku,0,2024,spare,7.51,Polaris 06-00
SAT0260,satellite,Polaris,6,1,1199.9,87.93,135.0,,78.5642,145.2743,145.2743,78.5642,Ku,0,2025,active,8.08,Polaris 06-01
SAT0261,satellite,Polaris,6,2,1198.8,87.98,135.0,,56.1966,-48.0226,-48.0226,56.1966,Ku,0,2023,active,7.14,Polaris 06-02
SAT0262,satellite,Polaris,6,3,1198.0,87.92,135.0,,11.2425,-45.4134,-45.4134,11.2425,Ku,0,2024,active,7.42,Polaris 06-03
SAT0263,satellite,Polaris,6,4,1201.8,87.9,135.0,,-33.7242,-43.5946,-43.5946,-33.7242,Ku,0,2024,active,6.3,Polaris 06-04
SAT0264,satellite,Polaris,6,5,1203.7,87.95,135.0,,-78.5671,-34.806,-34.806,-78.5671,Ku,0,2023,active,6.32,Polaris 06-05
SAT0265,satellite,Polaris,6,6,1198.0,88.04,135.0,,-56.1999,132.0701,132.0701,-56.1999,Ku,0,2024,active,8.22,Polaris 06-06
SAT0266,satellite,Polaris,6,7,1201.1,87.99,135.0,,-11.243,134.6002,134.6002,-11.243,Ku,0,2024,active,7.06,Polaris 06-07
SAT0267,satellite,Polaris,7,0,1199.9,87.97,157.5,,39.3456,159.1636,159.1636,39.3456,Ku,0,2024,degraded,4.31,Polaris 07-00
SAT0268,satellite,Polaris,7,1,1195.2,88.01,157.5,,84.036,176.8792,176.8792,84.036,Ku,0,2025,active,7.1,Polaris 07-01
SAT0269,satellite,Polaris,7,2,1202.6,87.95,157.5,,50.5802,-25.0004,-25.0004,50.5802,Ku,0,2025,active,8.89,Polaris 07-02
SAT0270,satellite,Polaris,7,3,1202.0,88.02,157.5,,5.6216,-22.6946,-22.6946,5.6216,Ku,0,2025,active,7.62,Polaris 07-03
SAT0271,satellite,Polaris,7,4,1201.3,88.02,157.5,,-39.347,-20.877,-20.877,-39.347,Ku,0,2025,active,9.11,Polaris 07-04
SAT0272,satellite,Polaris,7,5,1197.8,88.02,157.5,,-84.0365,-3.1362,-3.1362,-84.0365,Ku,0,2025,active,7.88,Polaris 07-05
SAT0273,satellite,Polaris,7,6,1196.1,88.03,157.5,,-50.5837,155.0991,155.0991,-50.5837,Ku,0,2025,active,8.22,Polaris 07-06
SAT0274,satellite,Polaris,7,7,1198.5,87.98,157.5,,-5.6215,157.3012,157.3012,-5.6215,Ku,0,2025,active,7.82,Polaris 07-07
GS001,ground_station,neutral,,,,,,North America,48.2468,-110.5989,-110.5989,48.2468,,,,,46.16,North America GW 01
GS002,ground_station,neutral,,,,,,North America,47.758,-98.4172,-98.4172,47.758,,,,,34.97,North America GW 02
GS003,ground_station,neutral,,,,,,North America,43.3925,-105.1429,-105.1429,43.3925,,,,,66.76,North America GW 03
GS004,ground_station,neutral,,,,,,North America,51.9577,-83.7893,-83.7893,51.9577,,,,,21.18,North America GW 04
GS005,ground_station,Nimbus,,,,,,North America,48.6363,-108.6328,-108.6328,48.6363,,,,,55.13,North America GW 05
GS006,ground_station,Polaris,,,,,,North America,47.4621,-91.3563,-91.3563,47.4621,,,,,56.41,North America GW 06
GS007,ground_station,Helios,,,,,,Europe,38.7631,9.8299,9.8299,38.7631,,,,,29.77,Europe GW 07
GS008,ground_station,Nimbus,,,,,,Europe,52.5517,13.8925,13.8925,52.5517,,,,,66.75,Europe GW 08
GS009,ground_station,Polaris,,,,,,Europe,51.2408,12.0386,12.0386,51.2408,,,,,51.95,Europe GW 09
GS010,ground_station,Helios,,,,,,Europe,60.3153,18.5822,18.5822,60.3153,,,,,51.65,Europe GW 10
GS011,ground_station,Nimbus,,,,,,Europe,29.9306,7.7779,7.7779,29.9306,,,,,40.34,Europe GW 11
GS012,ground_station,Polaris,,,,,,Europe,48.8474,-2.2647,-2.2647,48.8474,,,,,37.39,Europe GW 12
GS013,ground_station,Helios,,,,,,East Asia,35.7535,134.9901,134.9901,35.7535,,,,,37.49,East Asia GW 13
GS014,ground_station,Nimbus,,,,,,East Asia,26.3075,127.6912,127.6912,26.3075,,,,,44.69,East Asia GW 14
GS015,ground_station,Polaris,,,,,,East Asia,27.6734,119.6247,119.6247,27.6734,,,,,56.81,East Asia GW 15
GS016,ground_station,Helios,,,,,,East Asia,46.8191,120.6595,120.6595,46.8191,,,,,42.18,East Asia GW 16
GS017,ground_station,Nimbus,,,,,,East Asia,38.6977,110.0303,110.0303,38.6977,,,,,29.06,East Asia GW 17
GS018,ground_station,Polaris,,,,,,South America,-3.2391,-49.5761,-49.5761,-3.2391,,,,,49.89,South America GW 18
GS019,ground_station,Helios,,,,,,South America,-21.6425,-49.8201,-49.8201,-21.6425,,,,,51.05,South America GW 19
GS020,ground_station,Nimbus,,,,,,Oceania,-41.2786,154.4602,154.4602,-41.2786,,,,,47.86,Oceania GW 20
GS021,ground_station,Polaris,,,,,,Oceania,-32.5919,143.3674,143.3674,-32.5919,,,,,48.95,Oceania GW 21
GS022,ground_station,Helios,,,,,,Africa,0.5751,19.7741,19.7741,0.5751,,,,,36.75,Africa GW 22
GS023,ground_station,Nimbus,,,,,,Mid-Ocean,14.168,-38.4646,-38.4646,14.168,,,,,28.85,Mid-Ocean GW 23
GS024,ground_station,Polaris,,,,,,Mid-Ocean,13.9105,-40.0528,-40.0528,13.9105,,,,,29.58,Mid-Ocean GW 24
