from_id,to_id,package_id,service_level,weight_kg,distance_km,transit_hours,promised_hours,on_time,damaged
C044,C005,PKG001165,two_day,1.58,1506.5,39.6,48.0,1,0
C021,C027,PKG001166,ground,1.83,96.6,19.82,25.8,1,1
C075,C036,PKG001167,ground,2.86,825.5,34.0,39.0,1,0
C016,C024,PKG001168,two_day,2.51,555.7,26.84,48.0,1,0
C101,C098,PKG001169,ground,1.9,280.1,28.16,29.1,1,0
C018,C005,PKG001170,ground,2.62,306.4,29.89,29.6,0,0
C010,C014,PKG001171,ground,6.25,510.7,22.6,33.3,1,0
C050,C028,PKG001172,ground,3.3,588.7,52.36,34.7,0,0
C052,C065,PKG001173,two_day,4.99,1823.9,44.51,48.0,1,0
C051,C052,PKG001174,ground,2.83,347.6,29.42,30.3,1,0
C044,C038,PKG001175,ground,3.11,1161.2,27.1,45.1,1,0
C108,C002,PKG001176,overnight,4.71,4219.6,27.71,30.0,1,0
C049,C034,PKG001177,ground,0.97,440.5,37.64,32.0,0,0
C049,C075,PKG001178,ground,1.1,1262.3,54.95,47.0,0,0
C042,C046,PKG001179,two_day,2.55,1615.2,31.56,48.0,1,0
C006,C025,PKG001180,overnight,1.99,417.4,14.52,30.0,1,0
C060,C047,PKG001181,ground,1.45,410.5,27.99,31.5,1,0
C021,C008,PKG001182,two_day,4.08,362.4,20.04,48.0,1,0
C065,C060,PKG001183,ground,2.59,1084.3,43.47,43.7,1,0
C005,C036,PKG001184,ground,0.9,1185.5,42.06,45.6,1,0
C107,C084,PKG001185,overnight,3.13,833.9,14.79,30.0,1,0
C047,C075,PKG001186,overnight,7.42,1231.2,14.93,30.0,1,0
C098,C066,PKG001187,ground,1.37,3034.0,62.35,79.2,1,0
C048,C027,PKG001188,ground,2.09,725.1,39.9,37.2,0,0
C006,C027,PKG001189,ground,1.45,405.5,32.9,31.4,0,0
C088,C082,PKG001190,ground,2.93,767.4,20.64,38.0,1,0
C066,C089,PKG001191,overnight,2.5,1226.1,17.9,30.0,1,0
C083,C094,PKG001192,two_day,3.86,1069.1,31.78,48.0,1,0
C044,C080,PKG001193,ground,1.29,1415.4,44.27,49.7,1,0
C065,C024,PKG001194,ground,4.38,1844.0,53.78,57.5,1,0
C092,C102,PKG001195,ground,4.71,1246.7,35.76,46.7,1,0
C064,C048,PKG001196,ground,7.56,1539.5,49.81,52.0,1,0
C034,C065,PKG001197,two_day,1.34,1070.9,38.97,48.0,1,0
C067,C061,PKG001198,ground,1.26,1157.0,47.77,45.0,0,0
C069,C075,PKG001199,ground,0.87,779.1,27.5,38.2,1,0
C104,C094,PKG001200,two_day,1.21,799.0,23.16,48.0,1,0
C037,C020,PKG001201,overnight,0.99,1424.6,16.74,30.0,1,0
C043,C066,PKG001202,ground,0.93,750.9,32.13,37.7,1,0
C087,C077,PKG001203,ground,2.96,1378.9,45.16,49.1,1,1
C051,C047,PKG001204,ground,1.14,234.5,27.48,28.3,1,0
C077,C066,PKG001205,ground,10.26,557.6,27.06,34.1,1,0
C046,C054,PKG001206,ground,4.33,415.8,21.6,31.6,1,0
C020,C027,PKG001207,ground,1.57,181.2,26.95,27.3,1,0
C078,C058,PKG001208,ground,4.63,774.4,39.95,38.1,0,0
C013,C107,PKG001209,ground,4.3,4045.3,71.86,97.6,1,0
C019,C022,PKG001210,two_day,0.25,398.0,25.52,48.0,1,0
C064,C012,PKG001211,ground,2.95,2089.9,47.35,62.0,1,0
C079,C036,PKG001212,two_day,0.56,1516.0,30.37,48.0,1,0
C097,C100,PKG001213,two_day,0.85,203.5,14.73,48.0,1,0
C026,C030,PKG001214,two_day,3.19,201.6,24.11,48.0,1,0
C011,C071,PKG001215,two_day,3.45,2203.2,35.74,48.0,1,0
C103,C108,PKG001216,two_day,7.12,597.0,22.67,48.0,1,0
C015,C044,PKG001217,two_day,1.31,1773.6,35.65,48.0,1,0
C019,C030,PKG001218,ground,3.84,353.2,17.63,30.4,1,0
C028,C047,PKG001219,ground,2.4,777.5,44.7,38.1,0,0
C054,C032,PKG001220,ground,1.02,761.7,44.89,37.8,0,0
C095,C038,PKG001221,ground,4.96,3943.0,83.45,95.7,1,0
C080,C052,PKG001222,ground,4.53,1893.1,49.81,58.4,1,0
C072,C039,PKG001223,ground,3.68,1600.8,45.01,53.1,1,0
C017,C025,PKG001224,ground,4.31,298.5,18.14,29.4,1,0
C035,C032,PKG001225,ground,2.82,515.4,28.11,33.4,1,0
C049,C075,PKG001226,ground,1.48,1262.3,46.94,47.0,1,0
C014,C010,PKG001227,two_day,2.58,510.7,16.07,48.0,1,0
C026,C028,PKG001228,ground,5.65,151.6,30.26,26.8,0,0
C030,C050,PKG001229,two_day,4.74,530.7,21.85,48.0,1,0
C012,C027,PKG001230,ground,7.24,494.8,41.69,33.0,0,0
C056,C102,PKG001231,two_day,1.59,2182.4,46.36,48.0,1,0
C072,C040,PKG001232,two_day,7.03,1762.6,36.33,48.0,1,0
C007,C012,PKG001233,ground,0.65,389.4,15.51,31.1,1,0
C049,C032,PKG001234,overnight,1.48,514.9,17.86,30.0,1,0
C083,C108,PKG001235,ground,22.79,968.4,42.31,41.6,0,0
C079,C035,PKG001236,ground,1.96,1600.6,56.21,53.1,0,0
C087,C085,PKG001237,two_day,2.3,80.4,19.23,48.0,1,0
C045,C032,PKG001238,ground,1.02,781.9,38.09,38.2,1,0
C087,C061,PKG001239,ground,1.3,1733.7,50.23,55.5,1,0
C023,C008,PKG001240,ground,0.7,584.4,31.28,34.6,1,0
C036,C075,PKG001241,ground,3.52,825.5,42.13,39.0,0,0
C017,C025,PKG001242,ground,1.06,298.5,13.09,29.4,1,0
C047,C069,PKG001243,ground,1.63,1661.1,57.29,54.2,0,0
C039,C020,PKG001244,ground,1.06,1414.7,38.83,49.7,1,0
C023,C009,PKG001245,ground,1.12,569.2,40.01,34.3,0,0
C079,C087,PKG001246,ground,2.99,1084.9,35.74,43.7,1,0
C030,C011,PKG001247,ground,2.87,644.4,37.39,35.7,0,0
C026,C023,PKG001248,two_day,3.39,268.3,30.14,48.0,1,0
C013,C009,PKG001249,ground,2.66,111.2,22.51,26.0,1,0
C044,C045,PKG001250,ground,4.2,74.1,22.07,25.3,1,0
C029,C024,PKG001251,two_day,1.81,418.5,20.98,48.0,1,0
C036,C047,PKG001252,overnight,1.7,405.8,19.27,30.0,1,0
C022,C027,PKG001253,ground,8.52,333.7,19.93,30.1,1,0
C080,C075,PKG001254,ground,2.94,1747.1,44.54,55.8,1,0
C101,C098,PKG001255,two_day,5.83,280.1,17.53,48.0,1,0
C050,C052,PKG001256,overnight,2.36,305.1,6.8,30.0,1,0
C066,C076,PKG001257,ground,2.03,584.2,33.16,34.6,1,0
C094,C082,PKG001258,ground,4.8,964.8,44.42,41.5,0,0
C108,C084,PKG001259,ground,1.08,846.8,33.93,39.4,1,0
C063,C023,PKG001260,ground,10.36,1241.7,41.03,46.6,1,1
C096,C087,PKG001261,overnight,0.74,1098.7,23.99,30.0,1,0
C099,C044,PKG001262,two_day,1.37,2998.3,36.03,48.0,1,0
C084,C107,PKG001263,ground,1.3,833.9,41.29,39.2,0,0
C047,C089,PKG001264,two_day,0.87,1895.4,38.22,48.0,1,0
C008,C039,PKG001265,two_day,3.44,1674.6,39.17,48.0,1,0
C002,C018,PKG001266,ground,2.49,249.9,22.76,28.5,1,0
C048,C020,PKG001267,two_day,1.14,811.5,31.17,48.0,1,0
C050,C026,PKG001268,ground,2.8,542.4,39.07,33.9,0,0
C040,C010,PKG001269,ground,5.6,1841.1,42.28,57.5,1,0
C058,C040,PKG001270,ground,1.58,1584.0,45.05,52.8,1,0
C056,C063,PKG001271,ground,6.77,552.9,22.3,34.1,1,0
C090,C098,PKG001272,overnight,1.21,1960.0,23.59,30.0,1,0
C010,C012,PKG001273,ground,1.34,22.4,23.2,24.4,1,0
C021,C024,PKG001274,ground,2.62,412.1,24.01,31.5,1,0
C084,C096,PKG001275,ground,2.52,954.6,43.75,41.4,0,0
C092,C093,PKG001276,ground,1.76,152.9,31.17,26.8,0,0
C108,C095,PKG001277,ground,4.71,75.2,34.64,25.4,0,0
C094,C096,PKG001278,two_day,1.45,110.6,27.08,48.0,1,0
C096,C012,PKG001279,ground,2.68,3704.0,79.69,91.3,1,0
C030,C040,PKG001280,ground,2.88,1241.5,35.36,46.6,1,0
C040,C069,PKG001281,ground,3.89,1830.3,54.31,57.3,1,0
C025,C054,PKG001282,ground,2.1,635.1,44.58,35.5,0,0
C061,C071,PKG001283,two_day,11.26,1012.9,31.22,48.0,1,0
C101,C107,PKG001284,ground,1.31,765.3,26.61,37.9,1,0
C034,C066,PKG001285,ground,4.62,1013.7,47.44,42.4,0,0
C058,C022,PKG001286,two_day,5.22,890.1,37.73,48.0,1,0
C028,C063,PKG001287,two_day,3.44,1511.7,26.92,48.0,1,0
C016,C023,PKG001288,two_day,4.05,538.1,32.44,48.0,1,0
C018,C058,PKG001289,ground,3.76,1412.2,41.14,49.7,1,0
C006,C100,PKG001290,ground,1.35,3692.1,68.71,91.1,1,0
C102,C103,PKG001291,two_day,3.95,1142.6,30.05,48.0,1,0
C040,C036,PKG001292,ground,6.64,1312.1,39.12,47.9,1,0
C090,C103,PKG001293,two_day,2.12,775.7,33.27,48.0,1,0
C069,C064,PKG001294,ground,3.47,333.5,20.72,30.1,1,0
C018,C096,PKG001295,two_day,2.19,4161.2,47.75,48.0,1,0
C017,C007,PKG001296,ground,5.02,227.4,37.43,28.1,0,0
C087,C089,PKG001297,ground,0.8,609.1,29.91,35.1,1,0
C025,C012,PKG001298,ground,1.46,498.7,36.08,33.1,0,0
C099,C047,PKG001299,ground,1.92,3023.8,71.51,79.0,1,0
C013,C025,PKG001300,two_day,5.45,446.1,36.94,48.0,1,0
C069,C043,PKG001301,ground,0.98,1043.4,47.69,43.0,0,0
C087,C091,PKG001302,ground,0.43,624.4,39.05,35.4,0,0
C022,C017,PKG001303,overnight,1.66,505.6,19.51,30.0,1,0
C026,C001,PKG001304,two_day,3.3,648.4,32.85,48.0,1,0
C105,C108,PKG001305,ground,1.13,559.6,21.81,34.2,1,0
C025,C075,PKG001306,overnight,4.22,1644.5,19.54,30.0,1,0
C044,C074,PKG001307,ground,0.82,516.3,39.69,33.4,0,0
C044,C050,PKG001308,two_day,0.98,854.2,40.11,48.0,1,0
C024,C052,PKG001309,ground,4.48,331.3,41.74,30.0,0,1
C082,C107,PKG001310,ground,0.76,845.6,40.99,39.4,0,0
C082,C106,PKG001311,ground,2.64,820.0,40.01,38.9,0,0
C038,C066,PKG001312,ground,0.94,1368.6,41.45,48.9,1,0
C090,C084,PKG001313,ground,1.45,794.3,31.85,38.4,1,0
C020,C051,PKG001314,ground,1.04,667.8,31.63,36.1,1,0
C001,C016,PKG001315,two_day,1.27,320.7,21.95,48.0,1,0
C058,C034,PKG001316,ground,1.34,303.9,18.25,29.5,1,0
C108,C107,PKG001317,ground,2.95,34.1,7.8,24.6,1,0
C004,C010,PKG001318,overnight,0.45,234.6,17.53,30.0,1,0
C020,C011,PKG001319,two_day,0.82,438.8,35.21,48.0,1,0
C052,C055,PKG001320,overnight,2.22,826.2,13.5,30.0,1,0
C087,C026,PKG001321,ground,0.62,3219.9,75.59,82.5,1,0
C009,C027,PKG001322,ground,1.56,475.0,33.13,32.6,0,0
C039,C038,PKG001323,ground,0.36,84.0,17.37,25.5,1,0
C079,C075,PKG001324,ground,2.87,1705.5,49.56,55.0,1,0
C037,C022,PKG001325,ground,1.2,1345.4,44.65,48.5,1,0
C018,C036,PKG001326,two_day,2.77,1297.8,33.74,48.0,1,0
C018,C033,PKG001327,ground,1.86,856.7,39.09,39.6,1,0
C041,C103,PKG001328,two_day,2.36,3543.4,38.31,48.0,1,0
C049,C052,PKG001329,ground,4.01,375.3,17.15,30.8,1,0
C093,C107,PKG001330,ground,1.88,579.2,29.55,34.5,1,0
C066,C077,PKG001331,ground,2.22,557.6,21.27,34.1,1,0
C071,C089,PKG001332,overnight,5.39,989.7,23.94,30.0,1,0
C107,C102,PKG001333,ground,6.19,791.0,31.53,38.4,1,0
C041,C039,PKG001334,ground,5.5,336.5,19.39,30.1,1,0
C040,C037,PKG001335,ground,0.42,275.2,25.4,29.0,1,0
C100,C061,PKG001336,two_day,3.27,2378.9,31.38,48.0,1,0
C023,C001,PKG001337,overnight,1.96,812.5,18.38,30.0,1,0
C077,C068,PKG001338,overnight,2.68,675.2,18.62,30.0,1,0
C080,C020,PKG001339,two_day,1.3,2548.0,36.56,48.0,1,0
C010,C016,PKG001340,overnight,3.09,527.9,23.25,30.0,1,0
C047,C017,PKG001341,two_day,2.49,1007.4,35.88,48.0,1,0
C019,C006,PKG001342,ground,2.75,324.1,35.11,29.9,0,0
C018,C013,PKG001343,ground,1.92,122.4,13.4,26.2,1,0
C047,C049,PKG001344,ground,0.73,162.9,9.38,27.0,1,0
C027,C019,PKG001345,ground,6.79,131.9,26.66,26.4,0,0
C085,C090,PKG001346,ground,4.28,444.3,33.93,32.1,0,0
C099,C095,PKG001347,ground,0.91,1105.9,35.82,44.1,1,0
C085,C044,PKG001348,overnight,2.57,1982.8,14.49,30.0,1,0
C025,C074,PKG001349,overnight,0.9,1621.6,30.21,30.0,0,0
C026,C012,PKG001350,ground,4.01,475.2,39.94,32.6,0,0
C024,C062,PKG001351,two_day,0.92,1307.5,45.73,48.0,1,0
C013,C008,PKG001352,ground,9.67,28.0,13.23,24.5,1,0
C102,C098,PKG001353,ground,2.36,257.1,25.21,28.7,1,0
C040,C002,PKG001354,ground,1.82,1941.2,49.71,59.3,1,0
C021,C061,PKG001355,ground,1.05,1647.5,45.72,54.0,1,0
C091,C107,PKG001356,ground,4.61,594.0,21.57,34.8,1,0
C040,C042,PKG001357,ground,2.39,49.7,23.07,24.9,1,0
C004,C010,PKG001358,ground,1.19,234.6,15.44,28.3,1,0
C016,C009,PKG001359,ground,1.05,289.0,42.87,29.3,0,0
C065,C016,PKG001360,overnight,3.07,2304.1,18.48,30.0,1,0
C083,C101,PKG001361,ground,2.02,995.3,44.39,42.1,0,0
C020,C024,PKG001362,ground,2.3,414.0,27.25,31.5,1,0
C100,C101,PKG001363,ground,1.01,54.5,18.58,25.0,1,0
C092,C084,PKG001364,ground,0.66,748.8,48.83,37.6,0,0
C092,C067,PKG001365,ground,2.37,1783.5,44.66,56.4,1,0
C021,C017,PKG001366,ground,0.94,187.5,23.08,27.4,1,0
C005,C055,PKG001367,two_day,0.77,1336.1,32.56,48.0,1,0
C094,C005,PKG001368,ground,1.43,3897.5,81.45,94.9,1,0
C029,C063,PKG001369,two_day,1.2,1485.7,27.0,48.0,1,0
C063,C061,PKG001370,ground,2.19,61.5,20.09,25.1,1,0
C080,C105,PKG001371,ground,3.38,998.7,49.99,42.2,0,0
C012,C050,PKG001372,ground,2.95,510.0,45.32,33.3,0,0
C083,C024,PKG001373,ground,3.35,2571.7,59.72,70.8,1,0
C101,C079,PKG001374,ground,1.76,1590.5,52.71,52.9,1,0
C076,C084,PKG001375,ground,3.2,1390.6,43.41,49.3,1,0
C044,C032,PKG001376,ground,0.47,840.3,39.66,39.3,0,0
C094,C106,PKG001377,two_day,1.5,145.7,24.12,48.0,1,0
C054,C049,PKG001378,ground,3.01,298.0,18.84,29.4,1,0
C078,C082,PKG001379,ground,8.06,1363.8,41.32,48.8,1,0
C087,C077,PKG001380,two_day,5.49,1378.9,31.48,48.0,1,0
C079,C080,PKG001381,ground,2.02,85.5,22.83,25.6,1,0
C027,C030,PKG001382,two_day,1.22,223.7,24.79,48.0,1,0
C012,C036,PKG001383,overnight,7.4,1047.8,25.65,30.0,1,0
C022,C013,PKG001384,overnight,7.5,570.1,14.02,30.0,1,0
C051,C008,PKG001385,ground,1.92,854.2,30.8,39.5,1,0
C051,C005,PKG001386,ground,3.41,660.1,31.86,36.0,1,0
C060,C080,PKG001387,ground,1.66,1305.7,52.89,47.7,0,0
C039,C061,PKG001388,two_day,3.4,1709.3,39.67,48.0,1,0
C084,C079,PKG001389,two_day,1.51,649.6,24.55,48.0,1,1
C099,C097,PKG001390,ground,2.36,64.2,32.58,25.2,0,0
C023,C002,PKG001391,ground,0.66,758.6,33.02,37.8,1,0
C077,C034,PKG001392,ground,0.5,947.6,34.74,41.2,1,0
C069,C087,PKG001393,ground,1.19,1331.7,53.22,48.2,0,0
C053,C012,PKG001394,ground,1.22,432.0,24.82,31.9,1,0
C018,C014,PKG001395,overnight,1.39,97.2,15.71,30.0,1,0
C085,C099,PKG001396,ground,0.95,1866.5,57.52,57.9,1,0
C104,C081,PKG001397,ground,1.39,969.8,44.38,41.6,0,0
C075,C042,PKG001398,overnight,1.84,1118.5,21.43,30.0,1,0
C100,C107,PKG001399,ground,1.4,819.8,21.14,38.9,1,0
C107,C010,PKG001400,ground,1.83,3585.4,70.65,89.2,1,0
C034,C055,PKG001401,two_day,2.02,1061.3,29.87,48.0,1,0
C065,C072,PKG001402,ground,1.87,222.1,10.63,28.0,1,0
C048,C051,PKG001403,ground,0.74,187.7,23.9,27.4,1,0
C107,C096,PKG001404,two_day,0.36,129.3,21.48,48.0,1,0
C009,C069,PKG001405,two_day,2.36,2659.0,30.03,48.0,1,0
C042,C073,PKG001406,two_day,1.5,1102.1,37.06,48.0,1,0
C094,C097,PKG001407,overnight,2.15,996.3,19.56,30.0,1,0
C027,C009,PKG001408,ground,3.7,475.0,42.71,32.6,0,0
C084,C092,PKG001409,two_day,2.33,748.8,24.98,48.0,1,0
C038,C013,PKG001410,ground,2.03,1732.6,58.53,55.5,0,0
C107,C097,PKG001411,two_day,0.92,1019.5,25.6,48.0,1,0
C095,C092,PKG001412,two_day,0.97,594.6,20.36,48.0,1,0
C029,C020,PKG001413,two_day,0.47,376.7,15.55,48.0,1,0
C082,C105,PKG001414,overnight,1.4,559.4,20.52,30.0,1,0
C033,C020,PKG001415,ground,0.52,710.7,25.41,36.9,1,0
C061,C049,PKG001416,two_day,1.19,930.7,19.97,48.0,1,0
C067,C086,PKG001417,ground,0.76,1356.7,44.7,48.7,1,0
C089,C069,PKG001418,ground,1.64,1024.0,33.89,42.6,1,0
C002,C074,PKG001419,two_day,3.11,2210.5,34.74,48.0,1,0
C021,C001,PKG001420,two_day,0.81,516.7,31.56,48.0,1,0
C074,C107,PKG001421,ground,2.0,2917.7,60.65,77.0,1,0
C058,C037,PKG001422,ground,4.72,1309.4,42.58,47.8,1,0
C050,C037,PKG001423,ground,2.47,1280.9,45.0,47.3,1,0
C005,C047,PKG001424,ground,2.57,849.8,35.38,39.5,1,0
C034,C012,PKG001425,ground,0.62,1030.4,41.36,42.7,1,0
C094,C095,PKG001426,overnight,8.39,73.3,19.85,30.0,1,0
C004,C032,PKG001427,ground,1.27,981.5,48.61,41.8,0,0
C039,C021,PKG001428,overnight,0.53,1312.7,12.29,30.0,1,0
C102,C099,PKG001429,ground,2.89,290.7,18.06,29.3,1,0
C005,C020,PKG001430,two_day,3.71,296.6,40.32,48.0,1,0
C079,C065,PKG001431,ground,1.48,1382.4,50.42,49.1,0,0
C024,C079,PKG001432,two_day,0.44,2050.8,41.91,48.0,1,0
C094,C107,PKG001433,two_day,2.15,131.5,15.36,48.0,1,0
C079,C023,PKG001434,two_day,2.64,2074.4,27.1,48.0,1,0
C096,C034,PKG001435,overnight,2.99,3115.1,15.1,30.0,1,0
C020,C015,PKG001436,ground,9.95,307.9,37.22,29.6,0,0
C054,C040,PKG001437,ground,2.76,1756.4,54.21,55.9,1,0
C083,C098,PKG001438,ground,0.23,1114.9,54.05,44.3,0,0
C023,C100,PKG001439,two_day,1.03,3487.1,40.53,48.0,1,0
C021,C018,PKG001440,ground,0.68,234.4,17.06,28.3,1,0
C003,C020,PKG001441,ground,4.26,441.9,30.94,32.0,1,0
C103,C047,PKG001442,ground,0.52,2615.7,62.05,71.6,1,0
C073,C015,PKG001443,ground,2.32,2024.8,50.52,60.8,1,0
C065,C067,PKG001444,two_day,1.8,339.1,25.41,48.0,1,0
C078,C066,PKG001445,two_day,1.76,602.1,30.18,48.0,1,0
C054,C061,PKG001446,two_day,1.88,1034.4,30.57,48.0,1,0
C048,C024,PKG001447,two_day,1.11,397.9,29.64,48.0,1,0
C045,C051,PKG001448,overnight,1.12,825.7,23.53,30.0,1,0
C065,C070,PKG001449,ground,1.11,283.5,26.62,29.2,1,0
C019,C016,PKG001450,overnight,2.93,164.3,11.54,30.0,1,0
C096,C092,PKG001451,ground,1.13,582.3,27.42,34.6,1,0
C087,C047,PKG001452,two_day,0.83,2494.4,26.47,48.0,1,0
C034,C022,PKG001453,two_day,1.56,783.8,32.8,48.0,1,0
C060,C052,PKG001454,ground,1.14,771.5,25.84,38.0,1,0
C013,C003,PKG001455,ground,0.81,210.7,27.85,27.8,0,0
C106,C094,PKG001456,ground,0.3,145.7,19.03,26.6,1,0
C098,C093,PKG001457,ground,0.66,1583.0,50.34,52.8,1,1
C100,C108,PKG001458,overnight,5.37,791.3,11.64,30.0,1,0
C032,C072,PKG001459,ground,0.7,1647.4,44.09,54.0,1,0
C016,C025,PKG001460,ground,1.54,311.1,12.12,29.7,1,0
C020,C014,PKG001461,ground,1.05,243.6,30.57,28.4,0,0
C009,C021,PKG001462,ground,0.77,404.7,22.92,31.4,1,1
C012,C054,PKG001463,ground,2.51,365.9,40.53,30.7,0,0
C007,C027,PKG001464,ground,1.86,442.9,33.97,32.1,0,0
C108,C082,PKG001465,ground,0.67,859.0,32.92,39.6,1,0
C008,C013,PKG001466,ground,0.75,28.0,20.63,24.5,1,0
C013,C025,PKG001467,ground,1.37,446.1,31.02,32.1,1,0
C089,C063,PKG001468,ground,1.1,1169.1,47.36,45.3,0,0
C060,C039,PKG001469,two_day,3.26,1372.1,36.27,48.0,1,0
C082,C083,PKG001470,ground,1.05,192.4,24.43,27.5,1,0
C064,C001,PKG001471,ground,3.35,2602.6,62.5,71.3,1,0
C095,C071,PKG001472,overnight,3.84,2376.1,22.71,30.0,1,0
C065,C066,PKG001473,ground,2.84,57.4,21.68,25.0,1,0
C053,C005,PKG001474,ground,0.8,619.8,36.0,35.3,0,0
C074,C006,PKG001475,two_day,2.35,1928.8,22.62,48.0,1,0
C045,C010,PKG001476,ground,4.43,1333.8,40.83,48.3,1,0
C034,C015,PKG001477,two_day,9.74,1427.6,34.89,48.0,1,0
C047,C052,PKG001478,two_day,1.36,398.2,24.59,48.0,1,0
C016,C009,PKG001479,overnight,4.76,289.0,10.31,30.0,1,0
C085,C066,PKG001480,overnight,1.53,1615.5,17.08,30.0,1,0
C025,C026,PKG001481,ground,6.96,35.3,28.28,24.6,0,0
C015,C002,PKG001482,two_day,1.02,96.4,26.24,48.0,1,0
C023,C051,PKG001483,ground,3.55,274.4,37.94,29.0,0,0
C091,C055,PKG001484,two_day,4.75,2558.3,38.41,48.0,1,0
C032,C067,PKG001485,ground,3.32,1790.7,45.76,56.6,1,0
C070,C077,PKG001486,ground,2.53,444.0,15.05,32.1,1,0
C092,C103,PKG001487,ground,0.98,209.2,26.88,27.8,1,0
C008,C033,PKG001488,ground,1.94,968.7,52.61,41.6,0,0
C081,C034,PKG001489,ground,1.91,1589.7,48.59,52.9,1,0
C029,C026,PKG001490,ground,1.88,185.3,24.46,27.4,1,0
C020,C029,PKG001491,overnight,2.99,376.7,16.6,30.0,1,0
C071,C079,PKG001492,ground,3.48,1200.3,46.44,45.8,0,0
C099,C083,PKG001493,two_day,10.19,1115.8,34.58,48.0,1,0
C028,C049,PKG001494,two_day,1.75,614.6,37.43,48.0,1,0
C058,C028,PKG001495,two_day,6.79,1103.1,32.94,48.0,1,0
C027,C037,PKG001496,ground,0.57,1249.3,46.11,46.7,1,0
C057,C055,PKG001497,two_day,4.04,59.0,21.31,48.0,1,0
C063,C068,PKG001498,two_day,1.13,1259.2,39.46,48.0,1,0
C062,C094,PKG001499,two_day,2.75,2400.4,36.97,48.0,1,0
C063,C065,PKG001500,overnight,0.79,1110.7,25.91,30.0,1,0
C013,C001,PKG001501,ground,1.23,234.2,18.62,28.3,1,0
C071,C044,PKG001502,ground,4.08,845.0,30.58,39.4,1,0
C069,C066,PKG001503,overnight,3.18,351.5,11.71,30.0,1,0
C070,C071,PKG001504,ground,2.67,51.1,16.86,24.9,1,0
C008,C018,PKG001505,two_day,1.32,146.3,15.65,48.0,1,0
C045,C030,PKG001506,ground,3.65,1090.6,26.63,43.8,1,0
C041,C042,PKG001507,ground,1.15,65.2,18.83,25.2,1,0
C008,C010,PKG001508,ground,8.1,445.6,30.06,32.1,1,0
C021,C007,PKG001509,ground,2.09,371.6,45.71,30.8,0,0
C044,C034,PKG001510,overnight,2.05,346.3,14.95,30.0,1,0
C078,C072,PKG001511,ground,2.47,554.4,24.43,34.1,1,0
C022,C018,PKG001512,two_day,3.58,525.8,19.53,48.0,1,0
C089,C024,PKG001513,ground,3.48,2381.9,68.44,67.3,0,0
C055,C050,PKG001514,overnight,1.16,950.7,13.26,30.0,1,0
C080,C066,PKG001515,ground,0.86,1393.4,48.6,49.3,1,0
C048,C001,PKG001516,ground,0.7,1205.1,52.21,45.9,0,0
C050,C027,PKG001517,ground,1.05,589.1,36.98,34.7,0,0
C063,C067,PKG001518,ground,2.2,1218.4,37.41,46.2,1,0
C101,C090,PKG001519,overnight,3.21,1773.7,21.1,30.0,1,0
C050,C004,PKG001520,overnight,4.39,707.4,16.09,30.0,1,0
C054,C004,PKG001521,ground,0.97,595.0,41.26,34.8,0,0
C061,C034,PKG001522,ground,0.7,734.8,39.35,37.4,0,0
C077,C067,PKG001523,ground,0.39,614.4,30.02,35.2,1,0
C007,C018,PKG001524,ground,14.11,184.5,36.01,27.4,0,0
C052,C004,PKG001525,ground,4.94,572.7,33.89,34.4,1,0
C049,C050,PKG001526,ground,2.74,80.8,20.15,25.5,1,0
C100,C045,PKG001527,ground,0.33,3032.2,63.39,79.1,1,0
C050,C008,PKG001528,overnight,4.65,862.3,20.01,30.0,1,0
C047,C045,PKG001529,ground,1.11,694.2,48.85,36.6,0,0
C104,C103,PKG001530,ground,0.98,109.0,20.48,26.0,1,0
C045,C033,PKG001531,ground,2.58,809.0,35.39,38.7,1,0
C017,C052,PKG001532,ground,0.52,791.0,50.03,38.4,0,0
C020,C005,PKG001533,ground,2.97,296.6,35.71,29.4,0,0
C009,C059,PKG001534,two_day,3.55,1404.5,34.26,48.0,1,0
C001,C025,PKG001535,ground,6.22,629.2,25.77,35.4,1,0
C044,C054,PKG001536,two_day,1.76,1030.5,31.1,48.0,1,0
C082,C108,PKG001537,overnight,0.96,859.0,12.91,30.0,1,0
C077,C087,PKG001538,overnight,1.69,1378.9,24.56,30.0,1,0
C004,C051,PKG001539,two_day,0.53,710.7,18.46,48.0,1,0
C058,C092,PKG001540,ground,0.91,2441.2,53.76,68.4,1,0
C015,C003,PKG001541,ground,3.55,141.5,35.02,26.6,0,0
C102,C069,PKG001542,ground,5.37,2697.6,54.73,73.0,1,0
C016,C014,PKG001543,overnight,5.48,154.8,19.28,30.0,1,0
C064,C060,PKG001544,overnight,0.9,1087.1,12.74,30.0,1,0
C031,C006,PKG001545,ground,0.82,1010.5,41.87,42.4,1,0
C066,C067,PKG001546,ground,10.36,381.9,29.61,30.9,1,0
C042,C041,PKG001547,ground,4.91,65.2,25.03,25.2,1,0
C080,C063,PKG001548,ground,0.61,922.6,31.89,40.8,1,0
C021,C087,PKG001549,overnight,3.8,3355.8,21.64,30.0,1,0
C099,C101,PKG001550,ground,1.27,319.9,10.77,29.8,1,0
C050,C049,PKG001551,ground,1.67,80.8,16.85,25.5,1,0
C080,C103,PKG001552,ground,0.66,964.9,41.35,41.5,1,0
C092,C013,PKG001553,ground,4.36,3835.0,80.09,93.7,1,0
C108,C094,PKG001554,ground,1.44,108.2,20.57,26.0,1,0
