sender_id,receiver_id,period,message_count
E044,E157,after,1
E044,E157,during,1
E044,E173,during,1
E044,E178,after,1
E044,E184,during,1
E044,E187,after,1
E044,E200,after,1
E044,E200,during,1
E044,E205,during,1
E044,E222,during,1
E044,E231,after,1
E044,E234,after,1
E045,E005,after,1
E045,E005,during,1
E045,E018,before,2
E045,E034,after,1
E045,E034,during,2
E045,E036,during,2
E045,E048,after,3
E045,E068,before,1
E045,E108,after,2
E045,E112,during,1
E045,E122,before,1
E045,E126,before,1
E045,E151,after,3
E045,E151,before,1
E045,E151,during,2
E045,E153,during,1
E045,E239,after,1
E045,E239,before,1
E045,E239,during,1
E045,E242,after,4
E045,E242,during,1
E046,E032,before,2
E046,E056,during,1
E046,E068,before,1
E046,E092,before,1
E046,E105,before,1
E046,E126,before,1
E046,E134,during,1
E046,E182,during,1
E046,E206,during,1
E047,E004,during,1
E047,E055,before,1
E047,E061,before,1
E047,E081,during,1
E047,E089,during,1
E047,E099,before,1
E047,E099,during,2
E047,E244,before,1
E047,E250,during,1
E048,E005,after,2
E048,E005,before,1
E048,E005,during,2
E048,E018,before,3
E048,E018,during,4
E048,E032,before,1
E048,E034,after,2
E048,E034,during,1
E048,E036,before,1
E048,E038,during,1
E048,E045,after,2
E048,E045,before,3
E048,E045,during,1
E048,E059,after,2
E048,E059,during,2
E048,E061,during,1
E048,E068,before,2
E048,E099,before,1
E048,E108,after,1
E048,E108,before,1
E048,E108,during,2
E048,E112,before,2
E048,E112,during,2
E048,E122,after,1
E048,E122,before,1
E048,E122,during,1
E048,E126,during,1
E048,E130,before,1
E048,E130,during,3
E048,E151,after,4
E048,E151,before,1
E048,E151,during,2
E048,E153,during,2
E048,E205,after,1
E048,E239,after,4
E048,E239,before,9
E048,E239,during,5
E048,E242,after,1
E048,E242,during,1
E049,E040,after,1
E049,E040,during,1
E049,E050,before,2
E049,E050,during,1
E049,E061,during,3
E049,E068,before,1
E049,E070,during,1
E049,E078,during,1
E049,E088,before,1
E049,E088,during,2
E049,E094,before,1
E049,E099,during,1
E049,E114,after,1
E049,E123,before,1
E049,E125,after,1
E049,E135,after,1
E049,E139,during,1
E049,E158,before,1
E049,E167,before,1
E049,E205,after,2
E050,E049,during,1
E050,E054,during,1
E050,E061,before,1
E050,E061,during,1
E050,E070,before,1
E050,E078,during,1
E050,E113,during,1
E050,E203,during,1
E050,E235,before,1
E050,E235,during,1
E051,E003,during,1
E051,E004,after,1
E051,E004,during,4
E051,E023,during,1
E051,E063,after,1
E051,E063,during,1
E051,E068,before,1
E051,E073,after,1
E051,E080,during,1
E051,E091,during,1
E051,E093,during,1
E051,E111,before,1
E051,E115,before,1
E051,E126,during,1
E051,E157,during,1
E051,E173,after,1
E051,E179,before,1
E051,E194,during,1
E051,E196,after,1
E051,E218,after,1
E051,E219,before,1
E051,E220,during,1
E051,E222,during,1
E051,E233,during,1
E051,E246,after,1
E052,E004,before,1
E052,E017,after,1
E052,E021,after,1
E052,E021,during,1
E052,E026,during,1
E052,E027,before,1
E052,E029,during,1
E052,E031,before,1
E052,E081,after,1
E052,E086,before,1
E052,E089,during,1
E052,E090,before,1
E052,E098,during,3
E052,E099,before,2
E052,E099,during,1
E052,E122,before,2
E052,E126,before,1
E052,E126,during,2
E052,E142,before,1
E052,E144,during,1
E052,E146,after,1
E052,E149,after,1
E052,E154,during,1
E052,E159,after,1
E052,E174,before,1
E052,E174,during,1
E052,E180,after,1
E052,E180,before,1
E052,E204,during,1
E052,E229,during,1
E052,E240,before,1
E052,E250,after,1
E053,E011,before,1
E053,E015,before,1
E053,E043,after,1
E053,E097,after,1
E053,E103,during,1
E053,E106,during,1
E053,E122,after,2
E053,E122,during,1
E053,E140,after,1
E053,E140,during,1
E053,E145,during,1
E053,E164,during,1
E053,E171,during,1
E053,E177,after,1
E053,E188,during,2
E053,E239,during,1
E054,E040,after,1
E054,E049,during,1
E054,E061,before,1
E054,E061,during,3
E054,E068,after,2
E054,E068,during,1
E054,E069,during,2
E054,E070,during,1
E054,E088,after,1
E054,E088,before,2
E054,E099,before,1
E054,E113,after,1
E054,E113,before,1
E054,E113,during,1
E054,E114,after,1
E054,E114,before,1
E054,E122,during,1
E054,E123,after,1
E054,E123,during,1
E054,E139,after,2
E054,E139,during,1
E054,E158,after,1
E054,E158,before,1
E054,E158,during,2
E054,E198,after,1
E054,E198,during,2
E054,E203,during,1
E054,E204,before,1
E054,E204,during,2
E054,E205,before,1
E054,E205,during,2
E054,E235,during,1
E055,E001,during,1
E055,E004,during,1
E055,E006,after,1
E055,E014,during,1
E055,E021,during,1
E055,E026,during,1
E055,E030,before,1
E055,E032,before,1
E055,E047,during,1
E055,E052,after,1
E055,E052,during,1
E055,E062,before,1
E055,E072,after,1
E055,E083,after,1
E055,E086,during,1
E055,E090,before,1
E055,E090,during,1
E055,E098,during,1
E055,E099,before,2
E055,E099,during,3
E055,E110,during,2
E055,E142,during,1
E055,E144,during,1
E055,E146,after,1
E055,E148,during,1
E055,E204,after,1
E055,E232,before,1
E055,E239,after,1
E056,E007,before,1
E056,E007,during,1
E056,E012,before,1
E056,E012,during,1
E056,E022,during,2
E056,E032,before,1
E056,E032,during,5
E056,E041,during,2
E056,E046,before,1
E056,E068,before,1
E056,E092,before,1
E056,E117,before,3
E056,E134,during,2
E056,E172,during,1
E056,E205,during,4
E056,E206,before,2
E056,E206,during,2
E056,E224,before,1
E056,E224,during,1
E056,E228,during,1
E056,E241,before,1
E057,E010,after,1
E057,E010,during,1
E057,E013,after,1
E057,E013,during,3
E057,E016,during,1
E057,E020,after,2
E057,E020,before,1
E057,E020,during,3
E057,E028,after,1
E057,E035,after,1
E057,E035,before,1
E057,E035,during,1
E057,E060,during,1
E057,E066,during,1
E057,E068,during,1
E057,E074,before,2
E057,E074,during,1
E057,E079,after,1
E057,E121,after,1
E057,E121,during,1
E057,E122,during,1
E057,E128,after,1
E057,E128,during,2
E057,E131,after,1
E057,E131,before,2
E057,E143,during,1
E057,E156,before,1
E057,E162,during,1
E057,E169,after,1
E057,E169,before,2
E057,E169,during,2
E057,E183,during,1
E057,E189,before,1
E057,E189,during,2
E057,E204,after,2
E057,E204,before,2
E057,E204,during,4
E057,E205,during,1
E057,E212,after,2
E057,E212,before,1
E057,E212,during,3
E057,E215,during,3
E057,E216,after,2
E057,E216,before,2
E057,E230,before,1
E057,E230,during,1
E057,E239,after,1
E058,E002,during,1
E058,E004,during,1
E058,E068,during,2
E058,E104,during,1
E058,E129,before,1
E058,E173,during,1
E058,E181,before,1
E058,E233,during,1
E059,E005,before,1
E059,E005,during,1
E059,E034,during,1
E059,E036,before,1
E059,E036,during,1
E059,E045,after,2
E059,E045,during,2
E059,E048,after,1
E059,E048,before,1
E059,E048,during,1
E059,E068,after,2
E059,E068,during,1
E059,E099,before,1
E059,E099,during,1
E059,E108,after,1
E059,E108,before,1
E059,E108,during,2
E059,E112,before,2
E059,E126,before,3
E059,E151,after,2
E059,E151,during,2
E059,E153,during,4
E059,E204,before,1
E059,E239,after,2
E059,E239,before,2
E059,E239,during,4
E059,E242,after,1
E059,E242,before,1
E059,E242,during,2
E060,E013,during,1
E060,E028,before,3
E060,E035,during,1
E060,E057,after,1
E060,E066,during,1
E060,E068,during,1
E060,E074,after,1
E060,E074,during,2
E060,E079,during,2
E060,E121,after,1
E060,E122,before,1
E060,E126,before,1
E060,E126,during,2
E060,E128,during,2
E060,E131,during,1
E060,E141,after,2
E060,E143,before,1
E060,E143,during,1
E060,E162,during,2
E060,E169,before,1
E060,E183,after,1
E060,E189,during,1
E060,E197,during,1
E060,E204,before,1
E060,E204,during,1
E060,E215,during,1
E060,E216,before,1
E060,E239,during,1
E061,E004,during,1
E061,E006,during,1
E061,E014,before,1
E061,E015,during,1
E061,E017,before,1
E061,E020,before,1
E061,E023,during,1
E061,E028,during,2
E061,E031,during,1
E061,E040,before,3
E061,E040,during,5
E061,E043,during,1
E061,E046,before,1
E061,E049,before,3
E061,E049,during,3
E061,E050,before,1
E061,E050,during,3
E061,E054,before,1
E061,E054,during,6
E061,E057,before,1
E061,E057,during,1
E061,E064,before,1
E061,E066,before,1
E061,E069,before,3
E061,E069,during,3
E061,E070,during,2
E061,E075,during,2
E061,E076,during,2
E061,E078,before,2
E061,E078,during,3
E061,E082,during,1
E061,E088,during,3
E061,E094,before,8
E061,E094,during,2
E061,E096,during,1
E061,E098,during,2
E061,E099,during,1
E061,E102,during,1
E061,E108,before,1
E061,E108,during,1
E061,E109,during,1
E061,E111,before,1
E061,E112,before,1
E061,E112,during,1
E061,E113,during,3
E061,E114,before,4
E061,E114,during,2
E061,E116,before,1
E061,E119,before,1
E061,E119,during,1
E061,E121,before,1
E061,E122,before,1
E061,E123,before,5
E061,E123,during,2
E061,E124,before,1
E061,E125,before,1
E061,E125,during,1
E061,E126,before,1
E061,E127,before,1
E061,E127,during,1
E061,E133,during,1
E061,E135,before,2
E061,E135,during,2
E061,E138,before,1
E061,E139,before,3
E061,E144,before,1
E061,E145,during,1
E061,E147,before,1
E061,E148,during,1
E061,E149,before,1
E061,E157,during,1
E061,E158,during,3
E061,E167,before,4
E061,E167,during,5
E061,E168,during,1
E061,E172,during,1
E061,E176,before,3
E061,E176,during,3
E061,E177,before,1
E061,E177,during,1
E061,E183,before,1
E061,E185,before,1
E061,E186,during,1
E061,E188,before,1
E061,E191,before,1
E061,E191,during,1
E061,E192,before,1
E061,E192,during,2
E061,E193,during,1
E061,E196,during,1
E061,E198,before,1
E061,E198,during,2
E061,E201,during,1
E061,E202,before,1
E061,E203,before,3
E061,E203,during,2
E061,E204,during,1
E061,E205,before,1
E061,E217,during,1
E061,E219,during,1
E061,E222,before,1
E061,E224,before,1
E061,E227,during,1
E061,E231,during,1
E061,E235,before,1
E061,E235,during,2
E061,E236,before,1
E061,E237,during,2
E061,E245,before,1
E061,E246,before,1
E061,E249,during,1
E062,E001,before,1
E062,E004,after,2
E062,E004,before,1
E062,E004,during,2
E062,E006,after,1
E062,E024,during,2
E062,E026,before,1
E062,E030,during,1
E062,E055,during,2
E062,E061,during,1
E062,E076,during,2
E062,E081,after,1
E062,E083,before,1
E062,E084,before,1
E062,E087,before,1
E062,E089,after,1
E062,E090,after,2
E062,E090,during,1
E062,E098,before,1
E062,E098,during,1
E062,E099,before,3
E062,E099,during,2
E062,E100,before,1
E062,E100,during,1
E062,E110,during,1
E062,E126,after,2
E062,E154,during,2
E062,E159,during,1
E062,E163,after,1
E062,E168,after,1
E062,E168,before,1
E062,E170,during,2
E062,E174,after,1
E062,E192,after,1
E062,E195,during,1
E062,E204,after,1
E062,E208,during,1
E062,E227,before,1
E062,E232,before,1
E062,E232,during,1
E062,E239,before,1
E062,E240,before,1
E062,E244,during,1
E062,E247,during,1
E062,E250,before,1
E063,E002,after,2
E063,E003,after,1
E063,E004,after,3
E063,E004,before,2
E063,E004,during,3
E063,E023,during,1
E063,E039,after,1
E063,E044,after,2
E063,E051,during,1
E063,E058,before,1
E063,E058,during,1
E063,E064,before,1
E063,E068,after,1
E063,E068,before,1
E063,E073,after,1
E063,E091,after,1
E063,E093,after,1
E063,E095,during,1
E063,E096,before,1
E063,E096,during,1
E063,E104,after,1
E063,E107,before,1
E063,E122,before,1
E063,E126,after,1
E063,E126,before,1
E063,E147,after,1
E063,E157,before,1
E063,E179,before,1
E063,E181,after,1
E063,E187,after,1
E063,E194,during,1
E063,E196,after,1
E063,E202,before,1
E063,E205,after,1
E063,E205,during,1
E063,E214,after,1
E063,E214,before,1
E063,E214,during,1
E063,E218,after,1
E063,E219,before,2
E063,E219,during,2
E063,E222,before,1
E063,E225,after,1
E063,E226,after,1
E063,E231,before,1
E063,E231,during,1
E063,E243,after,1
E063,E246,during,1
E064,E002,during,1
E064,E004,after,1
E064,E004,before,2
E064,E004,during,1
E064,E008,before,1
E064,E008,during,1
E064,E039,during,2
E064,E044,after,1
E064,E061,before,2
E064,E061,during,1
E064,E067,during,1
E064,E068,before,5
E064,E068,during,1
E064,E073,after,1
E064,E073,before,1
E064,E073,during,2
E064,E075,during,1
E064,E077,after,1
E064,E080,during,1
E064,E091,after,1
E064,E091,before,1
E064,E091,during,3
E064,E093,before,1
E064,E095,before,1
E064,E096,after,3
E064,E101,before,1
E064,E101,during,1
E064,E102,before,2
E064,E102,during,1
E064,E104,after,1
E064,E107,before,1
E064,E107,during,1
E064,E111,before,1
E064,E111,during,1
E064,E115,after,1
E064,E115,during,2
E064,E129,before,1
E064,E147,after,1
E064,E147,during,1
E064,E157,after,1
E064,E173,after,1
E064,E178,before,1
E064,E178,during,1
E064,E181,after,1
E064,E181,during,1
E064,E184,during,1
E064,E200,during,1
E064,E205,after,1
E064,E205,during,2
E064,E211,during,1
E064,E214,after,1
E064,E214,before,1
E064,E214,during,1
E064,E218,before,1
E064,E219,before,1
E064,E220,before,1
E064,E225,after,1
E064,E226,after,2
E064,E233,during,4
E064,E237,before,1
E064,E246,during,2
E065,E009,after,1
E065,E009,during,1
E065,E019,after,1
E065,E019,before,2
E065,E019,during,1
E065,E025,before,1
E065,E025,during,2
E065,E032,during,1
E065,E037,before,1
E065,E037,during,1
E065,E061,during,1
E065,E099,during,3
E065,E116,after,1
E065,E116,before,2
E065,E116,during,2
E065,E119,after,1
E065,E119,during,2
E065,E122,during,1
E065,E126,after,3
E065,E126,before,4
E065,E126,during,4
E065,E127,after,1
E065,E127,before,2
E065,E127,during,1
E065,E136,after,1
E065,E136,before,1
E065,E136,during,1
E065,E137,before,1
E065,E137,during,1
E065,E160,during,1
E065,E165,before,1
E065,E165,during,1
E065,E166,after,1
E065,E166,during,3
E065,E175,during,3
E065,E186,before,2
E065,E191,after,3
E065,E193,after,1
E065,E201,after,1
E065,E201,before,1
E065,E204,after,1
E065,E204,before,1
E065,E204,during,1
E065,E205,during,1
E065,E210,after,1
E065,E210,during,1
E065,E217,after,2
E065,E217,before,2
E065,E217,during,1
E065,E245,after,1
E065,E245,during,1
E065,E248,after,1
E065,E248,during,1
E066,E010,during,3
E066,E013,after,2
E066,E016,before,1
E066,E020,after,1
E066,E020,during,1
E066,E028,during,1
E066,E032,during,1
E066,E035,during,2
E066,E057,after,2
E066,E057,during,1
E066,E060,after,2
E066,E061,before,2
E066,E068,before,1
E066,E068,during,1
E066,E074,before,1
E066,E074,during,1
E066,E079,before,1
E066,E079,during,2
E066,E099,before,2
E066,E099,during,2
E066,E126,before,1
E066,E128,before,2
E066,E131,after,1
E066,E131,before,1
E066,E141,after,1
E066,E141,during,1
E066,E156,during,1
E066,E162,during,1
E066,E169,before,1
E066,E169,during,1
E066,E204,after,2
E066,E204,before,2
E066,E205,before,1
E066,E215,before,1
E066,E216,after,2
E066,E230,before,1
E066,E230,during,1
E067,E023,before,1
E067,E023,during,1
E067,E051,during,1
E067,E058,before,1
E067,E068,before,1
E067,E068,during,2
E067,E073,before,1
E067,E093,before,1
E067,E122,during,1
E067,E132,during,1
E067,E179,before,1
E067,E181,during,1
E067,E187,before,1
E067,E194,during,1
E067,E202,before,1
E067,E205,before,1
E067,E218,during,1
E067,E220,before,1
E067,E220,during,1
E067,E225,before,1
E067,E237,during,2
E067,E246,during,1
E068,E003,after,1
E068,E003,before,1
E068,E003,during,1
E068,E004,after,1
E068,E004,before,2
E068,E004,during,2
E068,E007,after,2
E068,E008,during,1
E068,E011,before,1
E068,E013,before,3
E068,E018,during,2
E068,E019,during,1
E068,E022,after,1
E068,E032,during,1
E068,E034,during,1
E068,E035,before,1
E068,E037,before,1
E068,E039,before,1
E068,E040,before,1
E068,E040,during,1
E068,E041,before,1
E068,E043,before,1
E068,E044,before,1
E068,E044,during,1
E068,E045,before,1
E068,E046,during,1
E068,E049,before,1
E068,E050,during,1
E068,E051,during,1
E068,E056,during,1
E068,E057,before,1
E068,E058,during,2
E068,E059,before,1
E068,E060,during,1
E068,E061,during,1
E068,E063,before,1
E068,E063,during,1
E068,E065,during,2
E068,E066,after,1
E068,E067,before,1
E068,E067,during,2
E068,E069,before,1
E068,E071,before,1
E068,E073,during,1
E068,E074,after,1
E068,E075,after,1
E068,E075,before,2
E068,E077,after,1
E068,E077,before,1
E068,E078,after,1
E068,E080,during,2
E068,E082,during,1
E068,E088,during,1
E068,E091,after,1
E068,E091,before,1
E068,E092,after,1
E068,E092,during,1
E068,E093,after,2
E068,E093,before,1
E068,E093,during,1
E068,E095,before,2
E068,E096,before,2
E068,E096,during,2
E068,E101,before,1
E068,E101,during,2
E068,E103,during,1
E068,E104,after,1
E068,E104,during,1
E068,E106,before,1
E068,E107,during,1
E068,E108,after,1
E068,E109,before,1
E068,E111,after,1
E068,E111,during,2
E068,E112,before,1
E068,E112,during,1
E068,E114,before,2
E068,E115,before,3
E068,E115,during,1
E068,E119,before,1
E068,E122,during,1
E068,E123,before,1
E068,E124,after,1
E068,E124,before,1
E068,E125,before,1
E068,E126,before,1
E068,E127,before,1
E068,E128,during,1
E068,E129,before,1
E068,E129,during,1
E068,E130,before,1
E068,E130,during,1
E068,E132,after,1
E068,E132,before,3
E068,E132,during,1
E068,E139,before,1
E068,E141,during,1
E068,E143,before,1
E068,E145,before,2
E068,E150,before,1
E068,E151,after,1
E068,E152,during,1
E068,E157,before,1
E068,E157,during,1
E068,E158,before,1
E068,E161,during,1
E068,E162,after,1
E068,E165,during,1
E068,E166,before,1
E068,E166,during,1
E068,E171,before,1
E068,E171,during,1
E068,E172,after,2
E068,E172,during,1
E068,E173,after,1
E068,E173,before,2
E068,E173,during,2
E068,E177,before,1
E068,E178,during,2
E068,E179,before,2
E068,E179,during,1
E068,E181,before,1
E068,E181,during,2
E068,E182,before,1
E068,E183,during,2
E068,E186,during,1
E068,E187,after,1
E068,E187,before,1
E068,E188,after,1
E068,E188,during,1
E068,E191,before,1
E068,E193,during,1
E068,E194,before,1
E068,E194,during,2
E068,E196,after,1
E068,E196,before,2
E068,E196,during,1
E068,E198,after,1
E068,E198,before,1
E068,E198,during,1
E068,E199,before,1
E068,E200,before,2
E068,E200,during,1
E068,E202,during,1
E068,E205,after,1
E068,E205,before,2
E068,E205,during,1
E068,E206,before,1
E068,E207,during,1
E068,E210,during,1
E068,E211,before,2
E068,E211,during,2
E068,E213,before,2
E068,E214,before,1
E068,E214,during,4
E068,E215,during,1
E068,E216,before,1
E068,E216,during,1
E068,E217,after,1
E068,E217,before,1
E068,E218,after,1
E068,E218,during,1
E068,E220,before,1
E068,E220,during,3
E068,E221,during,1
E068,E222,before,1
E068,E222,during,2
E068,E224,after,2
E068,E225,before,2
E068,E226,before,2
E068,E226,during,1
E068,E231,during,3
E068,E233,after,1
E068,E234,after,1
E068,E236,before,1
E068,E239,before,1
E068,E239,during,2
E068,E242,before,1
E068,E245,during,1
E068,E246,after,1
E068,E246,before,2
E068,E246,during,1
E068,E248,before,1
E069,E040,before,2
E069,E054,before,1
E069,E054,during,1
E069,E061,before,4
E069,E070,during,1
E069,E094,before,2
E069,E099,during,1
E069,E114,during,1
E069,E122,before,1
E069,E123,during,2
E069,E135,before,1
E069,E135,during,1
E069,E139,during,2
E069,E198,during,2
E069,E203,during,1
E069,E239,before,1
E070,E049,before,1
E070,E049,during,2
E070,E054,during,2
E070,E061,before,5
E070,E061,during,2
E070,E068,during,2
E070,E069,during,1
E070,E078,before,1
E070,E078,during,1
E070,E088,after,2
E070,E088,during,1
E070,E114,after,2
E070,E114,before,1
E070,E114,during,1
E070,E122,during,1
E070,E123,after,1
E070,E125,during,1
E070,E126,before,1
E070,E135,during,2
E070,E139,after,1
E070,E139,during,1
E070,E158,after,2
E070,E158,before,1
E070,E167,during,2
E070,E203,after,1
E070,E205,after,1
E070,E235,after,2
E070,E235,during,2
E071,E004,before,1
E071,E004,during,2
E071,E023,after,1
E071,E039,during,1
E071,E051,before,1
E071,E063,during,1
E071,E068,after,1
E071,E073,before,1
E071,E075,after,1
E071,E075,before,1
E071,E093,after,1
E071,E095,before,1
E071,E101,during,1
E071,E111,before,1
E071,E115,during,1
E071,E122,after,1
E071,E122,before,1
E071,E122,during,1
E071,E124,after,1
E071,E126,before,1
E071,E129,during,2
E071,E157,during,1
E071,E181,during,1
E071,E184,after,1
E071,E184,during,1
E071,E194,during,2
E071,E196,after,1
E071,E196,before,1
E071,E204,before,1
E071,E213,before,1
E071,E218,after,1
E071,E218,before,1
E071,E237,during,1
E071,E239,before,1
E071,E246,after,1
E072,E004,before,2
E072,E004,during,2
E072,E006,after,2
E072,E006,during,1
E072,E026,before,1
E072,E029,during,1
E072,E052,during,1
E072,E055,during,1
E072,E076,after,1
E072,E076,during,1
E072,E087,during,1
E072,E090,after,1
E072,E099,before,3
E072,E099,during,1
E072,E118,during,1
E072,E122,before,1
E072,E126,after,1
E072,E142,during,1
E072,E148,before,1
E072,E148,during,1
E072,E168,after,1
E072,E174,during,1
E072,E229,before,1
E072,E239,during,1
E072,E240,during,1
E072,E247,before,1
E073,E004,before,1
E073,E004,during,1
E073,E032,during,1
E073,E044,during,1
E073,E063,during,1
E073,E067,during,1
E073,E104,during,1
E073,E115,during,1
E073,E122,during,1
E073,E129,before,1
E073,E178,during,1
E073,E196,during,1
E073,E205,during,1
E073,E226,before,1
E073,E226,during,1
E073,E234,during,1
E073,E243,after,1
E074,E010,during,1
E074,E013,before,1
E074,E035,before,1
E074,E035,during,1
E074,E057,before,1
E074,E121,before,1
E074,E128,before,1
E074,E128,during,1
E074,E143,before,1
E074,E143,during,1
E074,E169,during,2
E074,E183,before,1
E074,E183,during,1
E074,E189,during,1
E074,E204,after,2
E074,E204,before,2
E074,E212,after,1
E074,E212,during,1
E074,E230,during,1
E075,E003,after,1
E075,E004,after,1
E075,E004,before,1
E075,E004,during,1
E075,E008,during,1
E075,E039,before,1
E075,E058,during,1
E075,E061,before,1
E075,E064,during,1
E075,E068,before,1
E075,E068,during,1
E075,E071,after,1
E075,E095,during,1
E075,E107,after,1
E075,E111,after,1
E075,E115,after,1
E075,E122,before,1
E075,E122,during,1
E075,E124,during,1
E075,E132,during,1
E075,E157,before,1
E075,E173,after,1
E075,E173,before,1
E075,E173,during,1
E075,E179,during,1
E075,E181,after,1
E075,E194,after,1
E075,E194,during,1
E075,E196,during,1
E075,E200,before,1
E075,E202,during,1
E075,E204,after,1
E075,E205,after,1
E075,E205,before,1
E075,E211,during,1
E075,E218,before,1
E075,E219,during,1
E075,E220,before,1
E075,E222,during,2
E075,E233,before,1
E075,E237,during,1
E075,E239,before,1
E076,E004,after,1
E076,E004,before,1
E076,E004,during,1
E076,E014,during,1
E076,E021,after,1
E076,E021,during,2
E076,E029,before,1
E076,E029,during,1
E076,E030,during,1
E076,E032,during,1
E076,E047,before,1
E076,E055,during,1
E076,E061,during,3
E076,E072,before,1
E076,E081,during,2
E076,E086,before,1
E076,E086,during,1
E076,E099,before,1
E076,E099,during,3
E076,E110,before,1
E076,E110,during,1
E076,E118,before,1
E076,E142,after,1
E076,E146,after,1
E076,E148,after,1
E076,E174,during,1
E076,E180,after,1
E076,E208,after,1
E076,E209,during,1
E076,E227,after,1
E076,E229,after,1
E076,E229,before,1
E076,E238,before,2
E077,E002,after,1
E077,E003,after,1
E077,E004,after,1
E077,E004,before,1
E077,E004,during,2
E077,E008,before,1
E077,E023,after,1
E077,E023,before,1
E077,E064,during,1
E077,E067,during,1
E077,E068,during,3
E077,E073,after,1
E077,E101,during,1
E077,E107,after,1
E077,E122,during,1
E077,E132,before,1
E077,E173,during,1
E077,E178,after,1
E077,E196,before,1
E077,E205,after,1
E077,E205,before,1
E077,E220,during,1
E077,E233,during,1
E077,E237,during,1
E077,E239,before,1
E078,E032,before,1
E078,E049,during,2
E078,E054,before,1
E078,E054,during,1
E078,E061,before,3
E078,E061,during,5
E078,E068,before,2
E078,E088,after,1
E078,E088,during,2
E078,E094,during,1
E078,E099,during,1
E078,E113,during,2
E078,E114,after,2
E078,E123,after,1
E078,E125,during,1
E078,E126,after,1
E078,E135,after,1
E078,E139,after,2
E078,E139,before,3
E078,E158,during,1
E078,E176,before,1
E078,E176,during,1
E078,E198,before,1
E078,E198,during,1
E078,E203,after,1
E078,E204,before,1
E078,E205,during,1
E078,E235,during,1
E078,E239,during,1
E079,E013,after,1
E079,E016,during,1
E079,E020,before,2
E079,E020,during,1
E079,E028,after,1
E079,E057,during,2
E079,E060,after,1
E079,E061,during,1
E079,E068,before,1
E079,E074,after,1
E079,E074,before,1
E079,E099,before,2
E079,E128,after,1
E079,E128,before,2
E079,E128,during,1
E079,E141,after,1
E079,E141,during,2
E079,E169,during,2
E079,E183,after,1
E079,E183,during,1
E079,E197,before,1
E079,E197,during,1
E079,E204,after,2
E079,E204,before,2
E079,E204,during,3
E079,E205,after,1
E079,E212,after,1
E079,E215,before,1
E080,E002,after,1
E080,E002,before,1
E080,E002,during,1
E080,E003,before,2
E080,E004,after,1
E080,E004,before,1
E080,E004,during,3
E080,E039,after,1
E080,E044,before,1
E080,E063,during,1
E080,E068,before,3
E080,E068,during,1
E080,E071,before,1
E080,E071,during,2
E080,E075,during,1
E080,E077,during,2
E080,E091,after,1
E080,E091,before,2
E080,E101,after,1
E080,E101,during,1
E080,E102,before,1
E080,E104,after,1
E080,E104,before,1
E080,E107,after,1
E080,E111,before,1
E080,E111,during,1
E080,E115,after,1
E080,E115,during,1
E080,E122,during,1
E080,E124,during,1
E080,E132,after,1
E080,E147,during,1
E080,E157,after,1
E080,E178,during,1
E080,E181,during,1
E080,E187,after,1
E080,E187,before,1
E080,E194,before,1
E080,E196,after,1
E080,E200,after,1
E080,E202,after,1
E080,E204,during,1
E080,E205,during,3
E080,E213,before,1
E080,E214,during,1
E080,E218,after,1
E080,E218,during,1
E080,E222,during,1
E080,E226,after,1
E080,E233,after,1
E080,E234,after,2
E080,E237,during,2
E080,E239,during,1
E080,E243,during,2
E080,E246,during,1
E081,E004,during,1
E081,E006,during,1
E081,E014,after,1
E081,E014,during,1
E081,E027,before,1
E081,E030,after,1
E081,E033,after,2
E081,E052,during,1
E081,E055,after,1
E081,E061,before,1
E081,E061,during,2
E081,E072,before,2
E081,E072,during,1
E081,E076,before,1
E081,E076,during,1
E081,E087,after,1
E081,E087,before,1
E081,E087,during,1
E081,E090,after,1
E081,E090,before,1
E081,E099,before,2
E081,E099,during,2
E081,E110,during,2
E081,E142,after,1
E081,E142,before,2
E081,E146,during,1
E081,E148,during,1
E081,E149,during,1
E081,E154,during,1
E081,E170,before,1
E081,E180,during,1
E081,E190,during,1
E081,E208,before,1
E081,E208,during,2
E081,E209,before,1
E081,E229,after,1
E081,E229,during,2
E081,E232,during,1
E081,E238,after,2
E081,E239,before,1
E081,E240,before,1
E081,E247,after,1
E081,E250,before,1
E082,E032,during,1
E082,E042,during,1
E082,E053,during,1
E082,E099,before,1
E082,E103,after,1
E082,E106,after,1
E082,E122,during,2
E082,E155,during,1
E082,E171,during,1
E082,E207,during,1
E082,E223,after,1
E082,E223,during,1
E082,E239,during,1
E083,E004,after,1
E083,E004,before,3
E083,E004,during,1
E083,E021,after,1
E083,E024,during,2
E083,E029,during,2
E083,E030,after,1
E083,E031,before,2
E083,E033,before,1
E083,E047,during,1
E083,E052,after,1
E083,E055,after,2
E083,E055,during,1
E083,E062,before,2
E083,E062,during,1
E083,E076,during,2
E083,E084,during,2
E083,E086,before,2
E083,E098,before,1
E083,E099,before,2
E083,E099,during,1
E083,E110,after,1
E083,E110,during,2
E083,E118,during,1
E083,E122,after,3
E083,E122,during,1
E083,E126,before,1
E083,E126,during,1
E083,E142,after,1
E083,E144,before,1
E083,E146,during,1
E083,E148,after,1
E083,E148,before,2
E083,E154,during,1
E083,E159,after,2
E083,E168,before,1
E083,E170,during,1
E083,E174,before,1
E083,E190,during,1
E083,E192,before,1
E083,E204,before,2
E083,E208,during,1
E083,E232,after,1
