exporter_id,importer_id,period,tonnes,price_usd_per_t
C121,C132,before,75,859
C121,C134,before,51,954
C121,C135,after,63,914
C121,C135,during,91,871
C121,C136,before,59,987
C121,C138,during,75,959
C121,C139,before,74,980
C121,C139,during,75,929
C121,C140,after,83,986
C121,C140,before,73,946
C121,C140,during,64,921
C125,C113,after,140,989
C125,C113,before,83,961
C125,C114,during,63,847
C125,C115,after,22630,1172
C125,C115,before,7300,925
C125,C115,during,7414,968
C125,C117,after,90,924
C125,C118,before,90,942
C125,C121,before,89,900
C125,C122,after,22849,1131
C125,C122,before,7306,959
C125,C122,during,8957,999
C125,C123,before,62,901
C125,C123,during,74,924
C125,C124,after,18847,1020
C125,C124,before,6341,909
C125,C124,during,4869,918
C125,C127,before,52,891
C125,C133,after,68,942
C125,C133,during,69,973
C125,C134,during,84,989
C125,C135,after,83,944
C125,C135,during,60,954
C125,C139,before,63,829
C125,C140,after,16400,1043
C125,C140,before,6450,919
C125,C140,during,7184,1018
C130,C113,before,68,917
C130,C114,after,59,956
C130,C114,during,63,931
C130,C115,after,81,920
C130,C115,before,128,844
C130,C115,during,86,878
C130,C116,before,62,941
C130,C117,before,65,851
C130,C118,during,91,957
C130,C121,after,60,970
C130,C123,during,55,918
C130,C124,after,84,955
C130,C125,after,107,892
C130,C125,before,56,955
C130,C125,during,50,878
C130,C127,during,50,836
C130,C133,after,67,828
C130,C134,during,61,901
C130,C135,before,81,858
C130,C135,during,55,892
C130,C139,after,65,970
C130,C139,before,69,968
C130,C140,during,52,839
C132,C113,before,115,867
C132,C114,before,60,917
C132,C115,after,29110,1110
C132,C115,before,7837,860
C132,C115,during,4468,921
C132,C116,before,60,843
C132,C117,after,76,925
C132,C117,during,63,850
C132,C118,after,77,858
C132,C118,during,112,914
C132,C121,after,50,894
C132,C122,after,14879,1023
C132,C122,before,5257,918
C132,C122,during,6010,1041
C132,C124,after,20553,1085
C132,C124,before,3860,830
C132,C124,during,5620,950
C132,C125,before,71,927
C132,C125,during,72,840
C132,C129,during,74,889
C132,C134,after,54,968
C132,C134,before,56,877
C132,C136,during,86,898
C132,C138,after,93,963
C132,C139,after,79,986
C132,C139,before,60,908
C132,C140,after,26495,1027
C132,C140,before,4795,942
C132,C140,during,8307,1009
