from_id,to_id,period,amount,acts,aid_type,cross_block
P060,P017,during,23.0,1,info,1
P060,O026,during,105.7,1,food,1
P060,P221,during,96.9,1,info,1
P061,P066,during,1.7,1,money,0
P061,P076,during,23.6,1,info,1
P061,P144,during,18.6,1,shelter,0
P061,P122,during,20.3,1,info,0
P061,P093,during,20.3,1,info,1
P061,P054,during,78.2,1,info,0
P061,P017,during,83.1,1,food,0
P062,P178,during,20.2,1,info,1
P062,P071,during,50.8,1,food,1
P062,P133,during,49.1,1,info,1
P062,P148,during,57.4,1,food,0
P063,P040,during,67.5,1,food,0
P063,P013,during,37.8,1,food,0
P063,P067,during,28.0,1,food,0
P063,P154,during,49.7,1,money,0
P063,P034,during,62.2,1,shelter,1
P064,O014,during,10.2,1,info,0
P064,P211,during,37.5,1,food,0
P064,P215,during,114.1,2,food,0
P064,P106,during,34.7,1,shelter,0
P064,P001,during,22.6,1,shelter,0
P064,P208,during,42.0,1,food,0
P064,P087,during,105.1,1,shelter,0
P064,P007,during,15.7,1,info,0
P065,P063,during,34.6,1,shelter,0
P065,P066,during,71.5,1,info,0
P065,P013,during,27.8,1,info,0
P065,P096,during,81.9,1,info,0
P065,P158,during,23.1,1,info,0
P065,P089,during,54.1,1,food,1
P065,P040,during,33.8,1,food,0
P065,P186,during,100.8,2,food,0
P065,P178,during,46.1,1,food,1
P066,P144,during,15.7,1,food,0
P066,P058,during,61.7,2,food,0
P066,P135,during,40.3,1,money,0
P066,P197,during,11.0,1,money,0
P066,P078,during,115.0,1,info,0
P066,P114,during,23.0,1,info,0
P066,P212,during,61.2,1,food,0
P066,P017,during,51.6,1,shelter,0
P066,P020,during,34.4,1,food,0
P067,P214,during,30.7,1,food,1
P067,P197,during,6.4,1,shelter,0
P067,P077,during,46.3,1,money,1
P067,P004,during,21.4,1,info,1
P067,P210,during,64.5,1,food,1
P067,P058,during,23.0,1,info,0
P067,P211,during,29.4,1,food,1
P067,P112,during,46.0,1,food,1
P068,P144,during,18.1,1,food,1
P068,P034,during,19.2,1,shelter,0
P068,P011,during,15.9,1,shelter,0
P068,P221,during,31.3,1,info,0
P068,O020,during,49.5,1,food,1
P068,O022,during,29.5,1,info,1
P069,P066,during,8.8,1,food,1
P069,P161,during,29.3,1,food,0
P069,P211,during,54.9,1,shelter,1
P070,O008,during,22.2,2,food,0
P070,P167,during,30.0,1,shelter,1
P070,P010,during,33.3,1,food,0
P070,P094,during,41.0,1,shelter,1
P070,P172,during,30.6,2,shelter,0
P070,P193,during,67.9,1,info,1
P070,P166,during,25.8,1,money,1
P070,O005,during,44.1,1,shelter,1
P071,P080,during,27.7,1,food,1
P072,P147,during,10.3,1,food,1
P072,O027,during,44.0,1,shelter,0
P073,P093,during,86.5,1,food,1
P073,P196,during,15.7,1,food,1
P073,P152,during,29.2,1,shelter,0
P073,P028,during,40.9,1,food,1
P073,P116,during,22.5,1,shelter,0
P073,P084,during,64.5,1,food,1
P073,P214,during,27.7,1,shelter,0
P073,P168,during,68.6,1,shelter,0
P073,P056,during,21.1,1,shelter,0
P073,P110,during,128.7,1,shelter,0
P074,P211,during,45.0,1,food,1
P074,O026,during,11.5,1,food,0
P074,P089,during,8.6,1,food,0
P074,P124,during,96.6,1,money,1
P074,P051,during,60.4,2,food,0
P074,P199,during,12.4,1,food,0
P074,P029,during,58.9,1,money,0
P074,P175,during,34.3,1,shelter,0
P075,P060,during,2.6,1,shelter,0
P075,P113,during,12.3,1,shelter,1
P075,O012,during,30.2,1,food,1
P075,O015,during,32.4,1,food,0
P075,O014,during,148.5,1,food,1
P075,P085,during,82.6,1,food,0
P075,O020,during,25.6,1,food,0
P075,P211,during,34.5,1,food,1
P076,P184,during,84.8,2,info,0
P076,O022,during,40.8,1,money,1
P076,P211,during,41.8,1,money,1
P076,O010,during,55.9,1,food,1
P076,P022,during,56.8,1,money,0
P076,P113,during,53.5,1,food,0
P076,P147,during,21.1,1,shelter,0
P076,P166,during,15.9,1,food,0
P077,P076,during,6.3,1,food,0
P077,P214,during,8.1,1,food,1
P077,P047,during,78.1,1,money,0
P077,P068,during,40.9,1,info,0
P077,P176,during,53.8,1,shelter,1
P077,P155,during,14.7,1,info,1
P077,P133,during,40.6,1,food,1
P077,P034,during,32.2,1,food,0
P077,P166,during,26.0,1,shelter,0
P077,P211,during,58.4,1,info,1
P077,P033,during,21.3,1,info,0
P077,P169,during,26.0,1,info,0
P077,P171,during,32.7,1,info,0
P077,P147,during,23.7,1,food,0
P077,P124,during,57.0,1,shelter,1
P077,P184,during,124.9,1,info,0
P078,P133,during,83.3,1,info,0
P078,P154,during,24.2,1,info,0
P078,P122,during,139.9,2,info,0
P078,P067,during,11.3,1,shelter,0
P078,P130,during,94.5,1,food,0
P078,P063,during,28.9,1,info,0
P079,P066,during,41.2,1,food,0
P079,O018,during,30.1,1,info,0
P079,P054,during,15.8,1,shelter,0
P079,P212,during,20.0,1,food,0
P079,P065,during,68.2,1,shelter,0
P079,P021,during,28.6,1,food,1
P079,P130,during,31.0,1,info,0
P080,P110,during,70.6,3,food,0
P080,P214,during,12.7,1,food,0
P080,O020,during,4.8,1,info,1
P080,P045,during,51.5,1,shelter,0
P080,P020,during,10.8,1,food,1
P080,P025,during,45.4,1,food,0
P080,O004,during,31.0,1,shelter,1
P080,P124,during,14.9,1,food,1
P080,P152,during,53.0,2,money,0
P080,P087,during,7.7,1,money,1
P080,P041,during,42.4,2,food,1
P080,P172,during,17.9,1,info,1
P080,P057,during,18.6,1,food,1
P080,P019,during,51.3,1,info,0
P080,P053,during,25.8,1,food,0
P080,P024,during,16.9,1,shelter,0
P081,O021,during,6.6,1,info,0
P081,P065,during,12.7,1,food,0
P081,P210,during,19.2,1,money,1
P081,P165,during,6.3,1,food,0
P081,P154,during,43.7,2,food,0
P081,P066,during,14.6,1,money,0
P081,P110,during,15.6,1,food,1
P082,P222,during,27.7,1,food,0
P082,O022,during,86.1,2,food,0
P082,P203,during,48.5,1,shelter,0
P082,P053,during,36.5,1,money,1
P082,P041,during,25.9,1,food,0
P082,P027,during,11.8,1,shelter,0
P083,P053,during,17.9,1,info,0
P083,P181,during,12.9,1,shelter,0
P085,O020,during,11.5,1,info,0
P085,P037,during,29.8,1,money,0
P086,P154,during,32.4,1,shelter,1
P086,P209,during,42.1,1,money,0
P086,P009,during,19.7,1,food,0
P086,P114,during,3.3,1,food,1
P087,P215,during,14.7,1,info,0
P087,P031,during,67.8,2,info,0
P087,P211,during,43.6,2,shelter,0
P087,P064,during,30.1,1,money,0
P087,P001,during,20.3,1,shelter,0
P088,P062,during,63.6,1,food,0
P088,O008,during,106.9,2,shelter,0
P088,P027,during,80.9,1,shelter,0
P088,P002,during,12.8,1,money,0
P088,P145,during,152.6,1,info,0
P089,P009,during,75.6,1,shelter,1
P089,P071,during,173.1,2,money,0
P089,P002,during,33.6,1,money,1
P089,P152,during,16.0,1,info,1
P089,P115,during,74.5,1,info,0
P090,P002,during,36.1,1,info,0
P090,O008,during,87.1,1,food,0
P090,P211,during,240.5,1,shelter,1
P090,P093,during,66.9,2,info,0
P090,P082,during,97.8,1,shelter,0
P090,P041,during,138.3,2,shelter,0
P090,P010,during,60.4,1,info,0
P090,P027,during,28.9,1,food,0
P090,O016,during,8.1,1,shelter,0
P090,P209,during,7.2,1,shelter,1
P090,P191,during,4.7,1,shelter,1
P090,P057,during,14.5,1,food,0
P090,P148,during,29.8,1,info,0
P090,P137,during,52.9,1,info,1
P091,P170,during,47.6,1,info,1
P092,P208,during,57.0,1,food,0
P092,P211,during,4.1,1,food,0
P092,P159,during,25.2,1,money,0
P093,O019,during,147.9,1,info,1
P093,P049,during,70.0,2,money,1
P093,O015,during,68.4,1,info,1
P093,P222,during,12.6,1,money,0
P093,O016,during,10.8,1,shelter,0
P093,P144,during,25.4,1,shelter,1
P093,P124,during,90.0,2,food,0
P093,P211,during,12.9,1,food,1
P093,P220,during,12.5,1,shelter,0
P093,P027,during,81.3,1,food,0
P093,P072,during,25.9,1,money,0
P093,P210,during,38.8,1,food,0
P093,P203,during,93.5,2,info,0
P093,P154,during,23.2,1,info,1
P093,P191,during,14.7,1,info,1
P093,P221,during,7.0,1,food,1
P093,P200,during,53.7,1,money,1
P094,P033,during,27.2,1,food,0
P094,P139,during,62.6,1,info,1
P095,P221,during,36.1,1,shelter,0
P095,P113,during,36.5,1,food,0
P095,P124,during,45.3,1,info,1
P095,P078,during,33.1,1,money,1
P095,P184,during,35.8,1,shelter,0
P095,P042,during,45.3,1,food,1
P095,P047,during,27.8,1,info,0
P095,P009,during,61.3,1,food,1
P095,O026,during,131.3,1,shelter,1
P095,P024,during,62.6,1,info,1
P095,P171,during,22.8,1,info,0
P095,P134,during,2.7,1,food,0
P095,P002,during,11.8,1,shelter,1
P095,P011,during,58.1,1,info,0
P095,P166,during,74.6,1,info,0
P095,P033,during,17.7,1,shelter,0
P095,P068,during,25.9,1,food,0
P095,P034,during,7.1,1,food,0
P096,P179,during,16.4,1,food,1
P096,P066,during,24.7,1,food,0
P096,P197,during,19.1,1,food,0
P096,P114,during,38.1,1,info,0
P097,P059,during,69.5,1,food,1
P097,P166,during,5.8,1,money,0
P097,O019,during,25.8,1,food,1
P097,O001,during,9.3,1,info,1
P097,P094,during,15.0,1,food,0
P097,P147,during,49.0,1,info,0
P097,P033,during,51.0,1,food,0
P097,O024,during,90.8,1,food,1
P097,P221,during,62.6,2,shelter,0
P097,P063,during,28.4,1,food,1
P097,P073,during,19.8,1,food,1
P097,P152,during,18.7,1,info,1
P097,P134,during,46.4,1,info,0
P097,P130,during,16.3,1,info,1
P097,P211,during,22.3,1,info,1
P097,P206,during,48.8,1,money,1
P097,P009,during,10.5,1,info,1
P097,P047,during,32.9,1,info,0
P097,P011,during,20.9,1,food,0
P098,O015,during,77.0,1,info,0
P098,P131,during,41.1,1,money,1
P098,P135,during,80.5,1,info,1
P098,P161,during,38.0,1,food,0
P098,P066,during,23.1,1,food,1
P098,P049,during,11.0,1,food,1
P098,P129,during,15.1,1,shelter,0
P099,P155,during,91.7,1,info,0
P099,P091,during,129.9,1,info,1
P099,P222,during,58.9,1,food,1
P099,O020,during,63.0,1,info,0
P099,P073,during,34.5,1,food,1
P099,P158,during,112.5,1,food,1
P099,P123,during,22.2,1,money,0
P099,P211,during,38.3,1,food,1
P099,P178,during,42.3,1,money,1
P099,P214,during,90.2,1,info,1
P100,P174,during,41.1,1,info,0
P100,P191,during,47.2,1,money,0
P100,P023,during,23.9,1,money,0
P101,P143,during,18.3,1,food,0
P102,P215,during,34.3,1,money,0
P102,P049,during,24.7,1,info,0
P102,P211,during,22.4,1,money,0
P102,O010,during,42.7,1,money,0
P103,P034,during,170.3,2,food,0
P103,P068,during,15.0,1,shelter,0
P103,O008,during,66.6,1,shelter,1
P103,P207,during,60.9,1,shelter,1
P103,P211,during,11.7,1,shelter,1
P103,P152,during,50.2,1,shelter,1
P103,P027,during,37.6,1,info,1
P103,P184,during,91.2,1,food,0
P103,P221,during,50.3,1,food,0
P104,O025,during,82.3,2,food,0
P104,P219,during,67.3,1,info,0
P104,P191,during,247.8,5,food,0
P104,P012,during,16.3,1,food,0
P104,P137,during,49.1,1,shelter,0
P104,P178,during,90.8,1,shelter,0
P105,P152,during,49.3,2,info,0
P105,P164,during,57.0,1,money,1
P105,P025,during,49.3,1,shelter,0
P105,P003,during,43.8,1,food,0
P105,O028,during,87.5,1,info,1
P105,P214,during,27.4,1,info,0
P106,P211,during,74.5,3,info,0
P106,P216,during,128.3,3,shelter,0
P106,P055,during,34.5,1,info,0
P106,O010,during,43.0,1,info,0
P106,P215,during,21.5,1,info,0
P106,P087,during,65.5,1,info,0
P106,P004,during,16.8,1,info,0
P106,O014,during,25.3,1,food,0
P106,O013,during,8.9,1,food,0
P107,P205,during,28.2,1,food,1
P107,P041,during,92.8,1,food,0
P107,P203,during,119.1,2,shelter,0
P107,P010,during,68.4,1,food,0
P107,P166,during,21.5,1,info,1
P107,P082,during,64.5,1,money,0
P107,P027,during,56.3,1,shelter,0
P107,P148,during,15.9,1,food,0
P108,P009,during,14.1,1,shelter,1
P108,P046,during,94.5,1,food,1
P108,P222,during,14.9,1,info,1
P108,P221,during,32.3,2,info,0
P108,P069,during,139.3,1,shelter,1
P108,P115,during,47.3,1,food,1
P108,P004,during,80.6,1,info,1
P108,P157,during,56.4,1,money,0
P109,P146,during,49.5,1,food,1
P109,P211,during,28.3,1,food,1
P109,P155,during,30.2,1,info,0
P109,P129,during,20.5,1,money,0
P109,P209,during,50.0,1,food,0
P110,P042,during,71.4,2,food,0
P110,P009,during,10.7,1,food,1
P110,P046,during,138.5,3,info,0
P110,P025,during,7.2,1,food,0
P110,P151,during,36.3,1,food,0
P110,P214,during,80.5,3,info,0
P110,P053,during,28.6,1,money,0
P110,P188,during,8.5,1,money,1
P110,P201,during,5.8,1,info,0
P110,O008,during,32.1,1,food,1
P110,P086,during,9.5,1,food,1
P110,P082,during,24.4,1,food,1
P110,P073,during,18.8,1,money,0
P110,P159,during,11.5,1,food,1
P110,P045,during,29.8,1,info,0
P110,P066,during,73.1,1,shelter,1
P111,P062,during,37.3,1,food,0
P111,P148,during,10.6,1,info,0
P111,P119,during,190.9,1,shelter,0
P111,P157,during,71.7,1,shelter,1
P111,O016,during,25.1,1,food,0
P111,P093,during,0.8,1,food,0
P112,P206,during,29.4,1,money,0
P112,P071,during,124.0,1,info,0
P112,P176,during,7.8,1,food,1
P112,P059,during,50.1,1,info,0
P112,O004,during,45.4,1,food,1
P112,P087,during,74.5,1,shelter,1
P112,P168,during,33.2,1,info,1
P112,O026,during,14.6,1,shelter,0
P113,P200,during,47.2,1,money,0
P113,P115,during,40.3,1,info,1
P114,P051,during,3.7,1,info,1
P115,P009,during,31.1,1,shelter,1
P115,P131,during,25.9,1,shelter,0
P115,P048,during,12.1,1,info,1
P115,P023,during,80.1,1,shelter,1
P115,P206,during,3.0,1,info,0
P115,P144,during,12.7,1,food,1
P115,P084,during,37.0,1,info,0
P116,P113,during,24.9,1,money,1
P116,P053,during,48.5,1,shelter,0
P116,P019,during,14.4,1,food,0
P116,P042,during,18.5,1,food,0
P116,P048,during,66.3,1,shelter,1
P116,P117,during,20.6,1,shelter,1
P116,P208,during,45.7,1,shelter,1
P116,P168,during,30.4,1,info,0
P116,P214,during,37.9,1,info,0
P116,P046,during,29.9,1,food,0
P116,P141,during,34.0,1,food,1
P116,P188,during,7.3,1,food,1
P116,P201,during,37.6,1,info,0
P117,P087,during,128.8,1,food,0
P117,P055,during,50.9,1,info,0
P117,P215,during,17.3,1,money,0
P117,P211,during,57.6,2,shelter,0
P118,O010,during,53.4,1,info,0
P118,P049,during,68.9,2,money,0
P118,P007,during,36.4,1,shelter,0
P118,P211,during,187.9,6,shelter,0
P118,P087,during,40.1,1,food,0
P118,P185,during,5.6,1,shelter,0
P118,P215,during,53.8,2,food,0
P118,P031,during,23.4,1,info,0
P118,P159,during,25.3,1,food,0
P119,P141,during,23.1,1,food,0
P119,P004,during,101.3,1,money,1
P119,P114,during,48.5,1,money,1
P119,P111,during,18.2,1,info,0
P119,P093,during,77.0,1,food,0
P119,P217,during,35.3,1,info,1
P119,P041,during,19.9,1,shelter,0
P119,O009,during,5.4,1,food,0
P119,P009,during,10.2,1,food,1
P119,P138,during,33.5,1,shelter,0
P119,P148,during,50.2,1,shelter,0
P119,P053,during,30.8,1,shelter,1
P119,P115,during,32.8,1,food,1
P119,P107,during,60.3,1,food,0
P119,O008,during,29.6,1,info,0
P119,P145,during,171.8,2,info,0
P119,P175,during,31.9,1,info,1
P119,P027,during,40.9,1,food,0
P120,P114,during,115.5,1,info,0
P120,P197,during,26.6,1,food,0
P120,P097,during,97.2,1,shelter,1
P120,O024,during,14.1,1,info,0
P120,P044,during,62.8,1,shelter,1
P120,P066,during,40.6,1,money,0
P120,P063,during,6.9,1,shelter,0
P120,P152,during,34.2,1,food,1
P120,P158,during,9.0,1,food,0
P120,P101,during,101.0,1,food,1
P120,P009,during,48.6,1,info,1
P120,P054,during,66.4,1,food,0
P120,P180,during,15.6,1,info,1
P121,P063,during,37.3,1,shelter,0
P121,P158,during,25.7,1,info,0
P121,P147,during,26.6,1,shelter,1
P121,P066,during,64.9,1,shelter,0
P121,P133,during,99.3,1,food,0
P121,P054,during,11.9,1,shelter,0
P121,P078,during,63.1,1,info,0
P121,P114,during,94.0,1,info,0
P121,P165,during,42.4,1,food,0
P121,P122,during,8.2,1,shelter,0
P121,O018,during,89.6,1,food,0
P121,P177,during,21.5,1,food,1
P122,P130,during,52.3,1,info,0
P122,P017,during,75.0,1,info,0
P122,P066,during,3.4,1,money,0
P122,P145,during,68.0,1,food,1
P122,P158,during,13.3,1,money,0
P122,O018,during,4.7,1,money,0
P122,P186,during,3.1,1,shelter,0
P122,O024,during,24.2,1,money,0
P122,P075,during,32.9,1,food,1
P123,P009,during,91.0,1,food,0
P123,P124,during,64.1,1,food,1
P123,P115,during,78.5,1,food,1
P123,P155,during,29.1,1,food,0
P123,P085,during,127.7,2,info,0
P123,P161,during,78.5,1,info,0
P123,P215,during,68.4,1,info,1
P123,P028,during,21.8,1,shelter,0
P124,P211,during,42.5,1,shelter,1
P124,P051,during,30.4,1,shelter,1
P124,P082,during,10.1,1,money,0
P124,P002,during,35.2,1,info,0
P124,P119,during,137.1,1,shelter,0
P124,P009,during,29.9,1,money,1
P124,P084,during,47.4,1,shelter,1
P124,O027,during,50.9,1,food,0
P124,P093,during,14.3,1,food,0
P124,P156,during,28.7,1,food,1
P124,P010,during,17.8,1,shelter,0
P124,P148,during,48.1,1,food,0
P124,P041,during,41.0,1,shelter,0
P124,P165,during,21.1,1,food,1
P125,P155,during,17.0,1,info,0
P125,P217,during,54.1,1,money,0
P125,P209,during,41.0,1,shelter,0
P125,P193,during,42.8,1,food,0
P125,P210,during,43.8,1,info,1
P126,P196,during,23.5,1,shelter,1
P126,O008,during,94.8,1,money,0
P126,P177,during,28.9,1,info,0
P126,P063,during,29.0,1,food,1
P126,P118,during,37.2,1,info,1
P126,P053,during,97.2,1,food,1
P126,P082,during,35.4,1,food,0
P126,P072,during,48.9,1,food,0
P126,P152,during,22.3,1,money,1
P127,P152,during,37.0,1,food,1
P127,P034,during,30.8,1,money,0
P127,P095,during,80.7,1,money,0
P127,P027,during,63.1,1,food,1
P127,P002,during,38.9,1,money,1
P127,P124,during,10.8,1,info,1
P127,O012,during,28.0,1,info,1
P127,P033,during,122.0,3,food,0
P127,P211,during,26.9,1,info,1
P127,P009,during,17.9,1,shelter,1
P127,P073,during,31.3,1,info,1
P127,P184,during,35.6,1,food,0
P127,P136,during,8.5,1,money,1
P127,O016,during,29.5,1,info,1
P127,P169,during,30.2,1,food,0
P127,P113,during,137.0,1,food,0
P127,P107,during,12.4,1,info,1
P127,P111,during,7.6,1,info,1
P127,P049,during,27.7,1,food,1
P128,O028,during,78.0,1,info,0
P128,P110,during,15.9,1,info,1
P128,P190,during,16.7,1,info,0
P129,P027,during,69.6,1,food,1
P129,P009,during,193.0,4,shelter,0
P129,P163,during,94.4,1,info,1
P129,P217,during,33.8,1,money,0
P129,O009,during,29.7,1,food,1
P129,O015,during,48.6,1,food,0
P129,P034,during,6.9,1,food,1
P129,P082,during,33.9,1,food,1
P129,P207,during,22.8,1,info,0
P129,P136,during,54.7,1,food,0
P129,P206,during,31.8,1,money,1
P129,P205,during,52.2,1,info,0
P130,P214,during,25.8,1,money,1
P130,P156,during,157.8,1,info,0
P130,P133,during,22.6,1,shelter,0
P130,P020,during,30.5,1,food,0
P130,P152,during,31.3,1,info,1
P130,P120,during,4.7,1,info,0
P131,P205,during,78.5,1,info,1
P131,P196,during,81.0,1,money,0
P131,P063,during,11.9,1,money,1
P131,P211,during,98.2,1,info,1
P132,P143,during,28.8,1,info,0
P132,P137,during,62.2,1,food,0
P133,P121,during,25.5,1,food,0
P133,P063,during,45.4,1,food,0
P133,P066,during,26.0,1,food,0
P133,P041,during,32.6,1,info,1
P133,O018,during,57.3,1,food,0
P133,P046,during,67.0,1,shelter,1
P134,P047,during,21.3,1,food,0
P134,P074,during,9.1,1,info,1
P134,P211,during,75.3,2,shelter,1
P134,P192,during,29.6,1,food,1
P134,P169,during,44.8,1,food,0
P134,P041,during,70.7,1,info,1
P134,P076,during,15.4,1,shelter,0
P134,P157,during,91.5,1,food,0
P134,P034,during,21.0,1,shelter,0
P134,P029,during,45.7,1,money,1
P134,O012,during,51.8,1,info,1
P135,P114,during,45.6,2,food,0
P135,P144,during,77.6,1,food,0
P135,P158,during,72.7,2,money,0
P135,P184,during,41.9,1,food,1
P135,P217,during,54.7,1,food,1
P135,P204,during,10.7,1,food,1
P135,P197,during,61.4,1,info,0
P135,P154,during,67.0,1,money,0
P135,P060,during,141.3,1,info,1
P135,P020,during,18.6,1,shelter,0
P136,P166,during,27.2,1,shelter,1
P136,P074,during,21.4,1,money,1
P136,P049,during,53.0,1,info,1
P137,P174,during,13.9,1,info,0
P137,P023,during,22.2,1,food,0
P137,P170,during,53.5,2,food,0
P137,P178,during,32.4,1,food,0
P137,O023,during,13.8,1,shelter,0
P137,O025,during,97.1,1,money,0
P137,P101,during,2.8,1,shelter,0
P137,P104,during,96.7,1,food,0
P137,P191,during,32.9,1,food,0
P138,P211,during,33.8,2,info,1
P138,P072,during,30.3,1,food,0
P138,P141,during,100.8,1,money,0
P138,P222,during,34.5,1,money,0
P138,P124,during,25.9,1,info,0
P138,O014,during,7.6,1,info,1
P138,P131,during,34.5,1,food,1
P138,P033,during,35.8,1,info,1
P139,P019,during,50.1,1,money,0
P139,P043,during,19.3,1,food,1
P139,P065,during,16.4,1,food,1
P139,P009,during,13.6,1,food,1
P139,P090,during,48.6,1,food,1
P139,P182,during,52.7,1,info,0
P139,P116,during,66.8,1,info,0
P139,P087,during,22.7,1,food,1
P140,P033,during,26.1,1,food,1
P140,P152,during,16.8,1,money,1
P140,P200,during,42.8,1,food,1
P140,P085,during,15.7,1,food,0
P140,P197,during,26.0,1,food,1
P140,O016,during,29.0,1,food,1
P141,P138,during,48.7,1,shelter,0
P141,P085,during,26.1,1,food,1
P141,P010,during,41.4,1,food,0
P142,P057,during,5.6,1,food,0
P142,O009,during,56.4,1,info,0
P142,P177,during,7.2,1,info,0
P142,P214,during,7.4,1,info,1
P142,P010,during,26.0,1,food,0
P142,O008,during,52.5,1,food,0
P142,P155,during,41.9,1,money,1
P142,P031,during,62.6,1,food,1
P142,P059,during,40.7,1,shelter,1
P142,P141,during,23.6,1,food,0
P143,P100,during,68.9,2,food,0
P143,P170,during,63.1,1,food,0
P143,P174,during,31.8,1,info,0
P144,P197,during,17.9,1,food,0
P144,P110,during,76.9,1,food,1
P144,P145,during,26.0,1,info,1
P144,P065,during,7.4,1,money,0
P144,P179,during,8.3,1,food,1
P144,P066,during,15.1,1,food,0
P145,P126,during,138.1,2,food,0
P145,P041,during,107.8,3,food,0
P145,P082,during,90.1,2,info,0
P145,P211,during,53.9,2,shelter,1
P145,P131,during,18.8,1,food,1
P145,O008,during,246.3,2,info,0
P145,P072,during,29.4,1,food,0
P145,P124,during,174.0,2,food,0
P145,P063,during,9.3,1,food,1
P145,P208,during,41.5,1,info,1
P145,P093,during,23.4,1,shelter,0
P145,P141,during,74.3,1,info,0
P145,P119,during,88.8,2,food,0
P145,P148,during,97.6,1,food,0
P145,P149,during,94.4,1,food,0
P145,O022,during,33.4,1,info,0
P145,P027,during,34.4,1,food,0
P146,P077,during,34.5,1,money,0
P146,P221,during,75.1,1,info,0
P146,P022,during,44.8,1,food,0
P146,P047,during,55.4,1,shelter,0
P146,P169,during,118.2,1,shelter,0
P146,P121,during,96.0,1,food,1
P146,P184,during,9.0,1,shelter,0
P146,P076,during,200.3,3,food,0
P147,P116,during,51.0,1,info,1
P148,P054,during,44.7,1,food,1
P148,P152,during,28.8,1,info,1
P148,P002,during,10.1,1,shelter,0
P148,P215,during,33.9,1,money,1
P148,P107,during,61.0,1,food,0
P148,P213,during,20.8,1,info,1
P148,P163,during,17.2,1,shelter,1
P148,P129,during,99.0,1,money,1
P148,O022,during,14.2,1,shelter,0
P149,P072,during,16.3,1,shelter,0
P149,O008,during,32.7,1,info,0
P149,P066,during,40.7,1,food,1
P150,P129,during,49.4,1,info,0
P150,P067,during,26.2,1,food,1
P150,P123,during,61.9,1,info,0
P150,P028,during,67.0,1,food,0
P150,P115,during,3.4,1,food,1
P150,O020,during,6.4,1,food,0
P150,P009,during,17.1,1,info,0
P150,P203,during,20.8,1,food,1
P151,P046,during,121.6,2,shelter,0
P151,P053,during,58.4,1,food,0
P151,P139,during,34.9,1,food,0
P151,P153,during,22.4,1,info,1
P151,P214,during,80.8,1,info,0
P151,P049,during,25.4,1,shelter,1
P151,P003,during,55.3,1,food,0
P152,P046,during,14.7,1,food,0
P152,P053,during,21.2,2,food,0
P152,P009,during,21.3,1,info,1
P152,P116,during,5.1,1,money,0
P152,P179,during,71.0,1,food,0
P152,P033,during,24.7,1,food,1
P152,P139,during,35.4,1,food,0
P152,P214,during,25.5,1,info,0
P153,P131,during,70.7,1,shelter,0
P153,P206,during,75.7,1,food,0
P153,P025,during,36.4,1,food,1
P154,P041,during,61.4,1,food,1
P155,O022,during,14.0,1,money,1
P155,P109,during,71.2,1,info,0
P155,P075,during,43.9,1,food,0
P155,P009,during,123.9,2,shelter,0
P155,P024,during,31.2,1,shelter,1
P155,P086,during,22.1,1,shelter,0
P155,P211,during,93.8,1,shelter,1
P155,P052,during,13.1,1,food,0
P156,P099,during,15.2,1,food,1
P156,O024,during,60.1,1,info,0
P156,P144,during,12.1,1,shelter,0
P156,P216,during,19.0,1,food,1
P156,P031,during,48.4,1,info,1
P156,P078,during,29.8,1,food,0
P156,P066,during,15.5,1,shelter,0
P157,P030,during,5.9,1,info,1
P157,O019,during,83.7,1,info,1
P158,O014,during,60.0,1,food,1
P158,P007,during,45.6,1,food,1
P158,O024,during,82.9,1,food,0
P158,P208,during,19.3,1,shelter,1
P159,P211,during,92.8,3,food,0
P159,P102,during,19.0,1,shelter,0
P159,P180,during,23.8,1,info,0
P160,O010,during,53.7,1,info,0
P160,P031,during,62.7,1,food,0
P160,P211,during,105.8,2,money,0
P160,P049,during,54.0,1,food,0
P160,P064,during,28.3,1,money,0
P161,P209,during,22.9,1,food,0
P161,P221,during,90.7,1,food,1
P161,P129,during,16.6,1,info,0
P161,O007,during,30.0,1,money,1
P161,P028,during,58.0,1,money,0
P161,P085,during,12.7,1,food,0
P161,P204,during,5.3,1,shelter,1
P162,P032,during,14.4,1,food,0
P163,P051,during,39.8,1,shelter,0
P163,P071,during,80.2,1,money,0
P163,P049,during,22.9,1,info,1
P163,P065,during,12.3,1,info,1
P164,P155,during,17.2,1,info,0
P165,P144,during,119.7,3,info,0
P165,P130,during,170.9,2,shelter,0
P165,P148,during,31.7,1,food,1
P165,P214,during,27.6,1,shelter,1
P165,P122,during,52.7,1,info,0
P165,P079,during,61.8,1,money,0
P165,P114,during,98.5,1,shelter,0
P165,O021,during,68.3,1,info,0
P165,P197,during,101.5,2,food,0
P165,P017,during,37.1,1,info,0
P165,P158,during,23.3,1,shelter,0
P165,P075,during,17.3,1,food,1
P165,P154,during,57.4,1,money,0
P165,P066,during,77.9,1,info,0
P165,P184,during,75.4,1,info,1
P166,P147,during,81.8,1,info,0
P166,P046,during,30.9,1,food,1
P166,P192,during,57.5,1,shelter,1
P166,P094,during,89.8,1,shelter,0
P166,P155,during,90.6,1,money,1
P166,O009,during,42.8,1,food,1
P167,P139,during,18.6,1,money,0
P167,P214,during,62.2,1,info,0
P167,P077,during,19.6,1,info,1
P167,P110,during,93.3,2,shelter,0
P168,P053,during,14.8,1,shelter,0
P168,O017,during,24.2,1,food,0
