start_code,end_code,day,rush,count
S0413,S0479,2021-02-26,am,3
S0419,S0288,2021-02-26,am,4
S0427,S0024,2021-02-26,am,5
S0433,S0115,2021-02-26,am,1
S0441,S0367,2021-02-26,am,4
S0443,S0460,2021-02-26,am,3
S0446,S0319,2021-02-26,am,5
S0457,S0269,2021-02-26,am,2
S0472,S0422,2021-02-26,am,3
S0475,S0436,2021-02-26,am,4
S0476,S0178,2021-02-26,am,3
S0485,S0071,2021-02-26,am,4
S0489,S0084,2021-02-26,am,5
S0491,S0044,2021-02-26,am,5
S0497,S0193,2021-02-26,am,4
S0497,S0480,2021-02-26,am,1
S0002,S0256,2021-02-27,am,1
S0009,S0220,2021-02-27,am,4
S0011,S0336,2021-02-27,am,1
S0017,S0417,2021-02-27,am,1
S0018,S0005,2021-02-27,am,3
S0035,S0399,2021-02-27,am,1
S0039,S0002,2021-02-27,am,4
S0054,S0148,2021-02-27,am,5
S0054,S0469,2021-02-27,am,5
S0057,S0242,2021-02-27,am,3
S0059,S0431,2021-02-27,am,2
S0061,S0014,2021-02-27,am,2
S0062,S0026,2021-02-27,am,1
S0072,S0123,2021-02-27,am,5
S0073,S0041,2021-02-27,am,2
S0079,S0058,2021-02-27,am,2
S0080,S0270,2021-02-27,am,3
S0084,S0282,2021-02-27,am,5
S0084,S0315,2021-02-27,am,4
S0086,S0176,2021-02-27,am,1
S0087,S0095,2021-02-27,am,5
S0089,S0277,2021-02-27,am,4
S0092,S0135,2021-02-27,am,5
S0094,S0342,2021-02-27,am,2
S0096,S0096,2021-02-27,am,1
S0098,S0192,2021-02-27,am,2
S0102,S0048,2021-02-27,am,4
S0115,S0067,2021-02-27,am,5
S0117,S0385,2021-02-27,am,3
S0122,S0161,2021-02-27,am,4
S0130,S0078,2021-02-27,am,1
S0138,S0304,2021-02-27,am,5
S0150,S0321,2021-02-27,am,1
S0150,S0374,2021-02-27,am,4
S0155,S0181,2021-02-27,am,4
S0158,S0295,2021-02-27,am,4
S0160,S0490,2021-02-27,am,3
S0178,S0005,2021-02-27,am,4
S0181,S0398,2021-02-27,am,5
S0190,S0077,2021-02-27,am,1
S0191,S0371,2021-02-27,am,5
S0192,S0129,2021-02-27,am,2
S0196,S0330,2021-02-27,am,5
S0198,S0026,2021-02-27,am,3
S0203,S0109,2021-02-27,am,4
S0203,S0317,2021-02-27,am,5
S0211,S0376,2021-02-27,am,4
S0212,S0246,2021-02-27,am,5
S0218,S0204,2021-02-27,am,1
S0225,S0142,2021-02-27,am,3
S0226,S0041,2021-02-27,am,2
S0237,S0072,2021-02-27,am,4
S0237,S0202,2021-02-27,am,5
S0239,S0172,2021-02-27,am,4
S0240,S0009,2021-02-27,am,3
S0247,S0166,2021-02-27,am,5
S0248,S0160,2021-02-27,am,5
S0253,S0462,2021-02-27,am,4
S0259,S0241,2021-02-27,am,5
S0270,S0266,2021-02-27,am,5
S0270,S0379,2021-02-27,am,3
S0287,S0228,2021-02-27,am,5
S0288,S0078,2021-02-27,am,4
S0289,S0154,2021-02-27,am,5
S0309,S0358,2021-02-27,am,3
S0311,S0135,2021-02-27,am,3
S0312,S0413,2021-02-27,am,3
S0318,S0272,2021-02-27,am,4
S0319,S0100,2021-02-27,am,3
S0323,S0458,2021-02-27,am,1
S0329,S0164,2021-02-27,am,1
S0333,S0105,2021-02-27,am,3
S0337,S0119,2021-02-27,am,1
S0341,S0291,2021-02-27,am,4
S0342,S0290,2021-02-27,am,1
S0352,S0270,2021-02-27,am,2
S0360,S0007,2021-02-27,am,1
S0362,S0335,2021-02-27,am,3
S0368,S0409,2021-02-27,am,3
S0375,S0251,2021-02-27,am,3
S0377,S0164,2021-02-27,am,4
S0378,S0111,2021-02-27,am,2
S0382,S0174,2021-02-27,am,5
S0394,S0460,2021-02-27,am,3
S0396,S0182,2021-02-27,am,5
S0406,S0069,2021-02-27,am,3
S0415,S0077,2021-02-27,am,5
S0421,S0388,2021-02-27,am,5
S0441,S0337,2021-02-27,am,3
S0452,S0282,2021-02-27,am,1
S0459,S0240,2021-02-27,am,1
S0468,S0410,2021-02-27,am,3
S0469,S0447,2021-02-27,am,2
S0470,S0278,2021-02-27,am,4
S0482,S0293,2021-02-27,am,4
S0487,S0117,2021-02-27,am,1
S0488,S0226,2021-02-27,am,4
S0493,S0465,2021-02-27,am,5
S0494,S0441,2021-02-27,am,2
S0498,S0045,2021-02-27,am,1
S0002,S0129,2021-02-28,am,1
S0012,S0296,2021-02-28,am,4
S0013,S0491,2021-02-28,am,5
S0015,S0404,2021-02-28,am,4
S0024,S0191,2021-02-28,am,3
S0024,S0339,2021-02-28,am,4
S0028,S0307,2021-02-28,am,2
S0031,S0468,2021-02-28,am,5
S0033,S0423,2021-02-28,am,2
S0035,S0057,2021-02-28,am,1
S0035,S0098,2021-02-28,am,1
S0036,S0145,2021-02-28,am,2
S0038,S0352,2021-02-28,am,5
S0039,S0338,2021-02-28,am,2
S0043,S0372,2021-02-28,am,1
S0046,S0289,2021-02-28,am,1
S0050,S0051,2021-02-28,am,3
S0051,S0410,2021-02-28,am,3
S0066,S0020,2021-02-28,am,3
S0072,S0159,2021-02-28,am,3
S0076,S0441,2021-02-28,am,3
S0083,S0430,2021-02-28,am,2
S0085,S0097,2021-02-28,am,4
S0086,S0413,2021-02-28,am,1
S0089,S0283,2021-02-28,am,4
S0091,S0206,2021-02-28,am,5
S0095,S0225,2021-02-28,am,2
S0099,S0099,2021-02-28,am,5
S0100,S0499,2021-02-28,am,5
S0101,S0261,2021-02-28,am,3
S0101,S0341,2021-02-28,am,1
S0102,S0073,2021-02-28,am,2
S0102,S0483,2021-02-28,am,2
S0103,S0388,2021-02-28,am,3
S0107,S0314,2021-02-28,am,5
S0113,S0237,2021-02-28,am,1
S0113,S0472,2021-02-28,am,3
S0114,S0266,2021-02-28,am,1
S0116,S0018,2021-02-28,am,3
S0118,S0491,2021-02-28,am,1
S0124,S0077,2021-02-28,am,2
S0125,S0377,2021-02-28,am,5
S0127,S0469,2021-02-28,am,5
S0132,S0345,2021-02-28,am,1
S0133,S0476,2021-02-28,am,4
S0138,S0043,2021-02-28,am,4
S0138,S0068,2021-02-28,am,5
S0141,S0061,2021-02-28,am,3
S0141,S0362,2021-02-28,am,3
S0144,S0324,2021-02-28,am,4
S0153,S0269,2021-02-28,am,3
S0157,S0115,2021-02-28,am,5
S0157,S0371,2021-02-28,am,2
S0164,S0062,2021-02-28,am,3
S0164,S0421,2021-02-28,am,2
S0165,S0105,2021-02-28,am,3
S0173,S0140,2021-02-28,am,4
S0177,S0449,2021-02-28,am,3
S0203,S0311,2021-02-28,am,3
S0211,S0470,2021-02-28,am,1
S0219,S0047,2021-02-28,am,3
S0222,S0121,2021-02-28,am,1
S0233,S0107,2021-02-28,am,4
S0235,S0174,2021-02-28,am,3
S0236,S0340,2021-02-28,am,1
S0247,S0193,2021-02-28,am,3
S0250,S0012,2021-02-28,am,3
S0258,S0391,2021-02-28,am,3
S0261,S0219,2021-02-28,am,1
S0264,S0303,2021-02-28,am,5
S0267,S0017,2021-02-28,am,2
S0286,S0073,2021-02-28,am,2
S0286,S0284,2021-02-28,am,2
S0289,S0496,2021-02-28,am,5
S0292,S0217,2021-02-28,am,4
S0304,S0182,2021-02-28,am,3
S0313,S0148,2021-02-28,am,3
S0316,S0134,2021-02-28,am,4
S0322,S0191,2021-02-28,am,5
S0324,S0045,2021-02-28,am,5
S0329,S0306,2021-02-28,am,2
S0331,S0373,2021-02-28,am,2
S0348,S0277,2021-02-28,am,4
S0354,S0007,2021-02-28,am,3
S0358,S0000,2021-02-28,am,4
S0363,S0360,2021-02-28,am,2
S0367,S0370,2021-02-28,am,1
S0375,S0286,2021-02-28,am,2
S0375,S0328,2021-02-28,am,1
S0378,S0021,2021-02-28,am,3
S0378,S0486,2021-02-28,am,5
S0391,S0223,2021-02-28,am,2
S0392,S0196,2021-02-28,am,5
S0392,S0242,2021-02-28,am,5
S0393,S0361,2021-02-28,am,5
S0399,S0279,2021-02-28,am,3
S0403,S0437,2021-02-28,am,4
S0405,S0192,2021-02-28,am,4
S0405,S0444,2021-02-28,am,2
S0417,S0073,2021-02-28,am,5
S0420,S0457,2021-02-28,am,1
S0424,S0000,2021-02-28,am,4
S0428,S0464,2021-02-28,am,2
S0429,S0431,2021-02-28,am,4
S0433,S0082,2021-02-28,am,4
S0435,S0000,2021-02-28,am,3
S0439,S0149,2021-02-28,am,1
S0440,S0062,2021-02-28,am,4
S0450,S0140,2021-02-28,am,4
S0457,S0498,2021-02-28,am,3
S0460,S0344,2021-02-28,am,5
S0460,S0394,2021-02-28,am,5
S0464,S0453,2021-02-28,am,1
S0470,S0099,2021-02-28,am,2
S0473,S0030,2021-02-28,am,4
S0478,S0322,2021-02-28,am,3
S0480,S0293,2021-02-28,am,2
S0481,S0134,2021-02-28,am,5
S0483,S0102,2021-02-28,am,1
S0485,S0188,2021-02-28,am,2
S0489,S0243,2021-02-28,am,1
S0490,S0433,2021-02-28,am,5
S0497,S0163,2021-02-28,am,3
S0002,S0493,2021-03-01,am,1
S0004,S0189,2021-03-01,am,1
S0004,S0430,2021-03-01,am,2
S0012,S0239,2021-03-01,am,4
S0017,S0071,2021-03-01,am,1
S0021,S0163,2021-03-01,am,5
S0028,S0228,2021-03-01,am,1
S0033,S0031,2021-03-01,am,1
S0033,S0436,2021-03-01,am,5
S0035,S0316,2021-03-01,am,5
S0038,S0087,2021-03-01,am,5
S0041,S0486,2021-03-01,am,4
S0052,S0156,2021-03-01,am,2
S0063,S0116,2021-03-01,am,4
S0069,S0321,2021-03-01,am,1
S0071,S0326,2021-03-01,am,2
S0072,S0053,2021-03-01,am,1
S0075,S0182,2021-03-01,am,2
S0092,S0219,2021-03-01,am,4
S0102,S0088,2021-03-01,am,4
S0108,S0058,2021-03-01,am,1
S0113,S0251,2021-03-01,am,4
S0113,S0482,2021-03-01,am,1
S0115,S0411,2021-03-01,am,2
S0119,S0305,2021-03-01,am,2
S0130,S0179,2021-03-01,am,2
S0136,S0129,2021-03-01,am,3
S0137,S0149,2021-03-01,am,3
S0144,S0099,2021-03-01,am,1
S0144,S0391,2021-03-01,am,3
S0146,S0453,2021-03-01,am,2
S0156,S0043,2021-03-01,am,5
S0162,S0267,2021-03-01,am,4
S0169,S0122,2021-03-01,am,4
S0172,S0037,2021-03-01,am,4
S0179,S0040,2021-03-01,am,1
S0183,S0085,2021-03-01,am,4
S0183,S0217,2021-03-01,am,5
S0183,S0316,2021-03-01,am,2
S0185,S0246,2021-03-01,am,4
S0188,S0000,2021-03-01,am,5
S0200,S0486,2021-03-01,am,3
S0207,S0060,2021-03-01,am,5
S0207,S0079,2021-03-01,am,4
S0210,S0076,2021-03-01,am,4
S0210,S0446,2021-03-01,am,1
S0216,S0380,2021-03-01,am,4
S0217,S0351,2021-03-01,am,2
S0219,S0303,2021-03-01,am,2
S0226,S0192,2021-03-01,am,4
S0230,S0202,2021-03-01,am,5
S0240,S0312,2021-03-01,am,4
S0240,S0430,2021-03-01,am,3
S0247,S0062,2021-03-01,am,1
S0261,S0009,2021-03-01,am,4
S0262,S0280,2021-03-01,am,4
S0262,S0298,2021-03-01,am,1
S0264,S0292,2021-03-01,am,5
S0264,S0339,2021-03-01,am,5
S0264,S0347,2021-03-01,am,2
S0272,S0479,2021-03-01,am,5
S0283,S0184,2021-03-01,am,3
S0283,S0277,2021-03-01,am,2
S0285,S0107,2021-03-01,am,5
S0291,S0189,2021-03-01,am,4
S0291,S0392,2021-03-01,am,3
S0291,S0494,2021-03-01,am,5
S0292,S0160,2021-03-01,am,4
S0301,S0401,2021-03-01,am,5
S0302,S0169,2021-03-01,am,4
S0306,S0345,2021-03-01,am,4
S0309,S0474,2021-03-01,am,1
S0312,S0170,2021-03-01,am,5
S0312,S0358,2021-03-01,am,5
S0320,S0346,2021-03-01,am,2
S0321,S0007,2021-03-01,am,3
S0321,S0120,2021-03-01,am,4
S0321,S0197,2021-03-01,am,2
S0323,S0178,2021-03-01,am,3
S0344,S0429,2021-03-01,am,2
S0346,S0400,2021-03-01,am,4
S0347,S0273,2021-03-01,am,4
S0357,S0363,2021-03-01,am,4
S0361,S0228,2021-03-01,am,1
S0363,S0115,2021-03-01,am,2
S0366,S0229,2021-03-01,am,5
S0367,S0208,2021-03-01,am,2
S0369,S0024,2021-03-01,am,2
S0372,S0196,2021-03-01,am,1
S0377,S0437,2021-03-01,am,3
S0390,S0012,2021-03-01,am,1
S0393,S0161,2021-03-01,am,5
S0395,S0078,2021-03-01,am,3
S0407,S0000,2021-03-01,am,3
S0416,S0195,2021-03-01,am,2
S0416,S0368,2021-03-01,am,2
S0419,S0416,2021-03-01,am,2
S0420,S0469,2021-03-01,am,4
S0421,S0321,2021-03-01,am,5
S0422,S0105,2021-03-01,am,4
S0424,S0004,2021-03-01,am,2
S0426,S0109,2021-03-01,am,3
S0426,S0351,2021-03-01,am,3
S0446,S0182,2021-03-01,am,5
S0451,S0180,2021-03-01,am,5
S0459,S0088,2021-03-01,am,5
S0462,S0121,2021-03-01,am,2
S0480,S0238,2021-03-01,am,1
S0489,S0093,2021-03-01,am,3
S0495,S0489,2021-03-01,am,3
S0001,S0260,2021-03-02,am,1
S0005,S0204,2021-03-02,am,1
S0005,S0426,2021-03-02,am,2
S0010,S0130,2021-03-02,am,4
S0010,S0179,2021-03-02,am,5
S0010,S0188,2021-03-02,am,1
S0010,S0330,2021-03-02,am,4
S0011,S0447,2021-03-02,am,1
S0015,S0092,2021-03-02,am,2
S0020,S0149,2021-03-02,am,1
S0021,S0043,2021-03-02,am,1
S0021,S0318,2021-03-02,am,1
S0031,S0423,2021-03-02,am,3
S0032,S0132,2021-03-02,am,3
S0043,S0021,2021-03-02,am,4
S0049,S0448,2021-03-02,am,1
S0051,S0125,2021-03-02,am,1
S0051,S0252,2021-03-02,am,1
S0051,S0348,2021-03-02,am,2
S0052,S0457,2021-03-02,am,5
S0059,S0012,2021-03-02,am,1
S0059,S0311,2021-03-02,am,5
S0065,S0367,2021-03-02,am,1
S0073,S0032,2021-03-02,am,1
S0078,S0307,2021-03-02,am,2
S0089,S0047,2021-03-02,am,4
S0089,S0212,2021-03-02,am,2
S0092,S0034,2021-03-02,am,2
S0094,S0395,2021-03-02,am,2
S0098,S0315,2021-03-02,am,4
S0104,S0301,2021-03-02,am,1
S0105,S0133,2021-03-02,am,2
S0118,S0397,2021-03-02,am,1
S0137,S0489,2021-03-02,am,3
S0138,S0392,2021-03-02,am,4
S0140,S0160,2021-03-02,am,3
S0140,S0496,2021-03-02,am,2
S0148,S0049,2021-03-02,am,2
S0149,S0438,2021-03-02,am,2
S0151,S0488,2021-03-02,am,4
S0153,S0153,2021-03-02,am,2
S0159,S0301,2021-03-02,am,1
S0166,S0262,2021-03-02,am,5
S0172,S0492,2021-03-02,am,1
S0175,S0406,2021-03-02,am,2
S0180,S0416,2021-03-02,am,2
S0194,S0437,2021-03-02,am,3
S0200,S0367,2021-03-02,am,2
S0200,S0439,2021-03-02,am,5
S0209,S0100,2021-03-02,am,3
S0209,S0482,2021-03-02,am,4
S0213,S0093,2021-03-02,am,4
S0213,S0484,2021-03-02,am,5
S0214,S0121,2021-03-02,am,3
S0214,S0431,2021-03-02,am,4
S0216,S0371,2021-03-02,am,1
S0218,S0049,2021-03-02,am,1
S0220,S0017,2021-03-02,am,1
S0234,S0139,2021-03-02,am,2
S0236,S0098,2021-03-02,am,2
S0238,S0494,2021-03-02,am,3
S0240,S0496,2021-03-02,am,5
S0246,S0104,2021-03-02,am,1
S0246,S0134,2021-03-02,am,1
S0250,S0229,2021-03-02,am,3
S0253,S0253,2021-03-02,am,2
S0267,S0162,2021-03-02,am,1
S0272,S0479,2021-03-02,am,4
S0273,S0481,2021-03-02,am,1
S0282,S0390,2021-03-02,am,3
S0284,S0193,2021-03-02,am,3
S0286,S0181,2021-03-02,am,3
S0293,S0374,2021-03-02,am,5
S0294,S0441,2021-03-02,am,4
S0295,S0237,2021-03-02,am,4
S0299,S0149,2021-03-02,am,5
S0304,S0436,2021-03-02,am,5
S0311,S0359,2021-03-02,am,5
S0313,S0046,2021-03-02,am,2
S0320,S0291,2021-03-02,am,2
S0321,S0117,2021-03-02,am,5
S0322,S0393,2021-03-02,am,5
S0323,S0313,2021-03-02,am,1
S0329,S0112,2021-03-02,am,2
S0329,S0477,2021-03-02,am,3
S0331,S0194,2021-03-02,am,5
S0335,S0091,2021-03-02,am,1
S0341,S0402,2021-03-02,am,2
S0348,S0170,2021-03-02,am,2
S0350,S0090,2021-03-02,am,3
S0359,S0176,2021-03-02,am,4
S0368,S0327,2021-03-02,am,3
S0371,S0259,2021-03-02,am,3
S0373,S0168,2021-03-02,am,2
S0377,S0173,2021-03-02,am,3
S0379,S0398,2021-03-02,am,5
S0380,S0351,2021-03-02,am,2
S0382,S0490,2021-03-02,am,5
S0386,S0182,2021-03-02,am,3
S0390,S0282,2021-03-02,am,2
S0391,S0257,2021-03-02,am,1
S0392,S0018,2021-03-02,am,2
S0398,S0446,2021-03-02,am,5
S0409,S0149,2021-03-02,am,1
S0409,S0276,2021-03-02,am,1
S0412,S0352,2021-03-02,am,3
S0423,S0271,2021-03-02,am,1
S0423,S0295,2021-03-02,am,1
S0424,S0182,2021-03-02,am,5
S0426,S0231,2021-03-02,am,2
S0428,S0368,2021-03-02,am,5
S0428,S0380,2021-03-02,am,2
S0429,S0183,2021-03-02,am,1
S0430,S0356,2021-03-02,am,4
S0431,S0133,2021-03-02,am,1
S0431,S0316,2021-03-02,am,2
S0433,S0220,2021-03-02,am,1
S0434,S0039,2021-03-02,am,3
S0439,S0064,2021-03-02,am,5
S0439,S0497,2021-03-02,am,4
S0440,S0446,2021-03-02,am,1
S0450,S0096,2021-03-02,am,5
S0475,S0037,2021-03-02,am,1
S0476,S0458,2021-03-02,am,4
S0482,S0441,2021-03-02,am,1
S0484,S0261,2021-03-02,am,2
S0484,S0485,2021-03-02,am,3
S0486,S0143,2021-03-02,am,4
S0493,S0443,2021-03-02,am,5
S0494,S0412,2021-03-02,am,5
S0494,S0423,2021-03-02,am,3
S0495,S0373,2021-03-02,am,5
S0498,S0490,2021-03-02,am,4
S0000,S0240,2021-03-03,am,3
S0009,S0328,2021-03-03,am,1
S0012,S0360,2021-03-03,am,1
S0022,S0101,2021-03-03,am,4
S0025,S0472,2021-03-03,am,3
S0029,S0180,2021-03-03,am,2
S0032,S0240,2021-03-03,am,5
S0049,S0037,2021-03-03,am,3
S0064,S0007,2021-03-03,am,4
S0069,S0251,2021-03-03,am,2
S0071,S0000,2021-03-03,am,3
S0079,S0417,2021-03-03,am,4
S0088,S0017,2021-03-03,am,5
S0093,S0123,2021-03-03,am,2
S0100,S0301,2021-03-03,am,1
S0101,S0231,2021-03-03,am,4
S0119,S0213,2021-03-03,am,1
S0139,S0081,2021-03-03,am,3
S0141,S0468,2021-03-03,am,5
S0142,S0059,2021-03-03,am,1
S0149,S0116,2021-03-03,am,2
S0149,S0468,2021-03-03,am,4
S0153,S0480,2021-03-03,am,1
S0155,S0454,2021-03-03,am,5
S0155,S0474,2021-03-03,am,1
S0159,S0065,2021-03-03,am,1
S0159,S0369,2021-03-03,am,2
S0162,S0439,2021-03-03,am,2
S0163,S0000,2021-03-03,am,2
S0163,S0138,2021-03-03,am,5
S0164,S0252,2021-03-03,am,2
S0168,S0067,2021-03-03,am,4
S0174,S0005,2021-03-03,am,1
S0181,S0407,2021-03-03,am,2
S0183,S0214,2021-03-03,am,2
S0184,S0123,2021-03-03,am,5
S0188,S0250,2021-03-03,am,3
S0190,S0173,2021-03-03,am,1
S0192,S0236,2021-03-03,am,3
S0212,S0104,2021-03-03,am,5
S0215,S0410,2021-03-03,am,4
S0215,S0482,2021-03-03,am,3
S0216,S0279,2021-03-03,am,4
S0216,S0481,2021-03-03,am,5
S0223,S0143,2021-03-03,am,5
S0223,S0228,2021-03-03,am,4
S0224,S0359,2021-03-03,am,5
S0226,S0436,2021-03-03,am,4
S0234,S0289,2021-03-03,am,4
S0248,S0206,2021-03-03,am,2
S0250,S0348,2021-03-03,am,2
S0252,S0410,2021-03-03,am,4
S0253,S0446,2021-03-03,am,4
S0256,S0434,2021-03-03,am,3
S0257,S0057,2021-03-03,am,5
S0271,S0137,2021-03-03,am,3
S0276,S0004,2021-03-03,am,5
S0278,S0225,2021-03-03,am,4
S0285,S0292,2021-03-03,am,4
S0286,S0132,2021-03-03,am,3
S0289,S0060,2021-03-03,am,3
S0291,S0077,2021-03-03,am,1
S0291,S0436,2021-03-03,am,4
S0292,S0324,2021-03-03,am,3
S0302,S0368,2021-03-03,am,3
S0306,S0232,2021-03-03,am,1
S0311,S0014,2021-03-03,am,4
S0320,S0189,2021-03-03,am,4
S0320,S0306,2021-03-03,am,2
S0321,S0156,2021-03-03,am,2
S0322,S0231,2021-03-03,am,1
S0326,S0425,2021-03-03,am,2
S0332,S0403,2021-03-03,am,2
S0334,S0071,2021-03-03,am,1
S0340,S0267,2021-03-03,am,1
S0341,S0298,2021-03-03,am,1
S0349,S0195,2021-03-03,am,3
S0351,S0232,2021-03-03,am,1
S0351,S0464,2021-03-03,am,2
S0353,S0229,2021-03-03,am,4
S0355,S0112,2021-03-03,am,3
S0357,S0018,2021-03-03,am,5
S0357,S0491,2021-03-03,am,1
S0373,S0370,2021-03-03,am,5
S0375,S0257,2021-03-03,am,5
S0380,S0435,2021-03-03,am,5
S0383,S0156,2021-03-03,am,2
S0383,S0258,2021-03-03,am,1
S0406,S0004,2021-03-03,am,2
S0409,S0438,2021-03-03,am,2
S0410,S0051,2021-03-03,am,4
S0410,S0446,2021-03-03,am,1
S0412,S0298,2021-03-03,am,3
S0418,S0065,2021-03-03,am,2
S0420,S0400,2021-03-03,am,1
S0422,S0266,2021-03-03,am,2
S0427,S0376,2021-03-03,am,4
S0429,S0429,2021-03-03,am,2
S0430,S0164,2021-03-03,am,3
S0439,S0331,2021-03-03,am,4
S0445,S0241,2021-03-03,am,4
S0446,S0345,2021-03-03,am,4
S0455,S0228,2021-03-03,am,4
S0461,S0177,2021-03-03,am,5
S0463,S0184,2021-03-03,am,3
S0468,S0046,2021-03-03,am,2
S0468,S0250,2021-03-03,am,4
S0473,S0406,2021-03-03,am,3
S0477,S0126,2021-03-03,am,2
S0478,S0244,2021-03-03,am,2
S0480,S0293,2021-03-03,am,5
S0481,S0102,2021-03-03,am,2
S0483,S0427,2021-03-03,am,4
S0485,S0147,2021-03-03,am,1
S0485,S0184,2021-03-03,am,3
S0487,S0358,2021-03-03,am,1
S0495,S0483,2021-03-03,am,1
S0496,S0480,2021-03-03,am,5
S0499,S0281,2021-03-03,am,1
S0005,S0034,2021-03-04,am,4
S0007,S0199,2021-03-04,am,4
S0012,S0421,2021-03-04,am,3
S0022,S0266,2021-03-04,am,5
S0022,S0425,2021-03-04,am,2
S0026,S0196,2021-03-04,am,1
S0030,S0123,2021-03-04,am,2
S0032,S0333,2021-03-04,am,3
S0034,S0191,2021-03-04,am,4
S0035,S0076,2021-03-04,am,2
S0047,S0219,2021-03-04,am,5
S0053,S0120,2021-03-04,am,5
S0060,S0134,2021-03-04,am,2
S0061,S0176,2021-03-04,am,2
S0063,S0346,2021-03-04,am,3
S0063,S0347,2021-03-04,am,2
S0095,S0189,2021-03-04,am,4
S0095,S0208,2021-03-04,am,4
S0099,S0017,2021-03-04,am,3
S0107,S0167,2021-03-04,am,4
S0110,S0402,2021-03-04,am,2
S0115,S0340,2021-03-04,am,4
S0115,S0435,2021-03-04,am,4
S0116,S0386,2021-03-04,am,1
S0120,S0276,2021-03-04,am,4
S0121,S0377,2021-03-04,am,5
S0124,S0323,2021-03-04,am,3
S0130,S0002,2021-03-04,am,2
S0170,S0044,2021-03-04,am,3
S0174,S0067,2021-03-04,am,5
S0177,S0286,2021-03-04,am,3
S0199,S0235,2021-03-04,am,1
S0206,S0089,2021-03-04,am,4
S0209,S0083,2021-03-04,am,5
S0217,S0082,2021-03-04,am,3
S0233,S0475,2021-03-04,am,2
S0235,S0228,2021-03-04,am,4
S0238,S0076,2021-03-04,am,1
S0239,S0122,2021-03-04,am,2
S0244,S0283,2021-03-04,am,5
S0250,S0383,2021-03-04,am,4
S0251,S0445,2021-03-04,am,1
S0256,S0120,2021-03-04,am,4
S0260,S0127,2021-03-04,am,4
S0260,S0148,2021-03-04,am,4
S0264,S0263,2021-03-04,am,1
S0278,S0249,2021-03-04,am,2
S0279,S0180,2021-03-04,am,5
S0285,S0285,2021-03-04,am,3
S0287,S0296,2021-03-04,am,3
S0302,S0080,2021-03-04,am,5
S0303,S0395,2021-03-04,am,5
S0304,S0010,2021-03-04,am,3
S0304,S0329,2021-03-04,am,3
S0310,S0213,2021-03-04,am,3
S0311,S0269,2021-03-04,am,5
S0321,S0217,2021-03-04,am,3
S0323,S0018,2021-03-04,am,2
S0331,S0247,2021-03-04,am,1
S0335,S0001,2021-03-04,am,2
S0340,S0236,2021-03-04,am,3
S0341,S0153,2021-03-04,am,5
S0344,S0204,2021-03-04,am,1
S0353,S0315,2021-03-04,am,3
S0356,S0309,2021-03-04,am,2
S0357,S0033,2021-03-04,am,2
S0357,S0036,2021-03-04,am,2
S0357,S0078,2021-03-04,am,5
S0358,S0407,2021-03-04,am,5
S0371,S0269,2021-03-04,am,4
S0383,S0123,2021-03-04,am,3
S0383,S0398,2021-03-04,am,1
S0388,S0399,2021-03-04,am,3
S0392,S0440,2021-03-04,am,4
S0395,S0361,2021-03-04,am,2
S0396,S0137,2021-03-04,am,3
S0400,S0060,2021-03-04,am,5
S0402,S0210,2021-03-04,am,1
S0414,S0100,2021-03-04,am,3
S0418,S0171,2021-03-04,am,5
S0419,S0423,2021-03-04,am,2
S0420,S0407,2021-03-04,am,5
S0424,S0206,2021-03-04,am,4
S0424,S0261,2021-03-04,am,4
S0427,S0109,2021-03-04,am,4
S0433,S0171,2021-03-04,am,5
S0434,S0380,2021-03-04,am,1
S0434,S0473,2021-03-04,am,4
S0440,S0336,2021-03-04,am,4
S0441,S0035,2021-03-04,am,4
S0444,S0436,2021-03-04,am,4
S0456,S0186,2021-03-04,am,5
S0459,S0309,2021-03-04,am,3
S0462,S0217,2021-03-04,am,4
S0463,S0143,2021-03-04,am,2
S0463,S0221,2021-03-04,am,4
S0465,S0160,2021-03-04,am,4
S0467,S0192,2021-03-04,am,4
S0468,S0407,2021-03-04,am,1
S0473,S0154,2021-03-04,am,2
S0474,S0236,2021-03-04,am,2
S0474,S0275,2021-03-04,am,3
S0479,S0042,2021-03-04,am,5
S0481,S0104,2021-03-04,am,4
S0488,S0352,2021-03-04,am,1
S0490,S0324,2021-03-04,am,1
S0495,S0372,2021-03-04,am,4
S0499,S0275,2021-03-04,am,3
S0001,S0234,2021-03-05,am,4
S0008,S0412,2021-03-05,am,5
S0009,S0240,2021-03-05,am,2
S0010,S0179,2021-03-05,am,3
S0012,S0061,2021-03-05,am,3
S0017,S0219,2021-03-05,am,3
S0020,S0128,2021-03-05,am,5
S0024,S0147,2021-03-05,am,5
S0029,S0120,2021-03-05,am,1
S0039,S0122,2021-03-05,am,3
S0042,S0235,2021-03-05,am,4
S0042,S0317,2021-03-05,am,4
S0043,S0000,2021-03-05,am,2
S0050,S0015,2021-03-05,am,2
S0056,S0444,2021-03-05,am,2
S0057,S0195,2021-03-05,am,4
S0058,S0166,2021-03-05,am,3
S0070,S0495,2021-03-05,am,4
S0076,S0112,2021-03-05,am,3
S0076,S0291,2021-03-05,am,3
S0080,S0355,2021-03-05,am,5
S0080,S0355,2021-03-05,am,2
S0088,S0464,2021-03-05,am,5
S0089,S0471,2021-03-05,am,4
S0097,S0121,2021-03-05,am,5
S0100,S0125,2021-03-05,am,4
S0101,S0411,2021-03-05,am,4
